AP1342,K-017(a),Music for a Jewish Wedding  Lenny Kaye and His Orchestra,,MGM E/SE 4177,,x,62,"33 1/3 rpm 12"" / Audio CD copy",,,,,,,Vocals by Florence Reid.,local,,,,
AP1343,F-025(a),Play More Cheerfully/ Fayerlech/ Jewish Folk Ensemble Vilnus,פֿרײלעך זאָל זײַן,Meloyda C30 19595 001,,x,40,"33 1/3 rpm 12""/Audio CD copy x382",,Yiddish,Folk/Theater,USSR,,,,local,,,,
AP1344,F-026(a),A Melave Malke with Avraham Fried,,Holyland Records HL 504,,x,41,,,,,,,,"Music by Zimriah Orchestra. Arranged and conducted by Moshe -
Laufer.-",local,,,,
AP1345,K-020(a),The Klezmorim                              East Side Wedding,,Arhoolie 3006,,x,63,"33 1/3 rpm 12"" / Audio CD copy",,,,,,,,local,,,,
AP1346,K-020(b),"The Klezmorim                              ""Streets of Gold""",,Arhoolie 3011,,,63,"33 13 rpm 12""/Audio CD copy",,Yiddish,Klezmer,"El Cerrito, CA",,13,Originally transferred 2009 redone in 12/2015 from LP donated by Don Ben-Amos,local,1978,,,
AP1347,R-007(f)5,Yiddish Folksongs                                 Ruth Rubin,ייִדישע פֿאָלקסלידער,"Ruth Rubin Record 5 (5"")",,x,90,"33 1/3 lp 5""/ Audio CD Copy",,Yiddish,Folk/Holocaust,,,6,,,1968,,,x
AP1348,F-013(f),Giora Feidman                       The Magic Of The Klezmer,,Delos D/CD 4005 (Germany),,,,,,,,,,,,,,,,x
AP1349,F-013(g),Giora Feidman                         Gershwin & The Klezmer,,Plane 88717 (CD Germany),,,,,,,,,,,,,,,,x
AP1350,F-013(h),Giora Feidman                                         To You,גיורא פיידמן,ROH 737 (Cassette),,x,39,"Cassette/33 1/3 rpm 12""",,,Pop,Israel,,10,,local,,,x,
AP1351,F-014(a),Connie Francis Sings Jewish Favorites,,MGM E3869,,x,39,"33 13 rpm 12""",,Yiddish,Pop/Concert/Theater,USA,,,,local,,"Courtesy of Lazer Trachtenberg, March 2013",,x
AP1352,F-015(a),Farbregen Fiddlers                          American Chai!!,,Album Privately Issued FF 184,,x,39,"33 1/3rpm 12"" (2 copies)/CD Co.x324",,Yiddish/Hebrew,Blue Grass/Jazz/Religious,"Falls Church, VA",,11,"2 copies on shelf, one autographed",,1977,Gift of Robert & Molly Freedman,,
AP1353,F-015(b),Smokey Mountain Shabbes       David Shneyer with Alen Oresky,,Cassette Privately Issued,,,,CassetteAudio CD copy x323,,Hebrew,Folk/Country,"Rockville, MD",,15,,local,1988,,x,
AP1354,F-016(a),Hanna Foukes chante L'AME D'UN PEUPLE EN YIDDISH EN HEBREU,חנה פֿןקס זינגט די פֿאָלקס-נשמה    חנה פוקס בּשירי נשמת האם,Voxigrave dfr V/30/ST 7293,,x,39,,,,,,,,,local,,,,
AP1355,F-017(a),Herschel Fox Sings Yiddish Hebrew & Cantorial,,MA1 (Album Privately Issued),,,39,,,,,,,,,local,,,,x
AP1356,F-018(a),Jewish Folk Songs Sung By Mort Freeman,,Tikva Records T 49,,x,39,"33 1/3 rpm 12""/Audio CD copy x326",,Yiddish,Folk/Concert,,,,,local,,,,
AP1357,F-018(b),Mort Freeman Sings Hallelujah!,,King Saul Records M2678,,x,39,,,,,,,,,local,,,,
AP1358,005g,"Paskel, Simon, Tenor/ Rakhmones Rakhmones/ Di Lebedike Yesomim",,Columbia E7474,,,,78rpm 10 inch,,,,,,,,,,,,
AP1359,005h,"Weisman, Bessie/ Izikl/ Der Shlisl",,Emerson 13245,,,,78rpm 10 inch,,,,,,,,,,,,
AP1360,005i,"Ziegenlaub, William/ Men Darf Nor Mazl Hoben/ Gevald Ikh Vil A Bukher",,Victor 67905,,,,78rpm 10 inch,,,,,,,,,,,,
AP1361,005j,"Rumshinsky, Yosef Orkestar/ Dem Rebns Nigun Potpourri/",,Victor 72866,,,,78rpm 10 inch,,,,,,,Tape 01,,,,,
AP1362,005k,"Hoffman, Anna/ A Mames Treren/ Rakhmones Rakhmones",,Victor 73127,,,,78rpm 10 inch,,,,,,,,,,,,
AP1363,005l,"Hoffman, Anna/Jacobs, Jacob/ Tshiken/ Ikh Bin A Border Bay Mayn Vayb",,Victor 73431,,,,78rpm 10 inch,,,,,,,,,,,,
AP1364,M-062(a),Mikveh,מיקװה,Traditional Crossroads CD 80702-4305-2,"Cover: Abstract line drawing of female. Transliterated text and -
traslations of songs with liner notes. Liner notes include short -
bios of the group.",,,Audio CD,56:18:00,English/Yiddish,Art Songs/Concert/Female Vocals,New York City,,14,,local,2001,"June 2001, Muchniks, Philadelphia, $15.88",,x
AP1365,M-063(a),Cubo Futurist Klezmer/Recordings From.. Moscow State Yiddish Theatre 1922-1938  GOSET,,Cubo-Futurist Klezmer,"Cover photo: scene from play titled ""200,000) - An adaptation of -
""Dos Groyse Gevins"", produced by ""GOSET (Moscow Yiddish State -
Theatre. Liner notes include a short history of GOSET and -
summaries of some of the recorded material.",,,Audio CD,35:46:00,Yiddish,Theatre/USSR,,,15,,,2001,"Purchase Sal Kliger April, 2001, $15.00",,x
AP1366,K-087(b),Trio Kroke 2                           Klezmer Aoustic Music,קראָקע,ART AMC 006 0 (Cassette),,,,,,,,,,,May be the same as Trio Kroke K-087(a)  ?,,,,x,
AP1367,K-088(a),Di Naye Kapelye,די נײַע קאַפּעליע,Oriente RIEN CD 17 (Hungary),,,,,,,,,,,,,,Purchase via Amazon May 2013,,x
AP1368,K-089(a),Khevrisa/European Klezmer Music/Steven Greenman & W. Zev Feldman,,Smithsonian Folkways Recordings 40486 CD,"Cover Art - Jewish Wedding by Wincentry Smokowski (1797-1876) -
Courtesy of National Musuem, Warsaw. Scolarly liner notes, -
biographies of performers, bibliography, musical sources by W. -
Zev Feldman.",,,Audio CD,70:00:00,,Klezmer/Instrumental,,,20,,,2000,"Muchnik Music, Philadelphia, Nov, 2000",,x
AP1369,K-090(a),KlezSqueeze!\ The Sy Kushner Jewish Music Ensemble,,Bon Air Recordings,"Cover photo: paper-mache accordion. Liner notes by Pete Sokolow, -
Technical analyisis of style of each of the tracks.",,,Audio CD,55:19:00,,Klezmer/Instrumental,,Produced by Sy Kushner,16,,,1996,,,x
AP1370,L-025(c),Manfred Lemm   NU-ME LAKHT  Jiddische Lieder und Geschichten,,Ed Kunstlertreff EK 17 10 51,,x,72,,,,,,,,"Recording made in West Germany. Yiddish Songs with ""Jewish"" jokes -
told in German. Manfred Lemm, vocals and guitar, Johannes -
Schmidt, primabalalaika and clarinet, Gunter Shenk, subcontrabass -
and guitar, Kai Balke, accordion.",,,,,
AP1371,B-061(a),Boiberik Camp Songs   Field Tape Compiled by Mickey Hurewitz,,Mickey Hurewitz,,,,Cassette/Audio CD Copy X42,,Yiddish,Field Recording/Camp Songs/Children/Ritual,"Camp Boiberik, Rhinebeck, NY",,31,,local,,,x,x
AP1372,B-062(a),Don Byron plays the music of Mickey Katz,,Elektra Nonsuch 79313-4,,,,Cassette/ Audio CD Copy X43,,Yinglish,Instrumental/Klezmer,"New York, NY",,17,,local,1993,,x,
AP1373,F-024(a),Dudu Fisher      Mamenyu,דוד פישר  מאַמעניו,CBS Records DJ 1067,,x,40,"33 1/3 rpm 12""/CD",,Yiddish/Hebrew,Compilation,Israel,,9,,,,Gift of Robert & Molly Freedman,,x
AP1374,P-022(a),Purim In Kheyder  Nigunim Gezungen Durkh Dem Rebn Mit Di...,פּורים אין חדר-ניגונים געזוגען דורך דעם רבּין מיט די קינדערלעך,Cassette Privately Issued,,,,Cassette/ Audio CD Copy,,Yiddish,,,,1,,,,,x,x
AP1375,P-022(b),Purim Shpil 2000   Yidish,פּורים שפּיל 2000    ייִדיש,NOAM DH 802 (Cassette),,,,Cassette/ Audio CD Copy,,Yiddish,,,,,Album notes in Hebrew and Song Titles not clear,local*,,,x,x
AP1376,P-023(a),Boris Pevsner,,Cassette Privately Issued,,,,,,,,,,,,,,,x,
AP1377,P-024(a),Full Circle...the old and the new                Jackie Pack,,RRCD004 (CD Privately Issued),,,,,,,,,,,,,,,,x
AP1378,P-025(a),Pearls of Yiddish Song,פּערל פֿון ייִדישן ליד,Workmen's Circle (Cassette),,,,Audio CD copy x398,,,,,,,,,,,x,
AP1379,P-025(b),"On Wings Of Song      A New..Collection ""Mir Trogn A Gezang""",מיר טראָגן אַ געזאַנג,AR WC21 (Cassette),,,,Cassette/5 1/4 CD copy/,,Yiddish,Folk/Theater/Art,New York,,18,"From the book ""Mir Trogn A Gezang""/ Reissued on CD 1998",,1993,,x,x
AP1380,P-026(a),Slawa Przybylska        Alef-Bejs               Jewish Songs,ייִדיש לידער און לידלעך            Piesni i piosenki zydowskie,Tonpress KAW Tk-136 (Cassette),,,,Cassette/Audio CD copy,,,,,,15,Recorded in Poland,,,,x,x
AP1381,P-026(b),Slawa Przybylska    Minuty Nadziei        Minutn Fun Bitochn,,Cassette S 530/a (Poland),,,,,,,,,,,,,,,x,
AP1382,P-026(c),Slawa Przybylska  Rodzynki Z Migalami  Rozinkes Mit Mandelen,,Cassette S 530/b (Poland),,,,,,,,,,,,,,,x,
AP1383,P-027(a),Philadelphia Klezmer Heritage Ensemble             A Wedding,,Cassette Privately Issued,,,,,,,,,,,,,,,x,
AP1384,V-015(f),"Vorbei… Beyond Recall, CD 6/ A Record of Jewish musical life in Nazi Berlin, 1933-1938",,Bear Family Records BCD 16030-06,,,,Audio CD,,Yiddish/Hebrew,Historical/Folk,"Hamberg, Germany",,22,"Part of 12 CD set with accompanying book titled ""Vorbei...Beyond Recall""",,2001,,,x
AP1385,S-003(c),Maurice Schwartz / Anathema,,Brunswick 75007,,,,78 rpm/Audio CD copy x416,8:18,Yiddish,,,,1,,,,"Gift of R. A. Friedman, 2004",,
AP1386,V-015(g),"Vorbei… Beyond Recall, CD 7/ A Record of Jewish musical life in Nazi Berlin, 1933-1938",,Bear Family Records BCD 16030-07,,,,Audio CD,,Yiddish/Hebrew,Historical/Folk,"Hamberg, Germany",,20,"Part of 12 CD set with accompanying book titled ""Vorbei...Beyond Recall""",,2001,,,x
AP1387,V-015(h),"Vorbei… Beyond Recall, CD 8/ A Record of Jewish musical life in Nazi Berlin, 1933-1938",,Bear Family Records BCD 16030-08,,,,Audio CD,,Yiddish/Hebrew/German,Historical/Folk,"Hamberg, Germany",,26,"Part of 12 CD set with accompanying book titled ""Vorbei...Beyond Recall""",,2001,,,x
AP1388,V-015(i),"Vorbei… Beyond Recall, CD 9/ A Record of Jewish musical life in Nazi Berlin, 1933-1938",,Bear Family Records BCD 16030-09,,,,Audio CD,,Yiddish/Hebrew,Historical/Folk/Cantorial,"Hamberg, Germany",,25,"Part of 12 CD set with accompanying book titled ""Vorbei...Beyond Recall""",,2001,,,x
AP1389,052i,"Schwartz, William, tenor/ A Grus Fun Dem Nayem Rusland/ Di Goldene Kale",,Columbia E7911,,,,78rpm 10 inch,,,,,"Track 1. Both titles are from ""Di Goldene Kale"" (Rumshinsky).",,Tape 013,,,,,
AP1390,052j,"Goldstein, Morris, tenor/ Mayn Grine Yente/ Mayn Vayb Iz Bizi",,Columbia E9013,,,,78rpm 10 inch,,,,,"Track 1. Title 2 is from ""Farkoyfte Kinder"".",,Tape 013,,,,,
AP1391,052k,Abe Neff Orchestra/ Russian Sher/ Russian Kazatska,,20th Century 2315,,,,78rpm 10 inch,,,,,,,Tape 013,,,,,
AP1392,052l,?/ Kak Diva Starovo/ Katusha,,USSR 8366/8367,,,,78rpm 10 inch,,,,,Needs Translation.,,Tape 013,,,,,
AP1393,052m,Zarkevich Russ.Balalaika Orch./ Kisses of Spring/ On The River,,Decca 2898,,,,78rpm 10 inch,,,,,,,Tape 013,,,,,
AP1394,052n,Piatnitsky Women's Ensemble/ Who Knows Him/ By The Village,,Asch Internat. 3013,,,,78rpm 10 inch,,,,,,,Tape 013,,,,,
AP1395,B-049(a),Balkan Rhythm Band     The Jazziest Balkan Dance Band Around,,Flying Fish Records FF 314,,x,18,"33 1/3 rpm 12""/Audio CD copy x209",,,,,,,,local,1983,,,
AP1396,C-003(a),Chasidic Song Festival 1970,"פסטיבל הזמר החסידי תשל""א",Hed Arzi BAN 14150,,x,21,,,,,,,,,,,,,
AP1397,G-058(a),Yehoram Gaon                                   Greatest Hits,יהורם גאון     להיטי הזהב,CBS 65945,,x,49,,,,,,,,,local,,,,
AP1398,G-059(a),Gesang Un Tants     Das 2. Festival des Jiddischen Liedes...,געזאַנג און טאַנץ,Relief MC 900 011 (Cassette),,,,,,,,,,,,,,,x,
AP1399,G-060(a),Gypsy Swing                                      The Gypsies,,Global Village C806 (Cassette),,,,Cassette/ Audio CD copy,,,,,,,,,,,x,x
AP1400,G-061(a),"Jacques Grober  Al Capone, Don Juan et autres chants yiddish",אַנדערע ייִדישע לידער,JG 90 (Cassette),,,,Cassette/Audio CD copy x471,,Yiddish,Compilation/Theater,Paris (?),,18,,local,not before 1983,,x,
AP1401,G-062(a)1,Gebrider Moyshele  Unlabled Cassette  (Side A),,Gebrider Moshele Cassette Copy,,,,Cassette/Audio CD Copy x 98,,Yiddish,Folk/Literary Origin,Germany,,11,,,,Cassette copy gift of Leo Summergrad,x,x
AP1402,G-062(a)2,Gebrider Moyshele  Yiddishe Lider     (Side B),,GM 8901 MC Cassette Copy,,,,Cassette/Audio CD Copy x 98,,Yiddish,Folk/Literary Origin,Germany,,10,,,,Cassette copy gift of Leo Summergrad,x,x
AP1403,G-062(b),"Gebrider Moischele      ,,Schtil di nacht is ojsgeschternt''",,Austro Mechana EX 238 093-2 CD,,,,,,,,,,,,,,,,x
AP1404,G-063(a),Boris Gammer The Jerusalem Jazz Band  Songs My Father Played,בוריס גאמר  ג'אז בנד ירושלים   שירים שאבא ניגן  דיקסי-פֿרײלעך,Stemra Ffortissimo FF9401 (CD),,,,,,,,,,,"Recorded in Tel Aviv, CD Made in Holland, Dixie Jazz",,,,,x
AP1405,O-005(b),The Vilna Balabessel              Original Sound Track Album,,Miriam Daniels Productns MDP 6,,x,82,,,,,,,,,,,,,
AP1406,O-005(c),The Fabulous Voice of Moishe Oysher,קולו האגדי של משה אשר,CBS S 63969,,x,82,,,,,,,,,,,,,
AP1407,O-005(d),A Gala Concert with Moishe Oysher & The Barry Sisters  Vol 2,,Greater Recording GRC 296,,x,82,"33 1/3 12"" (2 LP's)",,Yiddish,,,,30,Two Album Set,,,,,
AP1408,O-005(e),"An Oysher Album   Moishe & Fraydele Oysher, Marilyn Michaels",,Michaels Records MIC 102,,x,82,,,,,,,,,,,,,
AP1409,O-005(f),The Moishe Oysher Chanukah Party,,Banner Records BAS 1023,,x,82,,,,,,,,,,,,,
AP1410,O-005(g),Moishe Oysher               The Master Singer of His People!,משה אוישער   דער מײַסטער זינגער פֿון זײַן פֿאָלק,Musique Internationale M 7388,,x,83,,,,,,,,,,,,,
AP1411,O-005(h),Moishe Oysher At His Best with Moshe Koussevitzky,פֿאָלקס לידער,Greater Recording GRC 154,,x,83,,,,,,,,,,,,,
AP1412,M-059(b),Metropolitan Klezmer/ Surprising Finds,,Rhythm Media Records,,,,Audio CD,62:47:00,Yiddish,Klezmer/Modern,,,20,,,,Gift of Robert & Molly Freedman,,x
AP1413,Z-013(a),Zamir Chorale    Lu Yehi / Mati Lazar Director,לו יהי,Windblown Music WSD 5733,,x,120,"33 1/3 rpm 12""",,Hebrew,,,,,,,,,,
AP1414,Z-014(a),Zmiros                                        In The Streets,אױף די גאַסן,Cassette Privately Issued,,,,,,,,,,,,,,,x,
AP1415,Z-014(b),Zmiros                              Cholent With Huckleberry,טשאָלענט מיט טשערניצע,Google Moogle Prod,,x,120,,,,,,,,,,,,,
AP1416,Z-014(c),Zmiros                                       Ecclectic Klezz,עיקלעטיק קלעזז,Google Moogle Prod KM 50663,,x,120,,,,,,,,,,,,,
AP1417,Z-014(d),"Carpati: 50 miles, 50 years featuring Yale Strom and Zmiros",,Global Village CD 173,,,,Audio CD,,,Folk/Film Soundtrack/Klezmer/Gypsy,"New York, NY",,25,,,1996,Gift of Robert & Molly Freedman,,x
AP1418,Z-014(e),Yale Strom & Klezzj: Wandering Jew,,Global Village CD 174,,,,Audio CD,70:00:00,,Instrumental/Gypsy,"New York, NY",,10,"Klezmer, Sephardic and Gypsy Inspired Compositons/

Klezzj was formerly ""Zmiros""",,1997,,,x
AP1419,P-038(a),Pressburger Klezmer Band [LAJV],,Akcent AT 0155-2,,,,Audio CD,57:55:00,Yiddish,Klezmer/Folk/,"Bratislava, Slovakia",,14,See Ephemera 1505,,2002,Gift of Pressburger Klezmer Band,,x
AP1420,M-032(b),Maxwell Street Klezmer Band                    Wedding Party,,Global Village C136 (Cassette),,,,Cassette,,Yiddish,,,,,,,,,x,
AP1421,M-032(c),"Maxwell St. Klezmer Band, Chicago 1994",,Cassette Privately Issued,,,,Cassette/Audio CD Copy,,,,,,10,"Tracks 2-9 from live concert, Germany (1994), Demo Tape, -
Fragments of the Songs only",local,,,x,
AP1422,M-032(d),Maxwell Street Klezmer Band           You Should Be So Lucky,,Shanachie 67006 (CD),,,,,,,,,,,,,,,,x
AP1423,M-033(a),Naomi's Chevereh                      Yiddish Is In My Genes,,3882,,x,78,,,,,,,,,,,,,
AP1424,051e,"Casman, Nellie/ Molly Dolly/ Vos Zol Ikh Ton Az Ikh Hob...",,Victor 78530,,,,78rpm 10 inch,,,,,"Track 4.  Title 1 is from ""Molly Dolly.""",,Tape 08,,,,,
AP1425,051f,"Casman, Nellie (w/orch.)/ Ikh Bin Farlibt In Mayn.../ Nellie, Tu Dos Nokh Amol",,Victor 78531,,,,78rpm 10 inch,,,,,"Track 4, 3.",,Tape 08,,,,,
AP1426,051g,"Rosenstein, Abraham/ Vu Zaynen Mayne Kinder/ Milkhome Ongemakht",,Victor 69879,,,,78rpm 10 inch,,,,,Track 1.  W/Orch.,,Tape 08,,,,,
AP1427,051h,"Schonburg, I./ Shlof Mayn Folk/ Kloglid",,Victor 67462,,,,78rpm 10 inch,,,,,"Track 1.  Title 1 is from ""Khurbn Yerushalayim.""  Title 2 is from ""Shulamith.""",,Tape 08,,,,,
AP1428,K-096(a),Fraidy Katz Sings Yiddish/ The Eternal Question/ Di Alte Kashe,פֿריידע כּ'ץ די אַלטע קשיא,KAME' Media KAM7003,,,,Audio CD,58:44:00,Yiddish,Soft Rock/Folk,"Northampton, MA",,13,,,2006,"Gift of Robert & Molly Freedman, Purchase KlezKamp 2006, Kerhunkson, NY",,x
AP1429,H-006(c),Yiddish Songs & Dances Vol 2 Jewish Folk Music from East Eur,,Bruno Hi Fi Records BR 50081,,x,52,"33 1/3 rpm 12""/Audio CD copy",,,,,,,"Concert style arrangements of folk songs and songs of literary -
origin. Recorded in the USSR. Vocals by Emil Gorovets (Listed on -
album notes as ""Horowitz"") Instrumentals by Moiseyev Dance Ensemble -
Orchestra and Folk Orchestras of Eastern Europe. Voca",local,,,,x
AP1430,H-006(d),Yiddish Songs and Dances,,Ariel International No 5003,,x,52,"33 1/3 rpm 12""/Audio CD copy",,,,,,,"Concert style arrangements of folk songs and songs of literary -
origin. Recorded in the USSR. Vocals by Emil Gorovets (Listed on -
album notes as ""Horowitz"") Instrumentals by Moiseyev Dance Ensemble -
Orchestra and Folk Orchestras of Eastern Europe. Voca",local,,,,x
AP1431,H-006(e),Jewish Music in Russia Today,,Melodiya/Celebria 27016,,x,52,"12"" Alb 33 1/3/Audio CD copy x475",,,,,,,"Concert style arrangements of folk songs and songs of literary -
origin. Vocals by various artists.                                -",,,,,
AP1432,041k,"Oppenheim, Menashe/ Vuhin Zol Ikh Geyn/ Zulayka",,Asch H-6003,,,,78rpm 10 inch,,,,,,,,,,,,
AP1433,041l,"Shilkret, Nat, and Victor Orch/ Can't Help Lovin' Dat Man/ Why Do I Love You",,Victor 21215,,,,78rpm 10 inch,,,,,"Both titles are from ""Showboat.""",,,,,,,
AP1434,041m,"Oppenheim, Menashe/ Dray Tekhter/ Reyzele",,Stinson H-6004,,,,78rpm 10 inch,,,,,W/Harry Lubin on piano. Same recording on Asch,,,,,"Gift of Adesman Family, July 2014",,
AP1435,041n,"Berg, Sam/ Hebrew Lessons/ Oyfn Pripetshik",,Zion 198-B,,,,78rpm 10 inch,,,,,,,,,,,,
AP1436,041o,"Bell, Benny/ A Mazl Tov Farn Mekhutn/ Oyfn Pripetshik",,Bell 415,,,,78rpm 10 inch,,,,,,,,,,,,
AP1437,042a,Yidisher Orkester/ Baym Rebns Sude/ Sadegurer Khosidl,,Columbia E3671,,,,78rpm 10 inch,,,,,,,Tape 07,,,,,
AP1438,S-063(a),American Jewish Art Songs             Paulina Stark,,Spectrum SR 328,,x,104,"33 1/3 rpm 12""",,Hebrew/Yiddish,Classical/Concert,,,,,local,1988,,,x
AP1439,036p,"Damari, Shoshana/ Shney Shoshanim/ Havdala",,Shoulsong D9-CB-5/11,,,,78rpm 10 inch,,,,,,,Tape 020,,,,,
AP1440,036q,"Paskel, Simon/Schreiner, E./ Dos Oyg/ Der Almekhtiker",,Emerson 13157,,,,78rpm 10 inch,,,,,,,,,,,,
AP1441,036r,"Braslau, Sophie/ Yortsayt/",,Victrola 74595,,,,78rpm 12 inch,,,,,,,,,,,,
AP1442,036s,"Yablokoff, Herman/ Papirosn/ Mayn Vayse Blum",,Sun 1050,,,,78rpm 10 inch,,,,,,,,,,,,
AP1443,036t,"Rosenshteyn, H./ Di Seder Nakht/",,United 1233,,,,78rpm 10 inch,,,,,,,,,,,,
AP1444,036u,"Abe Schwartz's Orkester/ Zorg Nit Mame ""Ni Plotsh Mama""/ In Odes, In Odes",,Columbia 8131F,,,,78rpm 10 inch,,,,,,,,,,,,
AP1445,036v,Boyberiker Kapelye/ Di Boyberiker Khasene / Teyl 1 un 2,,Columbia 8129F,,,,78rpm 10 inch,,,,,,,,,,,,
AP1446,037a,Barton Brothers/ Minnie The Flapper/ Cock-eyed Jennie,,Apollo 139,,,,78rpm 10 inch,,,,,Dup. in set.,,Tape 023,,,,,
AP1447,037b,"Levenson, Sam/ The Family Goes To Coney I./ Story Of A Bar Mitzvah Boy",,Apollo 156,,,,78rpm 10 inch,,,,,,,Tape 017,local,,,,
AP1448,037c,Barton Brothers/ Ariba/,,Apollo 169,,,,78rpm 10 inch,,,,,,,,,,,,
AP1449,037d,"Levenson, Sam/ Basic Yiddish - Lesson 1.../ Basic Yiddish - Lesson 2...",,Apollo 172 (chipped),,,,78rpm 10 inch,,,,,...Business Administration (title 1); ...Kosher Kalories (title 2).,,Tape 017,local,,,,
AP1450,037e,"Barton Brothers/ Cut, Speech -/ Pts. 1 and 2",,Apollo 180,,,,78rpm 10 inch,,,,,W/orch. Dup. in set.,,Tape 017,,,,,
AP1451,S-009(c),SHOSTAKOVITCH                                          ALMAN,,Bnai Brith Records BB001 (Cas),,,,,,,,,,,"Dimitri Shostakovitch; Song Cycle: ""From Jewish Folk Poetry"", Op. 79. -
Yiddish text. (See Freedman Catlg S-09(a) for version with -
Russian text and J-04(a) for version with German text.)

Samuel Alman; King Ahaz - Excerpts from the opera.  Recording -
m",,,,x,
AP1452,S-009(d),Musiques Juives         Chostakovitch/ Prokofiev/ Slonimiski,,Le Chante Du Monde LDX 78.808,,x,98,,,,,,,,"Recorded in the USSR. Album made in France. French translation of -
text with album notes.",,,,,
AP1453,S-009(e),Weinberg symph no 6 / Shostakovitch  from Jewish folk poetry,,Jerusalem Records SCD 8005,,,,,,,,,,,,,,,,x
AP1454,S-010(a),Tsvei Brider  Oratorio       Jacob Schaeffer / I. L. Perets,צװײ ברידער  אָראַטאָריע /   יעקבֿ  שײפֿער - י. ל. פּרץ,Tikva Records K9000/Jewish Music Alliance,,x,98,33 1/3 rpm,,Yiddish,Oratorio/Literary Origin,"New York, NY",,1,,,,,,
AP1455,H-005(c),Israeli Songs                               Hillel And Aviva,,Washington Records WLP 732,Liner notes by Ken Goldstein,x,52,"33 1/3 rpm 12""/Audio CD copy",,,,,,,,local,No Date Given,,,x
AP1456,H-006(a),Jewish Folk Songs from Russia,,Monitor MF 309,,x,52,"33 1/3 rpm 12""/Audio CD copy",,,,,,,"Concert style arrangements of folk songs and songs of literary -
origin. Recorded in the USSR. Vocals by Emil Gorovets (Listed on -
album notes as ""Horowitz"") and Anna Guzik. Translations of songs -
on album notes.",local,,,,x
AP1457,V0090,Mike Burstyn / A Yiddish Concert in Israel / Yiddisher Kontsert in Israel (Video),ייִדישער קאָנצערט אין ישראל,MRC Films Inc.,,,,Video,60:00:00,Yiddish,Concert,Israel,,12,,,1990,"Gift of Leyzer Trachtenberg, 2008",,
AP1458,V0091,Song of the Living with Dudu Fisher (Video),,Nachum Beitel,,,,Video,80:00:00,Hebrew / Yiddish,Concert,Israel,,16,,,,"Gift of Leyzer Trachtenberg, 2008",,
AP1459,G-034(a),Judeo-Spanish Romanceros /  Isabelle Ganz & The Broken Consort,,Spectrum SR 141,,x,48,"33 1/3 Alb 12""/Audio CD copy x334",,Ladino,Sephardic,"Harriman, NY",,14,,local,1981,,,
AP1460,G-035(a),Gevatron / The Israeli Kibbutz Folk Singers,,Peters PLD 2072,,x,48,"33 1/3 rpm 12""",,Hebrew,Israeli/Pioneer,Israel,,12,,local,1979,,,
AP1461,O-005(i),The Moishe Oysher Seder,,Banner Records BAS 1021,,x,83,,,,,,,,,,,,,
AP1462,O-006(a),Shalom!  Oranim Zabar         Israeli Troupe avec Geula Gill,,Mode disques MDINT 9 124,,x,83,,,,,,,,,,,,,
AP1463,O-006(b),"Oranim Zabar Israeli Troupe, Guela Gill, Around the Campfire",,Elektra Records EKL 166,,x,83,,,,,,,,,,,,,
AP1464,G-064(a),Inessa Galante            Maks Goldins: 18 Jewish Folk Songs,,Campion RRCD 1340 (CD),,,,,,,,,,,"Maks Goldins is Same as Max Goldin (Jewish Folk Songs Anthology). -
Also CD contains Rachmaninov: Romantic Songs.",,,,,x
AP1465,G-065(a),Lila Grande        A Yiddishe Mame          22 Yiddish Songs,,Ness Music Paris 496145 NS 67,,,,Audio CD,,Yiddish,Folk/Theater,"Paris,France",,22,,,,,,x
AP1466,G-066(a),Di Goldene Keyt/The Yiddish Chorale/Mir Zaynen Do Tsu Zingen,די גאָלדענע קײט         מיר זײַנען דאָ צו זינגען,Di Goldene Keyt,,,,Audio CD,,Yiddish,Literary Origin/Oratorio/Cantata,New York,,28,"Zalmen Mlotek, Music Director/ Mark Zuckerman, -
Composer-in-Residence",,1997,,,x
AP1467,G-067(a),Di Gojim (Holland)                                   Klezmer,,Syncoop MC 5750.111 (Cassette),,,,,,,,,,,For Austrian klezmer group of the same name see G-048.,,,,,x
AP1468,N-013(c),The Nisht Geferlach Klezmer Band           Klezmering Again!,,NCKB (Cassette),,,,Cassette/ Audio CD copy,,,,,,,,local,,,x,x
AP1469,I-003(b),Geshosn un Getrofn  Shoot To Hit  A Musical of the 6 Day War,געשאָסן און געטראָפֿן  סאַטירישע פֿאָרשטעלונג פֿון דער 6 טאָגיקער..,EMI POC 1007,,x,56,"33 1/3 rpm 12""/ Audio CD copy",,,,,,,"Presented by Yung Teater. Lyrics by Moshe Sakhar, Music by Jacob -
Kalusky and arrangements and orchesta conducted by Eli Kaniel.-",local,,,,x
AP1470,I-004(a),In Israel Today Vol 4  Music of the Jews from Eastern Europe,,Westminster W 9811 (12029),,,56,"33 1/3 rpm 12""",,Hebrew,Field Recording/Liturgical,Israel,,12,"Liturgic Songs and Community Concerts. Recorded in the field by -
Deben Bhattacharya.-",local,,,,
AP1471,I-004(b),Folk Songs of Israel,שירי עם ישׂראליים,CBS 64820,,x,56,"33 1/3 rpm 12""/ Audio CD copy",,,,,,,,,,,,x
