6399,In Erets,אין ארץ,,,,,,,
6400,In Fabrik,אין פֿאַבריק,Literary Origin,Labor/Factory/Sweatshop/Exploitation,Gebirtig 1 26,,Album L-025(a),In the factory,
6401,In Feld (Weiseman),אין פֿעלד  (ווײַסמאַן),Literary Origin,Children/Pastoral/Nature/Flowers/Geese,,,,,
5418,Hava Netse Bemakhol,הבה נצא בּמחוֹל,Folk/Hora/Dance/Israeli,Dance,Bugatch 69/Coopersmith NJS 133,Alb K-001(a)/Bugatch 69/Coopersmith NJS 133/Alb L-009(a),Bugatch 69/Coopersmith NJS 133,"Come, Let Us Go Out and Dance",Alb K-001(a)/Coopersmith NJS 133/Alb S-083(d)
5422,Hava Nezemera (Heb),הבה נזמרה (העברעיִש),,,,,,,
5423,Hava Nirdaka (Heb),,,,,,,,
5598,Hey Khasido,הײ חסידאָ,,,,,,,
5599,Hey Klezmorim,הײ קלעזמאָרים,Literary Origin/Folk,,,,,,
5601,Hey Yona (Hebrew),הי יונה,,,,,,,
5602,Hey! Lordy Mambo,,Novelty,Mambo/Rhythm,CD 76(a),,,,
3134,Di Malke Kumt Tsum Melekh,די מלכּה קומט צום מלך,Literary Origin/Theatre/Purim Shpil,Queen Esther/King Ahashereus/Purim,Manger Meg 36/Manger SB 67,,Manger SB 67,,Manger Wolf 48
3136,Di Mame (Monologue),,,,,,,,
3137,Di Mame Hot Mikh Geshikt,,,,,,,"See ""Di Mame Iz Gegangen""",
3138,Di Mame Iz Geforn Tsum Raykhn...,די מאַמע איז געפֿאָרן צום רײַכן פֿעטער,,,,,,,
3139,Di Mame Iz Gegangen,די מאַמע איז געגאַנגען,Folk,Mother/Daughter/Arranged Marriage/Love/Yarid/Market/,Alb R-007(g)/Alb A-044(a)/Alb B-007(b),Alb R-007(g)/Alb A-044(a)/Alb C-035(e)/Alb P-019(c)/Alb R-005(a)/Alb K-030(d)/,Rub Treas 54/Kremer 16,TransLit also on Alb P-038(d),Alb R-007(f)3/Alb K-005(a)/Alb R-007(g)/Alb K-030(d)/Alb A-044(a)/Alb B-007(b)
3141,Di Mame Iz Gegangen (Medley),די מאַמע איז געגאַנגען (מעדלי),,,,,,,
5825,Hora Khasidit (Instr),,,,,,,,
5826,Hora Kineret (Heb),הורה כּנרת (עבֿרית),,,,,,,
5827,Hora Legato (Instr),,,,,,,,
5828,Hora Lo Nivhalnu (Heb),,,,,,,,
5829,Hora Lui Damian (Damian's Hora),,,,,,,,
5830,"Hora Lui Visan (Medley, Instr)",,,,,,,,
5831,Hora Mamtera,הורה ממטרה,Israeli/Hora/Dance,Sprinkler,Netzer 132,Netzer 132,Netzer 132,,
1850,Beygelekh,בײגעלעך,Folk/Lament,Bagels/Rolls/Street Vendor/Occupation/Poverty,Alb G-035(b)/Alb B-007(c)/Moskow SM 61,Alb K-007(b)/Alb B-007(c)/Moskow SM 61,Moskow SM 61,,Alb B-007(c)/
1853,"Bublitshki, Medley","בובלישקי, מעדלי",,,,,,,
1858,Beygelekh (Liptzin),בײגעלעך (ליפּצין),,,,,,,
1860,Beygelekh Twist (Salty Bublitshki),בײגעלעך טװיסט (איסטר),,,,,,,
1885,Bialistok Mayn Heym,ביאַליסטאָק מײן הײם,Memory/Place,Bialistok/Hope,,,,,
1886,Bialyistoker Geselekh,ביאַליסטאָקער געסעלעך,,,,,,,
1887,Biblical Cities,,,,,,,,
1888,Bidikus Khomets (Voyler Velvl),בּדיקת חמץ (ווױלער װעלװעל),,,,,,,
1889,Bidikus Khomets,בּדיקת חמץ,,,,,,,
1890,"Big And Little, (Kleyn Un...)",קלײן און גרױס,,,,,,,
1891,Big Bomb Dolly,,Literary Origin/Sea Shanty,,,,,,
1892,Big Bread,,,,,,,,
1893,Big Head,,,,,,,,
1894,Big Train (Yoshke Fort Avek),יאָשקע פֿאָרט אַװעק,,,,,,,
1895,Biglal Oves,בּגלל אבוֹת,,,,,,,
1896,Bihari Folk Dance,,,,,,,,
1897,Bikel Family nign,,,,,,,,
1898,"Bikel, Theodore",,,,,,,,
1899,"Bikel, Theodore (Lecture Intro)",,,,,,,,
1900,Biklibida (Jewelry),,,,,,,,
1901,Bikur Khoylim,בּיקור חולים,,,,,,,
1902,Bilbul Hamushgim,בלבול המושגים,,,,,,,
1903,Bill Bailey,ביל בײלי,,,,,,,
1905,Bill Bailey-The Ultimate Sectarian,,,,,,,,
1906,Billet Doux,,,,,,,,
1907,Billy Boy,,,,,,,,
1908,Bilvavi,בּלבבי,,,,,,,
1910,Bim Bom (Fuchs),בים באָם (פֿוקס),,,,,,,
1911,Bim Bom (nign),בים באָם (ניגון),,,,,,,
1912,Bim Bom (Tayere Malke),בים באָם (טײַערע מלכּה),,,,,,,
1913,Bim Bom Bell Song,,,,,,,,
2923,Der Tsug Tel-Aviv - Bar-Sheva,דער צוג תּל־אבֿיבֿ - בּאר־שבֿה,,,,,,,
2924,Der Tsurikgeshrigener,דער צוריקגעשריגענער,,,,,,,
2925,Der Turist,דער טוריסט,,,,,,,
2926,Der Turkisher Bulgar Tants,דער טורקישער בולגאַר טאַנץ,,,,,,,
2927,Der Twistin' Sher (Der Nayer Sher),דער נײַער שער,,,,,,,
2928,Der Unkum Keyn Aushvits,דער אונקום קײן אױשװיץ,,,,,,,
2929,Der Vals,דער װאַלס,,,,,,,
2930,"Der Vals (Tents, Lutski)","דער װאַלס (טענץ, לוצקי)",,,,,,,
2931,Der Vaser Treger,דער װאַסער טרעגער,Lament,Poverty/Food/Children/Faith/Depravation/Learning,,Sheet Music 1259,Sheet Music 1250,The Water Carrier,Sheet Music 1259
2933,"Der Vekhter (Slushay, Ver Iz Do?)","דער װעכטער (סלושײַ, װער איז דאָ?)",,,,,,,
2934,Der Vekhter Fun Yisroel,דער װעכטער פֿון ישׂראל,Literary Origin/Zionist,Children/Guard,,,,,
2935,Der Vint Un Mayn Kapaliush,דער װינט און מײַן קאַפּאַליוש,Literary Origin,,,,,The Wind and My Hat,
2936,Der Vinter Iz Gekumen,דער װינטער איז געקומען,Dhildren's Song,Winter/Snow,Alb G-017(a)/Alb B-004(c),Alb B-004(c)/Alb G-017(a),Goykh 101,,Alb G-017(a)/Alb B-004(c)
2937,Der Vinter Vil Hinweichen,,,,,,,,
2938,Der Yeger (Milner),דער יעגער (מילנער),Literary Origin/Humorous,Hunter/Fear/Child/Imagination,Yivker 32,Alb L-004(a),,,Alb L-004(a)/Ephemera 628/Alb C-044(a)
2939,Der Yemenite Tants,דער יעמענײט טאַנץ,Instrumental/Klezmer,,,,,,
698,Aheym Aheym (Meyorovits),אהײם אהײם (מײעראָװיץ),Theater/Zionist,Equality/Land,,,,"See ""Heskes"" sheet music catlg #824",
699,Briderlakh Aheym (Wohl),ברידערלאַך אַהײם (וואָל),Theater/Zionist,Homeward/Return/Equality,,,,"From drama titled ""Eyn Nakht Fun Libe"" See Heskes catlg entry # 823",
700,Aheym Tsurik,,,,,,,,
701,Ahin Ahin,אַהין אַהין,,,,,,"See ""Tsi Vayst Ir Dos Land""",
6377,In Der Finster (Levin),אין דער פֿינסטער (לעװין),Love/Literary Origin/Passion,Love/Darkness/Passion,Bugatch 119/Alb B-012(t)/ML SOG 56/Levin L WM 174,ML SOG 56/Alb B-012(t)/Alb N-020(a)/Bugatch 119/Levin L WM 174,Levin L WM 174,In The Darkness,Alb N-020(a)/Levin L WM 174
2456,Dabri Shir,דבי שיר,,,,,,,
2457,Daf Yomi Shiur,,,,,,,,
2458,Dahla Ayunik (By Your Eyes),,,,,,,,
2459,"Dajcovo, Plevensko",,,,,,,,
389,A Policeman's Lot (Yid),װען דער גנבֿ האַנדעלט ניט,,,,,,,
390,A Polit,אַ פּאָליט,Literary Origin,Refugee/Wanderer/Faith,Weiner Ln 37,Weiner Ln 37,Weiner Ln 128,,
391,A Porfolk Mit A Hintl,אַ פּאָרפֿאָלק מיט אַ הינטל,,,,,,,
392,A Private Zhok,,,,,,,,
393,A Psalm A Song Of Hope (Reefer..),מזמוֹר שיר לעהאַנעף,,,,,,,
1811,Beserabian Tants,בעסעראַביאַן טאַנץ,,,,,,,
1812,Beserabian Zhok Hangi Tants,בעסעראַביאַן זהאָק האַנגי טאַנצ,,,,,,,
1317,Avu Bistu Geven (In Droysn Iz...),אַװוּ ביסטו געװען (אין דרױסן איז..),,,,,,,
1318,Avu Bistu Geven (Tokhter Mayne..),אַװוּ ביסטו געװען (טאָכטער מײַנע..),,,,,,,
1319,Away You Go,,Instrumental,,,,,,
1320,Axerica De Quinze Anos,,,,,,,,
1321,Ay Ay Ay (Nign),אײַ אײַ אײַ  (ניגון),Nigun/Doyne,,,,,Is Merlin Shepherd the composer?,
1322,Ay Ay Ay (Sterner Choir),אײַ אײַ אײַ (שטערנער כאָר),,,,,,,
1323,Ay Ay Der Rebe Geyt,אײַ אַײַ דער רבּי גײט,,,,,,,
1324,Ay Ay Hora,אײַ אײַ האָרע,Klezmer/NigunFreylekhs/Theater,,,,,,
1326,Ay Da Bim Bom,אי דה בּים בּום,,,,,,,
1327,Ay Day Yababay,אײַ דײַ יאַבאַבײַ,Theater/Pop/klezmer,Love/Wife/Mother-In-Law/Victory/Joy,,,,,
1328,Ay Di Day Da,אײַ די דײַ דאַ,,,,,,,
1329,Ay Digiday Polka,אײַ דיגידײַ פּאָלקע,,,,,,,
1330,Ay Hot Er Mikh Baredt,אײַ האָט ער מיך באַרעדט,,,,,,,
1332,Ay Li Lu Li,אײַ לי לו לי,Lullaby/Folk,Sleep/Health/Learning/Hopes/Pride/Envy/Bride/Sage,Alb L-044(d),Alb P-001(a),,,Alb P-001(a)/Alb L-044(d)
1333,Ay Liluli Shlof,אײַ לילולי שלאָף,Lullaby/Folk,Sleep/Health/Learning/Hopes,Brounoff 8,,Brounoff 8,,Brounoff 8
1334,Ay Lu Lu (Shevakh),אײַ לו לו (שבח),Concert/Literery Origin/Lullaby,Child/Lullaby/Joy/Eyes/Sparkle/Dreams,,,,,
1335,Ay Lu Lu Lu Shlof Mayn Gedule,אײַ לו לו לו לו שלאָף מײַן גדולה,Lullaby/Folk,,,,,,
1337,Ay Te Tsi Nye Te (Ukrainian),,,,,,,,
1338,Ay Vay Irene (Good Night Irene),אײַ װײַ אײרין (ייִדיש),,,,,,,
6245,Ikh Un Di Velt (Belarsky),איך און די װעלט (בעלאַרסקי),Literary Origin,Suffering/Comfort/Compassion,Belarsky 225/Alb B-012(t)/Bogdanski 1 74/Rauch 27/Levin L 41/Sh,ALB L-051(a)/Belarsky 225/Alb B-012(t)/Bogdanski 1 4/Rauch 25/Levin L 41,Belarsky 068,I and the World,Alb L-051(a)/Rauch 25/Sh Sh 110
6246,Ikh Vart Oyf Dir (Cash),איך װאַרט אױף דיר (קאַש),Theater/Love,,,,,,
6247,Ikh Vart Oyf Mayn Kind,איך װאַרט אױף מײַן קינד,,,,,,,
6248,Ikh Vel Dikh Keynmol Nisht Farbaytn,איך װעל דיך קײנמאָל נישט פֿאַרבײַטן,Theater/Love,Fidelity,,Alb B-095(a),,,Alb B-095(a)
6249,Ikh Vel Dikh Nit Oyfvekn,איך װעל דיך ניט אױפֿװעקן,,,,,,,
6250,Ikh Vel Eybik Dikh Gedenken,איך װעל אײביק דיך געדענקען,Theater/Love,Romance/Memory/,,,,"From the play "" Wish Me Luck"" by Isadore Friedman and Israel Rosenberg",
6251,Ikh Vel Keynmol Nish Fargesn,איך װעל קײנמאָל נישט פֿאַרגעםן,,,,,,,
6252,Ikh Vel Kumen,איך װעל קאָמען,,,,,,,
6253,Ikh Vel Kumen Tsu Dir,איך װעל קומען צו דיר,,,,,,,
6254,Ikh Vel Nisht Shvaygn,איך װעל נישט שװײַגן,Theater,Protest/Silence,,,,,
6255,Ikh Vel Vartn,איך װעל ױאָרטן,,,,,,,
6256,Ikh Vel Vartn Oyf Dir,איך װעל װאַרטן אױף דיר,Theater/love/Lament,Rejection/Return/Patience/Desire/Years/Loss,SM 515,SM 515,SM 515,,
6402,In Geto (Lemm),אין געטאָ (לעם),Holocaust/Folk Poet/Lament,Terror/Hunger,Gebir ML 114/Gebir Lemm 255,Alb L-025(a)/CD K-059(b)/Alb G-022(b),Gebir Lemm 255/Alb L-025(a),,Gebir SIMC 146/CD K-059(b)/Alb G-022(b)
6403,In Geto S'iz Du A Shteyger,אין געטאָ ס'איז דו אַ שטײגער,Holocaust/Folk Poet,Influence/Lodz/Ghetto/Corruption/Food/Bayrat,,Flam B 73,Flam B 73,,Flam B 73
6404,In Hartsn Mit Varshe (Varshe),אין האַרצן מיט װאַרשע (װאַרשע),,,,,,,
6405,In Himl Shvimt A Volkndl,אַין הימל שװימט אַ װאָלקנדל,Children,Cloud/Rain/Wheat/Mill/Goat/Boy/Girl,,Alb C-042(b)Alb L-044(d),,In the Sky a Cloud is Swimming,Alb C-042(b)Alb L-044(d)
6406,In Hundert Yor Arum,אין הונדערט יאָר אַרום,Theater/Novelty,Future/Utopia/Travel/Health/Prices/Children/Peace,SM Shipper Rosenthal Box 17,Ephemra 1635/SM Shipper Rosenthal Box 17,SM Shipper Rosenthal Box 17,100 Years From Now,Ephemra 1635
6407,"In Jerusalem (Exodus, Instr)",,,,,,,,
5117,Habeyt Mishomayim,הבּט משמים,Prophet/Biblical/Isaiah 63:15,Heavens/View/Distance/Compassion/Isaiah 63:15,Tanakh v.2 1102,,,,Torah v.2 1102
5118,Habeyt Mishomayim Urey,הבּט משמים וראה,Lament/Holocaust,Scorn/Victims/Help/God/Helplessness/Listen/Protection,ML SOG 279,ML SOG 279/Alb I-013(a),,,ML SOG 280/Alb I-013(a)
5122,Habia De Ser Una Muchacha (Ladino),,,,,,,,
5123,Habibi,,Israeli,Friends/Time/Passages,,,,"""My Dear Friend""",Alb S-083(d)
5124,Habibi (Instr),,,,,,,,
5125,Habibi (Nign),,,,,,,,
5126,Haderekh L'eylat (Hefer),הדרך לאילת (העפֿער),Israeli/Place,South/Eilat/Road/Bersheva,Alb L-001(a)/Alb S-033(a)/,Alb L-001(a)/Alb S-033(a)/Alb S-005(a)/Alb H-002(c),,Tte Road To Elyat,Alb S-005(a)
5128,Haderekh Le'eilat (Mohar),הדרך לאילת (מאָהאַר),,,,,,,
1926,Bin Ikh Take Sheyn,בין איך טאַקע שײן,Literary Origin/Pop,Appearance/Friends/Opinion/Attractiveness,,,,I'm Really Pretty,
1927,Binarenu Ovizkenenu,בּנעריני ובזקנינו,Zionist/ Hymn / March,,,,,,
1928,Bintel Brif (Excerpts),,,,,,,,
1929,Bipity Bopity Boo (Parody),,,,,,,,
1930,Bird,,,,,,,,
1931,Bird's Chorus (Foygl Kontsert),פֿױגל קאָנצערט (מקהלה עליזה),,,,,,,
1932,Birdies Through My Window,,,,,,,,
1933,Birdsong,,Holocaust/Place,Terezin/Bird/Confinement/Nature/Beauty/Memory,Alb B-033(a)/I Never 54/Alb D-008(d),,,Author Anonymous,
1934,Biri Bim Bom (nign),בירי בים באָם (ניגון),,,,,,,
1935,Biri Biri Bom,בירי בירי באָם,,,,,,,
1936,Brokhe Hallel,,,,,,,"See ""Hallel Blessing (Gold)""
also ""Hallel Blessing (Alter)"", ""Hallel Blessing (Solomon)"", Hallel Blessing (Miron)""",
1937,Birkat Hanerot & Amen,בּרכּת הנורות ואמן,,,,,,,
1938,Birkat Kohanim,בּרכּת כּהנים,Religious/Blessing/Biblical/Numbers/Bamidbar,Peace/Numbers 06:24/Bamibar 06:24,Cardozo 97,Alb C-023(d)/Alb S-075(a)/Alb Z-020(a),"Cardozo 97, 98","May the Lord bless you and keep you, And make his face shine upon you and show favor, And give you peace./Priestly Benediction/published under title in Cardozo ""Duchan""",Alb Z-020(a)/Alb G-056(a)/Alb M-019(a)/Alb M-030(a)/Alb S-075(a)/Alb P-002
1941,Birkhat Hakhodesh,,,,,,,,
1942,Birkhat Hamazan,בּרכּת המזוֹן,,,,,,,
1944,Birkhat Hamazan (Shir Hamaalos),בּרכּת המזוֹן,,,,,,,
1945,Birkhat Hamazan Khanike,בּרכּת המזוֹן חנוכּה,,,,,,,
1947,Birobidzhan (Trad),ביראָבידזשאַן (טראַד),,,,,,,
1949,Birthday Of The Trees,,,,,,,,
1950,Bisdot Bet Lekhem,בּשׂדות בּית לחם (עבֿרית),,,,,,,
1951,Bishivo Shel Maalo,,Religious/Liturgy,,,,,,
1952,Bist Du Umgerikhte Dershaynung,ביסט דו אומגעריכטע דערשײַנונג,,,,,,,
7436,Kinder Yorn (Manger),קינדער יאָרן (מאַנגער),Literary Origin,Childhood/Memory/Folk Sayings/Place/Verbezh/,Manger 437/Levin L  39/Alb L-066(b),CD B-012(t)/Alb L-066(b),Levin L 39,,Levin L 39l/CD B-012(t)/Alb L-066(b)
7437,Kinderlekh Kleyninke,קינדערלעך קליינינקע,Holocaust/Lament,Children/Mothers,Vinkov 4 108,Alb Z-010(g)/Alb G-006(b)/Vinkov 4 108/L-038(b),Vinkov 4 108,Little Children,Alb Z- 010(g)/Alb G-006(b)/Vinkov 4 108/Alb L-038(b)
5841,Hora Mit Tsibeles,האָראַ מיט ציבעלעס,Klezmer/Instumental/Romanian Hora,,,,Comp Klez 48,,
5842,Hora Monzingo (Instr),רומײנישע בולגאַריש (אינסטר),,,,,,,
5843,Hora Nahahal (Heb),הורה נהלל (שיר המשתמט),,,,,,,
5844,Lullaby (Shostokovitch),,Classical,Child/Father/Sleep,,,,From Jewish Folk Poetry Op 79,
5845,Hora Nirkoda (Instr),,,,,,,,
5846,Hora Nitsukhon (Yid),הורה ניצחון (ייִדיש),,,,,,,
5847,"Hora No 3 (Hava Nagila, Instr)","האָרע נומער 3 (הבה נגילה, אינסטר)",,,,,,,
5848,Hora Nova (Instr),האָראַ נאָװע (אינסטר),,,,,,,
3862,El Mole Rakhamin (Mayrent),אל מלא רחמים (מיירענט),,,,,,,
3863,El Nora Eylilo,אל נורא עלילה,Religious/Yom Kippur,God/Pardon/Forgivness/Rescue/Favor/Grace/Plea,Alb F-031(a)/Cardozo 75,,Cardozo 75,Prayer precedes Neilah,Alb F-031(a)/Cardozo 75
3864,"El Rabeynu (To The Rabbi, Heb)",אל רבּיניו,,,,,,,
3865,El Rey De Francia Tres Hijas Tenia,,,,,,,,
3866,El Rey Que Muncho Madruga (Ladino),,,,,,,,
3867,"El Toreadore (Eng, Yid, Parody)",,,,,,,,
3868,El Toro (Instr),,,,,,,,
3869,El Trineo (Rumanian),,,,,,,,
3870,El Ya (Heb),אל יה (עבֿרית),,,,,,,
3871,El Yisrael,,,,,,,,
3872,El Yivne Hagalil,אל יבנה הגליל,Israeli/Pioneer/Place,Self Reliance/Build/Galili,Goldfarb 2 39/ Sheet Music 1267,Goldfarb 2 39/ Sheet Music 1267,Goldfarb 2 39/ Sheet Music 1267,Who Will Build The Galili ?,
3873,Ele Bele,עלע בעלע,Folk/Humor/Literary Origin,Riches/Poverty/Values/Family/Insult/,Seculetz 117/Alb B-024(a)/Vinkov 3 227/CD G-070(a)/Alb L-066(b),Alb D-004(k)/Vinkov 3 227/CD G-070(a)/Alb L-066(b),,"""Ele Bele"" - an insulting folk expression -song expresses defiance to poverty",CD G-070(a)/Alb L-066(b)
5553,Hercovits Hora And Sirba,הערסקאָװיץ באָראַ און סירבאַ,Klezmer/Instrumental,,,,,,
5554,Here And There - At The Same Time,,,,,,,,
5555,Here Is The Bride (Eng),,,,,,,,
5556,Here's A First Rate Opportunity,ס'איז אַ גאָלדענע געלעגענהײט,,,,,,,
5558,Heritage Overture,,,,,,,,
5559,"Heritage, Part 1, In The Beginning",,,,,,,,
5560,"Heritage, Part 2",,,,,,,,
5561,"Heritage, Part 2, Living Legacy",,,,,,,,
5562,Hermendels Kokh-A-Leyn (Parody),,Novelty/Dialect/Parody,,,,,,
2347,Cili's Kale Bazingns,סיליס כּלת באַזינגנס,,,,,,,
2348,Cintec De Dragoste (Song Of Love),,,,,,,,
2349,Ciocirella (The Lark),,,,,,,,
1953,"Bist Geshen, Bist Gevorn","ביסט געשען, ביסט געװאָרן,",Literary Origin/Spoken Word,,,,,"You Were, You Happened",
1954,Bist Mayn Kroyn,ביסט מײַן קרױן,,,,,,,
1955,Bist Mayn Velt,ביסט מײַן װעלט,,,,,,,
1956,Bist Mir Mazldik Rukhele,ביסט מיר מזלדיק רחלעלע,Theater,,,,,,
2135,Bronfn,בראָנפֿן,Folk/Humor/Translation,Whiskey/Drinking,Alb S-015(a),Alb S-015(a),,,
2136,"21,000 Doctors",,Humorous/Skit,Children/Doctors/Accountants/Occupation,,,,"Excerpt from ""2013 Year Old Man"" [See Alb 103(a)]",
2137,Finf Sent,פֿינף סענט,Theater,,,,,,
2138,Brother Can You Spare A Dime,,,Depression,,,,,
2140,Brothers All,אַלע ברידער,,,,,,"See ""Ale Brider""",
2141,Brownie's Khasene,,,,,,,,
2142,Broyges (Rosenblum),ברוגז,Literary Origin/Holocaust,Levy Yitskhok/Anger/God/Silence/Quarrel,Manger 459 (Lid Un Balade)/Alb F-024(a),,,,Manger Wolf 105 (World According to Manger)
2143,Broyges Tants (Hober Un Korn),ברוגז טאַנץ (האָבער און קאָרן),,,,,,,
423,A Shidukh Fun Himl,אַ שידוך פֿון הימל,,,,,,,
424,A Shmues Mit Dem Reboynu Shel Olam,אַ שמועס מיט דעם רבּונו של עולם,Spoken Word/Monologue/Humorous,Israel/Complaints/Constancy/Sorrows/Poverty/Sins,,,,A Coversation With The Master of the Universe,
425,A Shmues Mit Sholom Aleichem,אַ שמועס מיט שלום עליכם,Humor/Spoken Word,Menakhem Mendl/Shlimazl/Moses/Menakhem Begin/Plagues/Israel,,,,,
426,A Sho In Gan Eydn (Medley),אַ שעה אין גן עדן (מעדלי),,,,,,,
427,A Shod Dayne Trern,אַ שאָד דײַנע טרערן,Literary Origin/Theater/Tango,Tears/Hurt/Love/Fate/Consolation/Sorrow/Solitude/Hope,,Alb T-028(b),,"A Pity Your Tears
Karsten Troyke credits Ben Tsion Witler as author and composer",CD K-075(b)/Alb T-028(b)
428,A Shpanishe Parodia,אַ שפּאַנישע פּאַראָדיאַ,,,,,,,
429,A Shpil Aza,אַ שפּיל אַזאַ,Children,Play/Music,Alb O-001(c),Alb O-001(c),GRN IZ 63,,Alb O-001(c)
430,A Shtetl Khasene,אַ שטעטל חתונה,,,,,,,
431,A Shtikl Papir (Gelbart),אַ שטיקל פּאַפּיר  (געלבאַרט),Literary Origin/,Rejection/Indifference/Coldness/Letter,Belarsky 1 223/Gel Yovl 36,Belarsky 1 223/Gel Yovl 36,Gel Yovl 36,A small piece of Paper,Alb C-044(a)HG TYP 118/Alb T-015(a)/Alb C-044(a)
432,A Shtiler Nign -Eysh Khaya Khosid,אַ שטילער ניגון -איש חסיד היה ניגון,,,,,,,
433,A Shvarts Tsayml Far A Vays Ferdl (I),אַ שװאַרץ צײַמל פֿאַר אַ װײס פֿערדל,,,,,,,
434,"A Silly King,",,,,,,,,
435,A Simkhe (Salomon Klezmorim),אַ שׂמחה,,,,,,,
436,A Slow Walk,,,,,,,,
437,A Snowy Road,,,,,,,,
438,A Song For Lot,,,,,,,,
439,A Song For You Jerusalem,,,,,,,,
440,A Soulcake,,,,,,,,
441,A Spodik,אַ ספּאָדיק,,,,,,,
442,A String OF Yarns,,,,,,,,
443,A Sudenyu,אַ סועדהניו,Folk/Messiah/Meshiekh/Khasidic,Feast/Messiah/Meshiekh/Food/Great Ox/Leviathan/Torah/Dance/,Alb B-007(b)/Vinkov 3106)/ML PYS 170/,ML PYS 170/Alb A-036(a)/Alb B-007(b)/Vinkov 3106/Alb R-034(k),ML PYS 170/Vinkov 3 106,,ML PYS 170/Vinkov 3106/Alb A-036(a)/Alb B-07(b)/Alb R-/034(k)/Alb V0310
447,A Sukeh,אַ סוכּה,Holiday/Sukos,Suke/Construction/Greens,ML YT 15,ML YT 15,ML YT 15,"Not to be confused with ""A Suke A Kleyne""",ML YT 15
448,A Sukeh A Kleyne,אַ סוכּה אַ קלײנע,Folk/Literary Origin/Holiday,Suke/Sukkos/Frailty,Raisen 94/ML YT 17/Alb G-017(a),ML YT 17/Alb G-017(a),ML YT 17,"Published under title ""In Suke""",Ml YT 17/Alb G-017(a)
449,A Tale Of Khelm,,,,,,,,
450,A Tamganeydndiker Nign,אַ טעמגנענעגיקער ניגון,,,,,,,
451,A Tate Mame,אַ טאַטע מאַמע,,,,,,,
5394,A Tayne Tsu Got,אַ תענה צו גאָט,Lament/Protest,Poverty/Tailor,,,,,
525,A Yidishe Khasene (Fefer),אַ ייִדישע חתונה,Literary Origin,Wedding/Celebration/Gifts,Belarsky 251/Alb D-004(d)/Alb G-018(c)/Alb N-026(a)/Ephemera 1520 p 48,Belarsky 251/Alb D-004(d)/Alb N-026(a)Alb B-095(b)/Ephemera 1520 p 48,Belarsky 174/Ephemera 1520 p,"A Jewish Wedding
Org, Translit & Translt on Alb B-211(a)
Ephemera 1458 See 2012 program for translat and trqqnslit. Alb V0290-- What's Not To Like -- 2012",Alb G-018(c)/Alb C-044(a)Alb B-095(b)/Ephemera 1520 p 48
526,A Yidishe Khasene (Eynshteyn),אַ ייִדישער חתונה (אײנשטײן),,,,,,,
5424,Hava Shoshanim (Instr),,,,,,,,
5425,Havdola,הבדלה,,,,,,,
5426,Havdola Blessings,בּרכות להבדלה,,,,,,"See ""Havdola""",
1547,Barekh Aleynu,בּרך עלינו (עבֿרית),,,,,,,
1548,Barikadn,באַריקאַדן,Folk/Revolutionary,Strike/Family/Barricades/,Vinkov 4 13/Alb B-086(a),Vinkov 4 13/Alb B-086(a)/Alb K-051(f),Vinkov 4 13,K-051(f) attributes text and music to Kaczerginski. B-096(a) attributes text to Kaczerginski. Vinkov shows neither.,Vinkov 4 13/Alb B-086(a)/Alb K-051(f)
1549,Barkhu (Avodath Hakodesh),בּרכוּ (עבודת הקודש),,,,,,,
1550,Barkhu,בּרכוּ,,,,,,,
864,Aleyn Oyf Der Velt,אַלײן אױף דיר װעלט,,,,,,,
865,Aleynu,עלינוּ,Religious/Prayer,Supplication,,,,,
866,Ali Ali (Halikha Lekesariya),אלי אלי (הליכה לקיסריה),,,,,,,
867,"Ali Ha'esh (Heb, Rise O Flame)",,,,,,,,
868,Ali V'er,אלי באר,,,,,,Arise O Well,
869,Alice Blue Gown (Yid),קלײדעלע פֿון הימל בלױ,Pop/Adapatation,,,,,,
870,All Call (Yid),,,,,,,,
871,All Has Passsed Away (Yid),,,,,,,,
872,All In The Family (Eng),,,,,,,,
7141,Khanike Khag Yafe,חנוכּה חג יפה,,,,,,,
8043,Les Cerises (French),,,,,,,,
6734,"Job 12:07 (Eng, But Ask Now The..)",יױה יב (ענגליש),,,,,,,
9592,Naftules Doyne (Doyne Naftule),"דױנע נפֿתּלי (דױנע מפֿתּלי, אינסטר)",,,,,,,
9593,Naftules Freylekh,נפֿתּליס פֿריילעך,Klezmer/Instrumental/Freylekh,,,,,,
9594,"Naftules Freylekh (Instr, Medley)",,,,,,,,
9596,Naftules Nign,נפֿתּליס ניגון,Instrumental/Klezmer,,,,,Naftule's Melody,
9597,Naftuli Shpilt (Instr),נפֿתּולי שפּילט,,,,,,,
9598,Nagen Bakinor (Heb),נגן בּכּנור,,,,,,,
9599,Nageyn Li Yarden (Heb),נגן לי ירדן,,,,,,,
9600,Nagnu Bekol (Heb),,,,,,,,
9601,Nahandove (French),,,,,,,,
9602,Naïve Fathers (Ovos Tamimim),אבות תמימים (אינסטר),Instrumental,,,,,,
9604,Nakhamu Nakhamu Ami (Yid),נחמו נחמו עמי (ייִדיש),,,,,,,
9605,Nakhes (Yid),נחת (ייִדיש),,,,,,,
9606,Nakhes Fun Eyniklekh,נחת פֿון אײַניקלעך,,,,,,,
9607,Nakhes Fun Kinder,נחת פֿון קינדער,Theatre,Parents/Joy/Mariage/Celebration,,,,,
