6,5
1280,1280
SMID,TITLEID
SM292,19696
SM293,19697
SM294,19698
SM295,19708
SM296,7178
SM630,20408
SM631,20409
SM632,20410
SM771,20673
SM945,8251
SM946,22647
SM947,10431
SM948,22648
SM949,1198
SM950,22649
SM951,14075
SM952,12766
SM953,7996
SM954,1355
SM118,15169
SM510,20255
SM397,9179
SM398,365
SM400,20050
SM401,20073
SM403,20051
SM607,20371
SM608,20378
SM609,17761
SM610,20372
SM1086,919
SM1087,5402
SM1088,14397
SM1089,4178
SM1090,2522
SM1091,1079
SM1092,11673
SM1093,19584
SM1094,17703
SM908,7506
SM909,22501
SM44,19351
SM45,19352
SM81,17125
SM274,7803
SM275,19673
SM131,19332
SM817,19401
SM818,20777
SM1322,4295
SM1343,21261
SM1344,564
SM1345,8124
SM1346,8251
SM1347,15891
SM1348,27112
SM1349,8968
SM1350,11878
SM1351,11367
SM1353,11253
SM1354,26063
SM1355,23924
SM1357,14044
SM1358,14132
SM1359,20371
SM1360,14665
SM1361,14843
SM1362,19749
SM1363,5547
SM1365,15883
SM1366,10410
SM1367,26904
SM1368,28098
SM910,8697
SM901,15949
SM712,20520
SM713,10851
SM714,13905
SM715,4528
SM77,15875
SM78,6433
SM79,14797
SM642,4057
SM812,20660
SM813,1382
SM816,20630
SM856,21253
SM858,21255
SM859,21256
SM860,21322
SM1133,23323
SM876,21412
SM877,21415
SM878,11758
SM643,20431
SM644,6414
SM645,6505
SM646,20425
SM647,20426
SM663,20459
SM664,19316
SM665,20460
SM666,11920
SM700,6406
SM511,20257
SM512,20258
SM513,20259
SM514,20260
SM515,20261
SM516,6250
SM517,6267
SM2,19255
SM41,3065
SM42,19349
SM43,19350
SM920,10026
SM921,22641
SM922,9135
SM923,4435
SM924,22642
SM925,1882
SM926,22643
SM927,919
SM928,5402
SM929,14397
SM930,4178
SM931,2522
SM933,1079
SM934,11673
SM935,19584
SM936,17703
SM937,7675
SM938,4746
SM939,3939
SM940,9132
SM941,9126
SM880,574
SM881,21461
SM882,12530
SM883,21825
SM884,4159
SM885,6408
SM886,22226
SM887,22224
SM888,22225
SM889,8338
SM892,15716
SM893,22416
SM917,9126
SM942,15349
SM943,15573
SM944,12185
SM1480,10410
SM1481,12276
SM1482,9555
SM1483,24290
SM1485,29349
SM1487,25213
SM1488,16900
SM1489,20260
SM1490,5579
SM918,22638
SM919,7143
SM198,4435
SM199,19521
SM200,19522
SM201,19523
SM202,11925
SM301,19711
SM302,7350
SM304,19749
SM305,11211
SM306,19746
SM307,3566
SM92,19387
SM98,862
SM99,5894
SM100,14787
SM101,19391
SM102,17103
SM103,12093
SM104,19392
SM105,19394
SM6,19258
SM7,25799
SM76,14293
SM1369,28110
SM1371,28121
SM1372,5886
SM1341,9190
SM1373,25082
SM1374,28362
SM1375,28363
SM15,19325
SM627,29
SM701,20504
SM702,17449
SM704,16940
SM705,11252
SM706,20514
SM290,15185
SM633,19518
SM634,15890
SM1266,26076
SM1267,26077
SM1308,6275
SM1309,8228
SM1310,7549
SM1311,27849
SM1312,14812
SM1313,27850
SM1314,27876
SM1293,2993
SM1294,26151
SM1295,2931
SM1296,26153
SM1297,17153
SM1298,11687
SM1301,27561
SM1302,27800
SM522,1514
SM177,376
SM178,19468
SM457,2692
SM389,17111
SM411,318
SM412,17188
SM33,19342
SM34,19343
SM534,20290
SM119,4066
SM120,19422
SM121,15891
SM122,10429
SM123,9029
SM124,1664
SM125,19403
SM373,8793
SM636,20416
SM637,20417
SM246,19578
SM259,4253
SM260,19653
SM262,19654
SM269,19657
SM271,3107
SM265,19655
SM159,19451
SM160,18061
SM161,19452
SM162,19453
SM163,19454
SM164,19456
SM698,4911
SM444,20161
SM446,3660
SM447,3663
SM1268,26126
SM1269,26139
SM1270,26193
SM1272,26194
SM1273,26195
SM1274,26198
SM1275,26383
SM1276,26384
SM1277,26385
SM1278,6433
SM1279,26143
SM126,19404
SM247,19592
SM518,6262
SM509,20254
SM387,9226
SM584,20349
SM577,20340
SM578,20342
SM579,20343
SM580,15902
SM222,19580
SM224,19540
SM225,14431
SM1251,7549
SM216,19538
SM217,19539
SM218,17651
SM678,24738
SM791,20643
SM792,20644
SM793,20645
SM794,15739
SM390,20047
SM391,8112
SM392,20042
SM393,20043
SM433,20128
SM434,80
SM83,14789
SM171,19463
SM172,19464
SM173,19465
SM902,14640
SM903,20775
SM904,17631
SM905,22467
SM906,22469
SM1180,5402
SM1181,17155
SM1182,13918
SM1184,24781
SM1185,1005
SM1186,15208
SM1187,9359
SM1188,24782
SM448,2534
SM449,20272
SM451,12518
SM530,20287
SM531,20288
SM533,1742
SM500,20249
SM890,22290
SM409,9480
SM410,20077
SM581,20341
SM582,145
SM585,4203
SM691,20495
SM692,20502
SM693,16968
SM694,19067
SM695,20509
SM696,20510
SM546,20304
SM46,19353
SM321,12513
SM322,11424
SM323,16702
SM324,19754
SM325,11430
SM326,11430
SM806,20655
SM352,19981
SM844,14561
SM845,21315
SM846,21314
SM847,3557
SM848,21245
SM849,7871
SM850,12149
SM851,21248
SM852,21249
SM853,12158
SM854,21251
SM204,19525
SM599,3534
SM659,20446
SM660,2818
SM661,20448
SM600,10489
SM601,10506
SM298,7090
SM299,19710
SM1440,4668
SM1441,6182
SM649,20429
SM651,20428
SM652,20440
SM653,9941
SM655,20449
SM656,20443
SM657,9035
SM203,19524
SM1006,23407
SM1007,12567
SM1303,24033
SM1307,27811
SM413,15870
SM414,20094
SM415,20079
SM416,20080
SM418,122
SM419,20102
SM421,20082
SM638,20418
SM239,19575
SM594,20355
SM595,20364
SM483,1046
SM766,334
SM768,5696
SM769,20599
SM770,20601
SM504,20251
SM505,16827
SM506,20252
SM507,6381
SM508,20253
SM560,14663
SM561,1410
SM562,17630
SM563,10293
SM564,17142
SM565,1153
SM697,7549
SM707,20515
SM569,20334
SM179,19469
SM523,1514
SM524,17708
SM525,20279
SM526,20280
SM527,20281
SM51,19357
SM52,19358
SM53,19359
SM54,2672
SM68,2802
SM708,20516
SM709,20517
SM59,19374
SM60,1976
SM61,4922
SM62,2632
SM758,13474
SM221,488
SM84,3719
