artist
Hyman Adler
Frances Simonoff
Cantor Joseph Rosenblatt
Joseph Winogradoff
Cantor Berele Chagy
William Robyn
Joseph Cherniavsky (b. 1894)
Philip Greenberg
Charles Cohan
Joseph Feldman
Hyman Corenfeld
Anton Dolenc & Franjo Potocnik
Naum Coster
Cantor Mordechay Hershman
Dmitry Dobkin
M.Z. Feinman Brothers
Rose Greenfield and William Schwartz
Cantor Leib Glantz
Cantor Samuel Vigoda
Cantor Izso Glickstein
Lizzie Goldfinger
Goldin Hebrew Quartet
Goldin Quartette
Grand Theatre Quartette
S. Smulewitz
Frank Seiden
Telebende Quartet
Gus Goldstein
Morris Goldstein
Chaim Kotylansky
Anna Hoffman
Anna Hoffman and Jacob Jacobs
Jacob Jacobs
Bertha Kalich
Fischer Kanapoff
Harry Kandel
Meyer Kanewsky
M. Palamak
David Kessler
Isa Kremer
Cantor Sawel Kwartin
Aaron Lebedeff
Cantor Samuel Malavsky
Abraham Moskowitz
Sisimone Paskel
Ludwig Satz
Simon Paskal
Molly Picon
Cantor Pierre Pinchik
Cantor David Putterman
Daniel Yates
Samuel Rosenstein
Solomon Rothstein
Rose Rubin
Moses J. Saitz (Lemberg Temple)
Abe Schwartz And Daughter
M. Yankowitz
Abe Schwartz Orchestra
Maurice Schwartz
Silverbush And Company
Frances Simonoff (b. 1881)
Solomon Smulewitz
M. Suchow
Hyman Adler (b. 1886)
"Sholom Aleichem 
[Solomon Rabinowitz]
(1859-1916)"
Jeanne Alfred (as Jeanne Feinberg)
Jeanne Feinberg
Jeanne Alfred
Rev. William Alperovitz
Isaac Angel
Mischa Appelbaum
Arbeiter Ring Chor (Workmen's Circle Chorus)
Arbeiter Ring Chor
Bagelman Sisters
Barry Sisters
Belle Baker
Jan Bart
Harry Beckerman's Metronome Orchestra
Shloimke Beckerman
Shliomke Beckerman
Cantor Shlomo Beinhorn (as Mr. S. Beinhorn)
Mr. S. Beinhorn
Cantor Shlomo Beinhorn
Sidor Belarsky
Lester and Rhoda Bernard
Mr. Bernstein
Joseph Birenzweig
Louis Birnbaum (b. 1884)
Louis Birnbaum
Minnie Birnbaum
S. Birnzweig
Leon Blanc (b. 1867)
Leon Blanc
Leon Blanc (as Leon Blank)
Leon Blank
Jehuda Bleich
H. Bloom (as Stillman's Kapelle Mit Pfeiferbegleitung)
H. Bloom
Sam Bloom (b. 1880)
Sam Bloom
Boibriker Kapelle
Celia Boodkin
Cantor Pinchus Borenstein
Dora Bowshover
Naftule Brandwein
Naftule Brandwein (as Russkyj Narodnyj Orchester)
Naftule Brandwein (as Clarinet Cu Orchestra Nationala)
Naftule Brandwein's Orchestra
Naftuli Brandwein (as Te Piec Dziadow [The Five Beggars])
Naftuli Brandwein
Nifty Brandwein
Samuel Braslavsky
Leonard Braun
J. Leonard Braun
Cantor Leonard Braun
Cantor Israel Breeh
Mr. Brener
Brener Quartette
Broder Kapelle
Max Bulman (1882-1925)
Max Bulman
Jascha Bunchuk
Peisachke Burstein (Vilner Komiker) (1896-1986)
Peisachke Burstein
Peisachke Burstein (as B. Pavlusha)
B. Pavlusha
Peisachke Burstein (as Paul Burstein)
Paul Burstein
Cantor's Association Of America
Nellie Casman & Rubin Doctor
Nellie Casman
Nellie Casman (as Clara Bernhardt)
Nellie Casman (as Nellie Caseman)
Nellie Caseman
Cherniavsky's Yiddishe Jazz Band
Joseph Cherniavsky And His Yiddish-American Jazz Band
"Charles ""Charlie"" Cohan (b. 1886)"
"Charles ""Charlie"" Cohan"
Charles Cohan And Company
H. Cohen & L. [Elizabeth] Tuchman
H. Cohen & L. Tuchman
Sidney J. Corsover
Naum Coster (as Naum Kostany)
Naum Kostany
Naum Coster (as Nahen Rosenshak)
Nahen Rosenshak
Rev. Cantor Solomon Cotler
Bertha Crown
Cantor Moses R. Diamond
"Rubin Doctor (b. 1892) as ""Doktor"""
Rubin Doktor
William Dory
Rose Dreeben
Judel Dubinsky (b. 1886)
Ephroim Duff
Ephraim Duff
Lizzie Einhorn (b. 1865)
Lizzie Einhorn
Mme. [Lizzie] Einhorn Abramson
Mme. Einhorn Abramso
Marcus Eisenberg
Abraham Elenkrig (1878-1965) as A. Elenkrig's Yidishe Orchestra (Hebrew Bulgarian Orchestra)
A. Elenkrig's Yidishe Orchestra
A. Elenkrig's Yidishe Orchestra (as Orchestrâ Româneasca)
Elenkrig's Orchestra
Abe Ellstein (as Victor Continental Orchestra)
Leon Stenier Orchestra
Leon Stenier's Orchestra (as Victor Continental Orchestra)
Abe Ellstein's Orchestra
Leon Stenier's Orchestra
Abe Ellstein Orchestra
Minnie Epstein
Harry Feld
I. Feld
Joseph Feldman (as Max Kerstein)
Joseph Feldman And Morris Goldstein
Mischa Ferenzo
Lucy Finkle (1897-1943)
Lucy Finkle
Lucy Finkle & William Robyn
Lucy Finkle & Michal Michalesko
Lucy Finkle & Joseph Feldman
Lucy Finkle & Morris Novikoff
Ph. Fisherman And Gerson's Choir
Joseph Frankel (Lieut. Jos. Frankel's Orchestra)
Lieut. Jos. Frankel's Orchestra
Frankel's Orchestra
Lieu. J. Frankel
Joseph Frankel's Instrumental Sextette
Dave Franklin
Louis Friedsell (b. ca 1863)
Louis Friedsell
Louis Friedsell Orchestra
Peoples' Theatre Orchestra
Die Tzvei Galitzianer Komiker
Der Galitzianer Komiker
Cantor Maurice Ganchoff
Cantor Moses Ganopolsky (M. Gann)
Cantor Moses Ganopolsky
Jacob Gegna
Lucy German (b. 1889)
Lucy German
Louis Gilrod (1879-1930) and David Meyerowitz
Louis Gilrod and David Meyerowitz
Louis Gilrod And Gus Goldstein
Al Glaser's (1898-1982) Bucovina Kapelle
Al Glaser's Bucovina Kapelle
Myron Glass
"Cantor Isidore Glickstein Fun Mishkan Tefila Temple (Boston, Mass.)"
Cantor Isidore Glickstein
Clara Gold (b. 1888)
Clara Gold
Rubin Goldberg
Rubin Goldberg And Company
Meyer Goldin (as Goldin Hebrew Quartet)
Goldin Hebrew Quartette
Meyer Goldin
Sam Goldin
Samuel Goldinburg (b. 1886)
Samuel Goldinburg
Gus Goldstein & Clara Gold
Gus Goldstein (as Telebende Quartet)
Clara Gold & Gus Goldstein
Gus Goldstein & Company
Gus Goldstein & Co.
Gus Goldstein & Clara Gold And Co.
Gus Goldstein & Clara Gold & Co.
Alex Lifschutz & Gus Goldstein
Gus & Jay Goldstein
Gus Goldstein & Alex Lifschutz
Gus Goldstein & Clara Gold & Benjamin Schoenfeld
Gus Goldstein & Clara Gold & Company
"Gus Goldstein, Anna Hoffman & Co."
Gus Goldstein And Jacob Jacobs
Gus Goldstein & Jacob Jacobs
Jennie Goldstein (b. 1896)
Jennie Goldstein
Morris Goldstein & Simon Paskal
Morris Goldstein with Choir
Morris Goldstein & Liza Tuchman
Zena Goldstein & Leon Gold
Lea Golinkin
Golub Band
Cantor J. Greenbaum
Mr. Greenberg
A. Greenberg
Irving Grossman ''Leading Tenor of the National Theatre'' (b. 1900)
Irving Grossman
Elizabeth Gutman
Albert Harris
Shir Hashirim
Hebrew Folklore Sinfonietta
Hebrew Temple Quartet
Rose Herringer
Cantor Mordechay Hershman (Vilna State Cantor)
Bertha Hirsch
Israel J. Hochman
Israel J. Hochman (as I.J. Hochman's Yiddisher Orchestra)
I.J. Hochman's Yiddisher Orchestra
Israel J. Hochman (as I.J. Hochman And Orch.)
I.J. Hochman And Orch.
Israel J. Hochman (as Hochman's Jewish Orchestra)
Hochman's Jewish Orchestra
Israel J. Hochman (as Hochman's Orchestra)
Hochman's Orchestra
Israel J. Hochman (as I.J. Hochman And His Orchestra)
I.J. Hochman And His Orchestra
Israel J. Hochman (as I.J. Hochman's Jewish Orchestra)
I.J. Hochman's Jewish Orchestra
Israel J. Hochman (as Hochman's St. PeterSourg Balalaika Orchestra)
Hochman's St. PeterSourg Balalaika Orchestra
Israel J. Hochman (as Polska Orkiestra Hochmana)
Polska Orkiestra Hochmana
Israel J. Hochman (as I.J. Hochman And His Russian Balalaika Orchestra)
I.J. Hochman And His Russian Balalaika Orchestra
Anna Hoffman and Gus Goldstein
Anna Hoffman and William Robyn
Jacob Hoffman
N. Hollander
N. Hollender
Cantor Abraham Hyman
Rev. Jacob M. Jacobowitz
Betty Jacobs & Jacob Jacobs
Jacob Jacobs (b. 1890)
Hyman Jacobson & Fannie Lubritzky
Rev. J. Jacobson
Cantor Joseph Jacobson (as Cantor W. Rosenthal)
Dorothy Jardon
Cantor Abraham Jassen
Cantor Abraham Jassen (as A. Jassen)
A. Jassen
Pinchos Jassinowsky
Pinchos Jasinowsky
Jewish Art Choir
The Jewish Comedians
Jacob Jimmalmon
Anna Josephson
Kalman Juvelier (b. 1863)
Kalman Juvelier
Kalman Juvelier (as Mr. Juweiler)
Mr. Juweile
Kalman Juvelier (or Juivler)
Kalman Juvelier (as Juivler)
Juivler
Luba Kadison
Jack and Joseph Kammen
Harry Kandel (as Kendel's Orchestra)
Kendel's Orchestra
Kandel's Orchestra
Harry Kandel (as Kandel's Jewish Orchestra)
Kandel's Jewish Orchestra
Harry Kandel (as Kandel's Orchestra)
Kanel's Orchestra
Meyer Kanewsky (as Rev. Meyer Kanewsky)
Rev. Meyer Kanewsky
Meyer Kanewsky (as M. Mironenko)
M. Mironenko
Meyer Kanewsky (as M. Guttmann [or Gutmann])
M. Guttmann (or Gutmann)
Meyer Kanewsky (as M. Kanevski)
M. Kanevski
Meyer Kanewsky (as M. Kanewsky)
M. Kanewsky
M. Kanewsky & Katz
Meyer Kanewsky (as Palamak Quartet)
Palamak Quartet
Meyer Kanewsky (as M. Palamak)
Rev. Rubin Kaplan
Cantor Ben Zion Kapov-Kagan
Cantor A. Karniol
Abe And Gussie Karp
Sam Kasten
Abe Katzman's Bessarabian Orchestra
Betty Keinig
Joseph Kessler
Jack Kimelman
Adolph King
Cantor Isaac Isaac Kirchner
Sam Klinetzky (as Klinetzky & Zwerling)
Klinetzky & Zwerling
Sam Klinetzky
Vitali Koretzky
Samuel Kornzweig
Leo Krassin
Rose Kraus
Rev. Elias Kritchmar
