albumID
albumName
albumNameYiddish
linenote
rpm
LP_BOX
format
timeMade
languages
genre
whereProduced
comments
trackNumber
notes
fauLink
dateMade
provenance
cassette
cd
COLUMN_NAME
artistID
artistName
yiddishName
notes
birthDate
deathDate
deathPlace
birthPlace
COLUMN_NAME
trackID
performer
album
track
COLUMN_NAME
hebrewTitleID
title
hebrewTitle
hebrewFirstLine
COLUMN_NAME
trackID
volume
composer
title
durationMin
yearKnown
yearEstimated
commissioned
commissioningInstitutionName
commissioningInstitutionType
primaryGenre
instrumentation
formGeneral
formSpecific
otherForm
sacred
secular
ashkenazi
sephardi
israeli
mizrahi
musical
conceptual
textual
functional
sonic
classical
klezmer
cantorial
folk
jazz
devotionalSolemn
popular
theatrical
text
textType
textSource
hebrew
yiddish
english
ladino
german
otherLang
notes1
notes2
notes3
notes4
COLUMN_NAME
trackID
volume
composer
durationMin
commissioned
primaryGenre
instrumentation
formGeneral
formSpecific
otherForm
sacred
secular
ashkenazi
sephardi
israeli
mizrahi
musical
conceptual
textual
functional
sonic
classical
klezmer
cantorial
folk
jazz
devotionalSolemn
popular
theatrical
text
textType
textSource
hebrew
yiddish
english
ladino
german
otherLang
notes1
notes2
notes3
notes4
COLUMN_NAME
albumID
pennAlbumID
albumName
albumNameYiddish
publisher
linenote
rpm
LP_BOX
format
timeMade
languages
genre
whereProduced
comments
trackNumber
notes
fauLink
dateMade
provenance
cassette
cd
COLUMN_NAME
titleID
altTitleID
COLUMN_NAME
trackID
pennID
albumInfo
titleID
firstLine
hebrewFirstLine
languages
styles
lengthMin
memo
fauLink
comment
title
COLUMN_NAME
titleID
title
hebrewTitle
genre
subject
org
transliteration
music
notes
translations
COLUMN_NAME
sheetMusicID
seriesLetter
arrangements
texts
address
dateMade
yiddishFirstLine
notes
firstLine
arranger
translator
COLUMN_NAME
smid
titleID
COLUMN_NAME
titleID
genre
hebrewTitle
subject
org
transliteration
music
notes
translations
COLUMN_NAME
trackID
firstLine
hebrewFirstLine
languages
styles
lengthMin
memo
fauLink
comment
COLUMN_NAME
trackID
titleID
COLUMN_NAME
trackID
artistName
personRole
comment
notes
COLUMN_NAME
trackID
title
catalogueNumber
years
artistBand
recordLabel
recordFormat
COLUMN_NAME
trackID
catalogueNumber
recordFormat
COLUMN_NAME
sheetMusicID
seriesLetter
titleID
arrangements
texts
publisher
address
dateMade
provenance
yiddishFirstLine
notes
firstLine
arranger
translator
COLUMN_NAME
sheetMusicID
sponsorID
COLUMN_NAME
sponsorID
sponsorName
sponsorInstitutionType
sponsorType
COLUMN_NAME
trackID
sectionNum
matrixNum
performer
title
dateExact
dateEstimate
years
placePerformed
recordLabelNum
recordLabel
instrumentation
arrangersComposersPerformers
artistsNormativeSpelling
otherNotes
COLUMN_NAME
artistName
trackID
personRole
COLUMN_NAME
trackId
sectionNum
matrixNum
placePerformed
instrumentation
COLUMN_NAME
trackID
trackName
yr
dates
notes
COLUMN_NAME
trackID
albumID
COLUMN_NAME
trackID
hebrewTitleID
COLUMN_NAME
sponsorID
trackID
recordFormat
recordNumber
