ID Number,"Spottswood Section","Matrix Number (song #, take #)",Normative Artist Name,Artist/Performer as listed,Title of Track,Normative Title Spelling,"Date Performed (exact)","Date Performed (estimate)",Year,Place Performed,Record Label and Number,Record Label,"Instrumentation (first is performer, then alphabetical) ","Arrangers/Composer/Performers, etc (if provided)",Composers and Performers Normative Spelling,Other notes
S3475,16.181,B 17406-1,Jacob Medvedieff,Jacob M. Medvedieff,Pije Kuba,,3/30/1916,,1916,"New York, NY",Vi 67825,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Polish
S3476,16.181,B 17407-1,Jacob Medvedieff,Jacob M. Medvedieff,Bes Tobe Olesiu,,3/30/1916,,1916,"New York, NY",Vi 67867,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra), Stanisław Moniuszko (composer)",In Ukranian
S3477,16.181,B 17450-1,Jacob Medvedieff,Jacob M. Medvedieff,Halka: Szuma Jodly Za Gorszczyca,,4/6/1916,,1916,"New York, NY",Vi 67860,Victor,"Tenor, Orchestra",King's Orchestra; St. Moniuszko (composer),"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Polish
S3478,16.181,B 17581-1,Jacob Medvedieff,Jacob M. Medvedieff,Dzshigune,,5/2/1916,,1916,"New York, NY",Vi 67866,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Ukranian
S3479,16.181,B 17582,Jacob Medvedieff,Jacob M. Medvedieff,Oi Pushtshu Ia Konitshenka,,5/2/1916,,1916,"New York, NY",Vi 67866,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Ukranian
S3480,16.181,B 17583-2,Jacob Medvedieff,Jacob M. Medvedieff,Kuperian,,5/2/1916,,1916,"New York, NY",Vi 67867,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Ukranian
S3481,16.181,B 17961-1,Jacob Medvedieff,Jacob M. Medvedieff,Gorenjska Zdravica,,7/7/1916,,1916,"New York, NY",Vi 67979,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Slovene
S3482,16.181,B 17962-2,Jacob Medvedieff,Jacob M. Medvedieff,Savarjenje,,7/7/1916,,1916,"New York, NY",Vi 67979,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Slovene
S3483,16.181,B 18264-2,Jacob Medvedieff,Jacob M. Medvedieff,TolaCoa,,8/8/1916,,1916,"New York, NY",Vi 69317,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Slovene
S3484,16.181,B 17970-5,Jacob Medvedieff,Jacob M. Medvedieff,Veselja Dom (Happy Home),,9/20/1916,,1916,"New York, NY",Vi 69317,Victor,"Tenor, Orchestra",King's Orchestra,"Jacob Medvedieff (tenor), King's Orchestra (orchestra)",In Slovene
S3485,16.181,58321-1,Jacob Medvedieff,Jakov Medvedieff,Posledniaja Piaterka,,6/1917,,1917,"New York, NY",Co E3488,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3486,16.181,58322-2,Jacob Medvedieff,Jakov Medvedieff,"Kochalysia, Liubylysia",,6/1917,,1917,"New York, NY",Co E3491,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Ukranian
S3487,16.181,58323-2,Jacob Medvedieff,Jakov Medvedieff,"Oj, Dajze Nam Hospode",,6/1917,,1917,"New York, NY",Co E3491,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Ukranian
S3488,16.181,58364-1,Jacob Medvedieff,Jakov Medvedieff,Vo Polie Berioza Stojala,,6/1917,,1917,"New York, NY",Co E3529,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3489,16.181,58365-1,Jacob Medvedieff,Jakov Medvedieff,"Ach, Ty Nochenka",,6/1917,,1917,"New York, NY",Co E3529,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3490,16.181,58366-,Jacob Medvedieff,Jakov Medvedieff,Vsie Geveriat,,6/1917,,1917,"New York, NY",Co E3530,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3491,16.181,58367-,Jacob Medvedieff,Jakov Medvedieff,"Ach, Zachiem Eta Noch",,6/1917,,1917,"New York, NY",Co E3530,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3492,16.181,x,Jacob Medvedieff,Jakov Medvedieff,Umorilas,,6/1917,,1917,"New York, NY",Co E3856,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3493,16.181,x,Jacob Medvedieff,Jakov Medvedieff,Wanka Tanku Polyubil,,6/1917,,1917,"New York, NY",Co E4244,Columbia,"Tenor, Orchestra",,Jacob Medvedieff (tenor),In Russian
S3494,16.182,B 16972-2,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Shteinerne Palatzen,,1/16/1916,,1916,"New York, NY",Vi 67721,Victor,"Vocal, Orchestra",I.L. Perez-Max Gelbart (composer); King's Orchestra ,"Isaac Leib Peretz (composer), Mikhl Gelbart (composer), R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",Rosovskaia Medvedieff b. 1888
S3495,16.182,B 17037-2,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Comez Aief,,1/20/1916,,1916,"New York, NY",Vi 67721,Victor,"Vocal, Orchestra",Jacob Medvedieff (arranger); King's Orchestra ,"Jacob Medvedieff (arranger), R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",
S3496,16.182,B 17449-1,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Muszka,,4/6/1916,,1916,"New York, NY",Vi 67859,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Polish
S3497,16.182,B 17456-1,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,O Mamo Mamo,,4/6/1916,,1916,"New York, NY",Vi 67868,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Ukranian
S3498,16.182,B 17457-1,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Piesn Wieczorna,,4/6/1916,,1916,"New York, NY",Vi 67859,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Polish
S3499,16.182,B 17584-1,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Iak Ba Meni Tshereviki,,5/2/1916,,1916,"New York, NY",Vi 67868,Victor,"Vocal, Orchestra",Lisenko (composer); King's Orchestra,"Mykola Lysenko (composer), R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Ukranian
S3500,16.182,B 17970-2,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Veselja Dom (Happy Home),,7/12/1916,,1916,"New York, NY",Vi rej,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Slovak
S3501,16.182,B 17970-3,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Veselja Dom (Happy Home),,8/8/1916,,1916,"New York, NY",Vi rej,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",In Slovak
S3502,16.182,B 18265-2,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Nes Ziona-Zionist Song,,8/8/1916,,1916,"New York, NY",Vi 69046,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",
S3503,16.182,B 18266-1,R. Rosovskaia Medvedieff,Rosovskaia Medvedieff,Shir Avoida-Zionist Labor Song,,8/8/1916,,1916,"New York, NY",Vi 69046,Victor,"Vocal, Orchestra",King's Orchestra,"R. Rosovskaia Medvedieff (vocal), King's Orchestra (orchestra)",
S3504,16.183,E 28509-,Bella Meisel,Bella Meisel,"Urem Hartz (Poor Heart), from ''Circus Girl'' (Goldene Teg)",,10/2/1928,,1928,"New York, NY",Br 67121,Brunswick,"Soprano, Orchestra",Alex Olshanetsky (composer); Alex Olshanetsky (director),"Bella Meisel (soprano), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",11-man orchestra. Bella Meisel b. 1902
S3505,16.183,E 28510-,Bella Meisel,Bella Meisel ,"Zolst Nit Fargessen (Do Not Forget), from ''Circus Girl'' (Goldene Teg)",,10/2/1928,,1928,"New York, NY",Br 67121,Brunswick,"Soprano, Orchestra",Alex Olshanetsky (composer); Alex Olshanetsky (director),"Bella Meisel (soprano), Alexander Olshanetsky (composer), Alexander Olshanetsky (director)",with Munia Serebroff; 11-man orchestra
S3506,16.184,B 4572-1,Isaiah Meisels ,Isaiah Meisels ,Shma Israel (Ohab Zedek),,6/10/1907,,1907,"New York, NY","Vi 5239, 16188, HMV 11786","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3507,16.184,B 4573-1,Isaiah Meisels ,Isaiah Meisels ,Eiz Chaim,,6/10/1907,,1907,"New York, NY","Vi 5240, 16188, HMV 11783","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3508,16.184,C 4574,Isaiah Meisels ,Isaiah Meisels ,Ov Horachmim,,6/10/1907,,1907,"New York, NY","Vi 31667, 35151(12'')",Victor,Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3509,16.184,B 4575-1,Isaiah Meisels ,Isaiah Meisels ,Ishtabach,,6/10/1907,,1907,"New York, NY","Vi 5241, 16231, HMV 11787","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3510,16.184,C 4576-1,Isaiah Meisels ,Isaiah Meisels ,Mimkomcho,,6/10/1907,,1907,"New York, NY","Vi 31668, 35151(12'')",Victor,Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3511,16.184,C 4577-1,Isaiah Meisels ,Isaiah Meisels ,Yismechu,,6/10/1907,,1907,"New York, NY","Vi 31669, 35154(12'')",Victor,Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3512,16.184,B 4578-1,Isaiah Meisels ,Isaiah Meisels ,Kidushu,,6/10/1907,,1907,"New York, NY","Vi 5242, 16231, HMV 11784","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3513,16.184,B 4579-1,Isaiah Meisels ,Isaiah Meisels,Zur Israel,,6/10/1907,,1907,"New York, NY","Vi 5243, 16232, HMV i1785","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3514,16.184,B 4580-1,Isaiah Meisels ,Isaiah Meisels,Der Kidysh,,6/10/1907,,1907,"New York, NY","Vi 5244, 16232, HMV 11788","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York"
S3515,16.184,B 4581-1,Isaiah Meisels ,Isaiah Meisels,Birchas Kohanim,,6/10/1907,,1907,"New York, NY","Vi 5245, 16233, 16793, HMV 11789, LC LBC(33)","Victor, His Master's Voice",Vocal,,Isaiah Meisels (vocal),"Cantor Meisels And Ohab Zedek Choir, First Hungarian Congregation, New York. Vi 16233 was never issued."
S3516,16.185,x,Mendelssohn Trio,Mendelssohn Trio,Geld,,,1896-7,1896,"Newark, NJ",USPC unnumbered (2 min),United States Phonograph Company,"Vocal Trio, Piano",Rubinstein (m),"Mendelssohn Trio (vocal), Rubinstein (music)",
S3517,16.185,x,Mendelssohn Trio,Mendelssohn Trio,Fruhlingszeit,,,1896-7,1896,"Newark, NJ",USPC unnumbered (2 min),United States Phonograph Company,"Vocal Trio, Piano",Wagner (composer),"Mendelssohn Trio (vocal), Richard Wagner (composer)",In German
S3518,16.185,x,Mendelssohn Trio,Mendelssohn Trio,Son Of The Star: Duet,,,1896-7,1896,"Newark, NJ",USPC unnumbered (2 min),United States Phonograph Company,"Vocal Trio, Piano",Goldfaden (composer),"Mendelssohn Trio (vocal), Abraham Goldfaden (composer)",
S3519,16.186,x,David Meyerowitz,David Meyerowitz,Isrulik Kim A Heim,,12/14/1904,,1904,"New York, NY",Ed 18806(2 min),Edison,"Tenor, Orchestra",D. Meyerowitz (composer),"David Meyerowitz (tenor), David Meyerowitz (composer)",David Meyerowitz b. 1867
S3520,16.186,x,David Meyerowitz,David Meyerowitz,Gott Und Sein Mishpet Is Gerecht,,12/14/1904,,1904,"New York, NY",Ed 18814(2 min),Edison,"Tenor, Orchestra",D. Meyerowitz (composer),"David Meyerowitz (tenor), David Meyerowitz (composer)",
S3521,16.186,44522-2 ,"David Meyerowitz, Joseph Feldman",David Meyerowitz And Joseph Feldman,The Breach Of Promise,,10/1916,,1916,"New York, NY",Co E3106,Columbia,"Vocal Duet, Orchestra",,"David Meyerowitz (vocal), Joseph Feldman (vocal)",
S3522,16.186,44523-1,"David Meyerowitz, Joseph Feldman",David Meyerowitz And Joseph Feldman,Tate Shmate Late,,10/1916,,1916,"New York, NY",Co E3142,Columbia,"Vocal Duet, Orchestra",,"David Meyerowitz (vocal), Joseph Feldman (vocal)",
S3523,16.186,44524-2,"David Meyerowitz, Joseph Feldman",David Meyerowitz And Joseph Feldman,Charne Bok. Yankel Chwok,,10/1916,,1916,"New York, NY",Co E3106,Columbia,"Vocal Duet, Orchestra",,"David Meyerowitz (vocal), Joseph Feldman (vocal)",
S3524,16.186,44590-1,"David Meyerowitz, Joseph Feldman",David Meyerowitz And Joseph Feldman,A Ligen Emes,,10/1916,,1916,"New York, NY",Co E3142,Columbia,"Vocal Duet, Orchestra",,"David Meyerowitz (vocal), Joseph Feldman (vocal)",
S3525,16.186,44841-2-3,David Meyerowitz,David Meirowitz,Hamavdel,,5/1917,,1917,"New York, NY",Co E3668,Columbia,"Tenor, Orchestra",,David Meyerowitz (tenor),
S3526,16.187,B 27578-2,Michal Michalesko,Michal Michalesko,"Dudky-Brat (You Can't Bluff Me), from ''Yankele Litwak'' (Jacob The Lithuanian)",,2/27/1923,,1923,"Camden, NJ","Vi 73743, HMV K3203","Victor, His Master's Voice","Baritone, Orchestra",Louis Gilrod-Herman Wohl (composer); Nathaniel Shilkret (director),"Michal Michalesko (baritone), Louis Gilrod (composer), Herman Wohl (composer), Nathaniel Shilkret (director)",Michal Michalesko b. 1888
S3527,16.187,42433-1-2,Michal Michalesko,Michal Michalesko,Der Rebin's Winder,,2/1923,,1923,"New York, NY",Em 13234,Emerson,"Baritone, Orchestra",,Michal Michalesko (baritone),
S3528,16.187,42438-1,Michal Michalesko,Michal Michalesko,Sis Gut Zu Sein A Yid,,2/1923,,1923,"New York, NY",Em 13234,Emerson,"Baritone, Orchestra",,Michal Michalesko (baritone),
S3529,16.187,11058/9,Michal Michalesko,Michael Michalesco,Mein Goldele,,3/1923,,1923,"New York, NY",Vo 14548,Vocalion,"Baritone, Orchestra",Joseph M. Rumshinsky-Louis Gilrod (composer),"Michal Michalesko (baritone), Joseph Rumshinsky (composer), Louis Gilrod (composer)",with Fannie Lubritzky
S3530,16.187,11060/1,Michal Michalesko,Michael Michalesco,"A Griss Fin Der Neuer Russland, from ''The Golden Bride''",,3/1923,,1923,"New York, NY",Vo 14548,Vocalion,"Baritone, Orchestra",Joseph M. Rumshinsky-Louis Gilrod (composer),"Michal Michalesko (baritone), Joseph Rumshinsky (composer), Louis Gilrod (composer)",
S3531,16.187,42468-2,Michal Michalesko,Michal Michalesko,Mikita,,11/1923,,1923,"New York, NY",Em 13239,Emerson,"Baritone, Orchestra",Schwartz (composer),"Michal Michalesko (baritone), Abe Schwartz (composer)",
S3532,16.187,42469-2,Michal Michalesko,Michal Michalesko,A Brief Tzim Rebin,,11/1923,,1923,"New York, NY",Em 13239,Emerson,"Baritone, Orchestra",M. Michalesko (composer),"Michal Michalesko (baritone), Michal Michalesko (composer)",
S3533,16.187,42530-1-2,"Michal Michalesko, Lucy Finkel",Michai Michalesko And Lucy Finkel,Beautiful Eyes,,1/1924,,1924,"New York, NY",Em 13244,Emerson,"Vocal Duet, Orchestra",Joseph M. Rumshinsky (director),"Michal Michalesko (vocal), Lucy Finkel (vocal), Joseph Rumshinsky (director)",
S3534,16.187,42532-2,"Michal Michalesko, Lucy Finkel",Michai Michalesko And Lucy Finkel,The Burning Love,,1/1924,,1924,"New York, NY",Em 13244,Emerson,"Vocal Duet, Orchestra",Joseph M. Rumshinsky (director),"Michal Michalesko (vocal), Lucy Finkel (vocal), Joseph Rumshinsky (director)",
S3535,16.187,42575-1,Michal Michalesko,Michal Michalesko,Peisechdike Kneidlech,,3/1924,,1924,"New York, NY",Em 13248,Emerson,"Baritone, Orchestra",Joseph M. Rumshinsky (director); Boris Rosenthal (composer),"Michal Michalesko (baritone), Joseph Rumshinsky (director), Borris Rosenthal (composer)",
S3536,16.187,42576-2,Michal Michalesko,Michal Michalesko,Liebes' Romance,,3/1924,,1924,"New York, NY",Em 13248,Emerson,"Baritone, Orchestra",Joseph M. Rumshinsky (director),"Michal Michalesko (baritone), Joseph Rumshinsky (director)",
S3537,16.187,E 28108-,Michal Michalesko,Michal Michalesko,"Wen Die Liebe Wolt A Blum Gewe'en (If Love Were A Flower), from ''Sasha''",,8/17/1928,,1928,"New York, NY",Br 67110,Brunswick,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3538,16.187,E 28109-,Michal Michalesko,Michal Michalesko,"Mein Russland (My Russia), from ''Sasha''",,8/17/1928,,1928,"New York, NY",Br 67110,Brunswick,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3539,16.187,E 28110-,Michal Michalesko,Michal Michalesko,A Probe Oif Chazonim (Cantor's Test)-Pt. 1 ,,8/17/1928,,1928,"New York, NY",Br 67111,Brunswick,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3540,16.187,E 28111,Michal Michalesko,Michal Michalesko,A Probe Oif Chazonim (Cantor's Test)-Pt. 2,,8/17/1928,,1928,"New York, NY",Br 67111,Brunswick,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3541,16.187,E 28495-,Michal Michalesko,Michal Michalesko,Ich Benk Noch Daine Schwartze (Longing For Your Eyes),,10/26/1928,,1928,"New York, NY",Br 67126,Brunswick,"Baritone, Orchestra",M. Michalesko (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Michal Michalesko (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",9-man orchestra
S3542,16.187,E 29500-,Michal Michalesko,Michal Michalesko,"Herzer Vergessen Nit (Hearts Can't Forget), from ''Herzer Vergessen Nit''",,3/8/1929,,1929,"New York, NY",Vo 67142,Vocalion,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3543,16.187,E 29502-,Michal Michalesko,Michal Michalesko,"Die Liebe Is Git (Love Is Precious), from ''Senorita''",,3/8/1929,,1929,"New York, NY",Vo 67142,Vocalion,"Baritone, Orchestra",S. Secunda (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Sholom Secunda (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)",10-man orchestra
S3544,16.187,E 29665-,Michal Michalesko,Michal Michalesko,Die Liebe Fun A Roiber (The Love Of A Bandit) (The Love Of A Bandit),,4/16/1929,,1929,"New York, NY",Vo 67152,Vocalion,"Baritone, Orchestra",Alex Olshanetsky & Natanson (composers); Alex Olshanetsky (director),"Michal Michalesko (baritone), Alexander Olshanetsky (composer), Natanson (composer), Alexander Olshanetsky (director)",
S3545,16.187,E 29666-,Michal Michalesko,Michal Michalesko,Yoske Der Pedler-Korobeiniki,,4/16/1929,,1929,"New York, NY",Vo 67152,Vocalion,"Baritone, Orchestra",Alex Olshanetsky & H. Mysell (composers); Alex Olshanetsky (director),"Michal Michalesko (baritone), Alexander Olshanetsky (composer), Hyman Mysell (composer), Alexander Olshanetsky (director)",
S3546,16.187,E 29692-,Michal Michalesko,Michal Michalesko,Kiddish,,,4/1929,1929,"New York, NY",Vo 67155,Vocalion,"Baritone, Chorus, Orchestra",S. Secunda (composer),"Michal Michalesko (baritone), Sholom Secunda (composer)",
S3547,16.187,E 29693-,Michal Michalesko,Michal Michalesko,Yismach Moishe,,,4/1929,1929,"New York, NY",Vo 67155,Vocalion,"Baritone, Chorus, Orchestra",S. Secunda (composer),"Michal Michalesko (baritone), Sholom Secunda (composer)",
S3548,16.187,E 30027-,Michal Michalesko,Michal Michalesko,"Goodbye, Dear-Pt.1",,6/6/1929,,1929,"New York, NY",Vo 67160,Vocalion,"Baritone, Orchestra",Robert Stoltz (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Robert Stoltz (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)","Orchestra includes 2 c, vln, cl, tb, bj"
S3549,16.187,E 30028-,Michal Michalesko,Michal Michalesko,"Goodbye, Dear-Pt.2",,6/6/1929,,1929,"New York, NY",Vo 67160,Vocalion,"Baritone, Orchestra",Robert Stoltz (composer); Alex Olshanetsky (arranger); Alex Olshanetsky (director),"Michal Michalesko (baritone), Robert Stoltz (composer), Alexander Olshanetsky (arranger), Alexander Olshanetsky (director)","Orchestra includes 2 c, vln, cl, tb, bj"
S3550,16.187,E 31076-,Michal Michalesko,Michal Michalesko,"Tzurik Tzi Main Folk (Back To My People), from ''The Only Night''",,,7/1929,1929,"New York, NY",Vo 67170,Vocalion,"Baritone, Orchestra",A. Olshanetsky (composer),"Michal Michalesko (baritone), Alexander Olshanetsky (composer)",
S3551,16.187,E 31284-,Michal Michalesko,Michal Michalesko,"A Yid Bin Ich Geboiren (I Was Born A Jew), from ''The Only Night''",,,10/1929,1929,"New York, NY",Vo 67170,Vocalion,"Baritone, Orchestra",A. Olshanetsky (composer),"Michal Michalesko (baritone), Alexander Olshanetsky (composer)",
S3552,16.187,E 31739-,Michal Michalesko,Michal Michalesko,"Mazel In Liebe (Lucky In Love), from ''Lucky In Love''",,,12/1929,1929,"New York, NY",Vo 67179,Vocalion,"Baritone, Orchestra",A. Olshanetsky (composer),"Michal Michalesko (baritone), Alexander Olshanetsky (composer)",
S3553,16.187,E 31741-,Michal Michalesko,Michal Michalesko,"Vus Is Dus Far A Liebe! (What Kind Of Love Is This), from ''Lucky In Love''",,,12/1929,1929,"New York, NY",Vo 67179,Vocalion,"Baritone, Orchestra",A. Olshanetsky (composer),"Michal Michalesko (baritone), Alexander Olshanetsky (composer)",
