"sponsorID","trackID","recordFormat","recordNumber"
"SPR10","R6558","33 1/3 RPM - 12""","-"
"SPR100","R7710","33 1/3 RPM - 12""","-"
"SPR1000","R10201","Cassette tape","-"
"SPR1000","R3860","33 1/3 RPM - 12""","-"
"SPR1001","R10077","33 1/3 RPM - 12""","-"
"SPR1001","R548","33 1/3 RPM - 12""","-"
"SPR1003","R6359","33 1/3 RPM - 12""","-"
"SPR1003","R8870","45 RPM","-"
"SPR1004","R9146","33 1/3 RPM - 12""","-"
"SPR1004","R9358","CD","-"
"SPR1005","M42","-","-"
"SPR1006","R9622","33 1/3 RPM - 12""","-"
"SPR1007","R10785","33 1/3 RPM - 12""","-"
"SPR1007","R14960","33 1/3 RPM - 12""","-"
"SPR1007","R14961","33 1/3 RPM - 12""","-"
"SPR1007","R14962","Cassette tape","-"
"SPR1008","R1540","CD","-"
"SPR1009","R4812","Cassette tape","-"
"SPR1009","R4813","Cassette tape","-"
"SPR1009","R4814","Cassette tape","-"
"SPR1009","R4815","Cassette tape","-"
"SPR1009","R4816","Cassette tape","-"
"SPR1009","R4817","Cassette tape","-"
"SPR1009","R4818","Cassette tape","-"
"SPR1009","R4819","Cassette tape","-"
"SPR1009","R4820","Cassette tape","-"
"SPR1009","R4821","Cassette tape","-"
"SPR1009","R4822","Cassette tape","-"
"SPR1009","R4823","Cassette tape","-"
"SPR1009","R5334","Cassette tape","-"
"SPR1009","R5335","Cassette tape","-"
"SPR1009","R5336","Cassette tape","-"
"SPR1009","R5337","Cassette tape","-"
"SPR1009","R5938","Cassette tape","-"
"SPR1009","R6412","Cassette tape","-"
"SPR1009","R6413","Cassette tape","-"
"SPR1009","R6414","Cassette tape","-"
"SPR1009","R6415","Cassette tape","-"
"SPR1009","R6416","Cassette tape","-"
"SPR1009","R6417","Cassette tape","-"
"SPR1009","R6418","Cassette tape","-"
"SPR1009","R6419","Cassette tape","-"
"SPR1009","R6420","Cassette tape","-"
"SPR1009","R6421","Cassette tape","-"
"SPR1009","R6422","Cassette tape","-"
"SPR1009","R6423","Cassette tape","-"
"SPR1009","R6424","Cassette tape","-"
"SPR1009","R6425","Cassette tape","-"
"SPR1009","R6426","Cassette tape","-"
"SPR1009","R6427","Cassette tape","-"
"SPR1009","R6428","Cassette tape","-"
"SPR1009","R6429","Cassette tape","-"
"SPR1009","R6430","Cassette tape","-"
"SPR1009","R6431","Cassette tape","-"
"SPR1009","R6432","Cassette tape","-"
"SPR1009","R6433","Cassette tape","-"
"SPR1009","R7208","Cassette tape","-"
"SPR1009","R7209","Cassette tape","-"
"SPR1009","R7210","Cassette tape","-"
"SPR1009","R9606","Cassette tape","-"
"SPR101","R11995","33 1/3 RPM - 12""","-"
"SPR101","R1448","33 1/3 RPM - 12""","-"
"SPR1010","R13972","33 1/3 RPM - 10""","-"
"SPR1011","R7116","Cassette tape","-"
"SPR1012","R11779","33 1/3 RPM - 12""","-"
"SPR1013","R1183","33 1/3 RPM - 12""","-"
"SPR1014","R11442","33 1/3 RPM - 12""","-"
"SPR1014","R12486","Cassette tape","-"
"SPR1014","R6455","33 1/3 RPM - 12""","-"
"SPR1015","R3613","CD","-"
"SPR1016","R10622","33 1/3 RPM - 12""","-"
"SPR1016","R4122","33 1/3 RPM - 12""","-"
"SPR1016","R6120","Cassette tape","-"
"SPR1016","R6121","Cassette tape","-"
"SPR1016","R6268","33 1/3 RPM - 12""","-"
"SPR1017","M530","-","-"
"SPR1018","R2890","78 RPM - 10""","-"
"SPR1019","R11556","33 1/3 RPM - 12""","-"
"SPR1019","R11567","33 1/3 RPM - 12""","-"
"SPR1019","R13389","33 1/3 RPM - 12""","-"
"SPR102","R7817","CD","-"
"SPR102","R7818","Cassette tape","-"
"SPR1020","R10728","33 1/3 RPM - 12""","-"
"SPR1021","R9441","Cassette tape","-"
"SPR1022","R10241","33 1/3 RPM - 12""","-"
"SPR1022","R10242","33 1/3 RPM - 12""","-"
"SPR1022","R10243","33 1/3 RPM - 12""","-"
"SPR1022","R10244","33 1/3 RPM - 12""","-"
"SPR1022","R10245","33 1/3 RPM - 12""","-"
"SPR1022","R10367","33 1/3 RPM - 12""","-"
"SPR1022","R10368","33 1/3 RPM - 12""","-"
"SPR1022","R10671","33 1/3 RPM - 12""","-"
"SPR1022","R10672","33 1/3 RPM - 12""","-"
"SPR1022","R12841","33 1/3 RPM - 12""","-"
"SPR1023","R13366","33 1/3 RPM - 12""","-"
"SPR1023","R9433","33 1/3 RPM - 12""","-"
"SPR1024","R5887","CD","-"
"SPR1026","R11550","78 RPM - 10""","-"
"SPR1026","R11551","78 RPM - 10""","-"
"SPR1026","R11560","78 RPM - 10""","-"
"SPR1026","R11561","78 RPM - 10""","-"
"SPR1026","R1619","78 RPM - 10""","-"
"SPR1026","R1620","78 RPM - 10""","-"
"SPR1026","R6807","33 1/3 RPM - 10""","-"
"SPR1027","R2945","Cassette tape","-"
"SPR1028","R892","33 1/3 RPM - 12""","-"
"SPR1029","M306","-","-"
"SPR1029","M678","-","-"
"SPR103","R13136","33 1/3 RPM - 12""","-"
"SPR103","R3861","33 1/3 RPM - 12""","-"
"SPR103","R528","33 1/3 RPM - 12""","-"
"SPR103","R5584","33 1/3 RPM - 12""","-"
"SPR103","R5593","33 1/3 RPM - 12""","-"
"SPR103","R6871","33 1/3 RPM - 12""","-"
"SPR103","R7683","8-track tape","-"
"SPR103","R8373","33 1/3 RPM - 12""","-"
"SPR103","R8595","33 1/3 RPM - 12""","-"
"SPR103","R9000","33 1/3 RPM - 12""","-"
"SPR1031","R6198","CD","-"
"SPR1032","R13403","CD","-"
"SPR1033","R10374","33 1/3 RPM - 12""","-"
"SPR1033","R10376","33 1/3 RPM - 12""","-"
"SPR1033","R10377","33 1/3 RPM - 12""","-"
"SPR1033","R10379","33 1/3 RPM - 12""","-"
"SPR1033","R7505","33 1/3 RPM - 12""","-"
"SPR1034","R4972","CD","-"
"SPR1036","R556","Cassette tape","-"
"SPR1037","R13172","78 RPM - 10""","-"
"SPR1038","M593","-","-"
"SPR1039","M758","-","-"
"SPR104","R5249","33 1/3 RPM - 12""","-"
"SPR1040","R13467","33 1/3 RPM - 12""","-"
"SPR1040","R2512","33 1/3 RPM - 12""","-"
"SPR1041","R15263","Cassette tape","-"
"SPR1041","R15264","33 1/3 RPM - 12""","-"
"SPR1042","R33","CD","-"
"SPR1043","M21","-","-"
"SPR1044","M36","-","-"
"SPR1045","M517","-","-"
"SPR1046","M772","-","-"
"SPR1047","M2","-","-"
"SPR1048","R3997","33 1/3 RPM - 12""","-"
"SPR105","M441","-","-"
"SPR1050","R678","33 1/3 RPM - 12""","-"
"SPR1051","R7615","45 RPM","-"
"SPR1052","R11125","CD","-"
"SPR1052","R11991","CD","-"
"SPR1053","R8557","Cassette tape","-"
"SPR1054","R15045","33 1/3 RPM - 12""","-"
"SPR1056","R7048","Cassette tape","-"
"SPR1057","R11400","78 RPM - 10""","-"
"SPR1057","R11401","78 RPM - 10""","-"
"SPR1058","R1566","45 RPM","-"
"SPR106","M723","-","-"
"SPR107","R12286","33 1/3 RPM - 12""","-"
"SPR107","R12287","33 1/3 RPM - 12""","-"
"SPR1070","R8279","CD","-"
"SPR1071","R2774","33 1/3 RPM - 12""","-"
"SPR1072","R290","78 RPM - 10""","-"
"SPR1072","R5404","78 RPM - 10""","-"
"SPR1072","R8396","78 RPM - 10""","-"
"SPR1072","R9187","78 RPM - 10""","-"
"SPR1073","R14836","78 RPM - 12""","-"
"SPR1073","R14837","78 RPM - 12""","-"
"SPR1074","R13116","33 1/3 RPM - 12""","-"
"SPR1075","R1003","CD","-"
"SPR1075","R1004","CD","-"
"SPR1075","R1005","CD","-"
"SPR1075","R1006","CD","-"
"SPR1075","R1007","CD","-"
"SPR1075","R10464","CD","-"
"SPR1075","R10465","CD","-"
"SPR1075","R10466","CD","-"
"SPR1075","R10615","CD","-"
"SPR1075","R123","CD","-"
"SPR1075","R12874","CD","-"
"SPR1075","R13758","CD","-"
"SPR1075","R13806","CD","-"
"SPR1075","R15157","CD","-"
"SPR1075","R1520","CD","-"
"SPR1075","R1521","CD","-"
"SPR1075","R1522","CD","-"
"SPR1075","R1523","CD","-"
"SPR1075","R1524","CD","-"
"SPR1075","R1525","CD","-"
"SPR1075","R1526","CD","-"
"SPR1075","R1527","CD","-"
"SPR1075","R1528","CD","-"
"SPR1075","R15501","CD","-"
"SPR1075","R1985","CD","-"
"SPR1075","R1986","CD","-"
"SPR1075","R1987","CD","-"
"SPR1075","R1988","CD","-"
"SPR1075","R1989","CD","-"
"SPR1075","R1990","CD","-"
"SPR1075","R2002","CD","-"
"SPR1075","R2003","CD","-"
"SPR1075","R2004","CD","-"
"SPR1075","R2005","CD","-"
"SPR1075","R2006","CD","-"
"SPR1075","R2007","CD","-"
"SPR1075","R2008","CD","-"
"SPR1075","R2011","CD","-"
"SPR1075","R2051","CD","-"
"SPR1075","R2052","CD","-"
"SPR1075","R2053","CD","-"
"SPR1075","R2054","CD","-"
"SPR1075","R2055","CD","-"
"SPR1075","R2056","CD","-"
"SPR1075","R2057","CD","-"
"SPR1075","R2058","CD","-"
"SPR1075","R2059","CD","-"
"SPR1075","R2089","CD","-"
"SPR1075","R2165","CD","-"
"SPR1075","R2166","CD","-"
"SPR1075","R2687","CD","-"
"SPR1075","R2781","CD","-"
"SPR1075","R352","CD","-"
"SPR1075","R353","CD","-"
"SPR1075","R354","CD","-"
"SPR1075","R3609","CD","-"
"SPR1075","R3610","CD","-"
"SPR1075","R3611","CD","-"
"SPR1075","R3826","CD","-"
"SPR1075","R3827","CD","-"
"SPR1075","R3828","CD","-"
"SPR1075","R3865","CD","-"
"SPR1075","R4356","CD","-"
"SPR1075","R4357","CD","-"
"SPR1075","R4358","CD","-"
"SPR1075","R4359","CD","-"
"SPR1075","R4360","CD","-"
"SPR1075","R4361","CD","-"
"SPR1075","R4753","CD","-"
"SPR1075","R4754","CD","-"
"SPR1075","R4755","CD","-"
"SPR1075","R4756","CD","-"
"SPR1075","R4757","CD","-"
"SPR1075","R4758","CD","-"
"SPR1075","R4759","CD","-"
"SPR1075","R4760","CD","-"
"SPR1075","R5326","CD","-"
"SPR1075","R5329","CD","-"
"SPR1075","R5332","CD","-"
"SPR1075","R5347","CD","-"
"SPR1075","R6342","CD","-"
"SPR1075","R636","CD","-"
"SPR1075","R637","CD","-"
"SPR1075","R638","CD","-"
"SPR1075","R6400","CD","-"
"SPR1075","R6401","CD","-"
"SPR1075","R6402","CD","-"
"SPR1075","R6403","CD","-"
"SPR1075","R6745","CD","-"
"SPR1075","R6746","CD","-"
"SPR1075","R6747","CD","-"
"SPR1075","R6748","CD","-"
"SPR1075","R6749","CD","-"
"SPR1075","R6750","CD","-"
"SPR1075","R6781","CD","-"
"SPR1075","R6886","CD","-"
"SPR1075","R6887","CD","-"
"SPR1075","R6888","CD","-"
"SPR1075","R765","CD","-"
"SPR1075","R766","CD","-"
"SPR1075","R767","CD","-"
"SPR1075","R768","CD","-"
"SPR1075","R769","CD","-"
"SPR1075","R8412","CD","-"
"SPR1075","R8413","CD","-"
"SPR1075","R8414","CD","-"
"SPR1075","R8415","CD","-"
"SPR1075","R8416","CD","-"
"SPR1075","R8417","CD","-"
"SPR1075","R857","CD","-"
"SPR1075","R858","CD","-"
"SPR1075","R859","CD","-"
"SPR1075","R860","CD","-"
"SPR1075","R861","CD","-"
"SPR1075","R862","CD","-"
"SPR1075","R863","CD","-"
"SPR1075","R9581","CD","-"
"SPR1075","R9592","CD","-"
"SPR1075","R9664","CD","-"
"SPR1075","R9665","CD","-"
"SPR1075","R9666","CD","-"
"SPR1075","R9667","CD","-"
"SPR1075","R9668","CD","-"
"SPR1075","R9823","CD","-"
"SPR1076","R9078","33 1/3 RPM - 12""","-"
"SPR1077","R4245","Cassette tape","-"
"SPR1078","R10260","78 RPM - 10""","-"
"SPR1078","R11252","33 1/3 RPM - 12""","-"
"SPR1078","R12034","33 1/3 RPM - 12""","-"
"SPR1078","R12283","78 RPM - 10""","-"
"SPR1078","R13138","33 1/3 RPM - 12""","-"
"SPR1078","R13640","78 RPM - 10""","-"
"SPR1078","R13724","78 RPM - 10""","-"
"SPR1078","R13725","45 RPM","-"
"SPR1078","R13952","78 RPM - 10""","-"
"SPR1078","R14922","78 RPM - 10""","-"
"SPR1078","R1864","78 RPM - 10""","-"
"SPR1078","R3496","78 RPM - 10""","-"
"SPR1078","R3857","78 RPM - 10""","-"
"SPR1078","R4101","78 RPM - 10""","-"
"SPR1078","R5235","33 1/3 RPM - 12""","-"
"SPR1078","R5667","78 RPM - 10""","-"
"SPR1078","R6346","78 RPM - 10""","-"
"SPR1078","R827","33 1/3 RPM - 12""","-"
"SPR1078","R8573","33 1/3 RPM - 12""","-"
"SPR1079","R10423","33 1/3 RPM - 12""","-"
"SPR1079","R10616","CD","-"
"SPR1079","R128","CD","-"
"SPR1079","R6785","33 1/3 RPM - 12""","-"
"SPR1079","R8683","CD","-"
"SPR108","R15130","CD","-"
"SPR1080","R7757","CD","-"
"SPR1081","M716","-","-"
"SPR1082","R10825","Cassette tape","-"
"SPR1082","R10826","CD","-"
"SPR1082","R11249","CD","-"
"SPR1082","R11389","Cassette tape","-"
"SPR1082","R15411","CD","-"
"SPR1082","R1744","CD","-"
"SPR1082","R2330","CD","-"
"SPR1082","R2331","Cassette tape","-"
"SPR1082","R2439","Cassette tape","-"
"SPR1082","R2440","CD","-"
"SPR1082","R4368","CD","-"
"SPR1082","R5103","Cassette tape","-"
"SPR1082","R5104","CD","-"
"SPR1082","R562","CD","-"
"SPR1082","R8790","CD","-"
"SPR1082","R888","CD","-"
"SPR1083","R808","Cassette tape","-"
"SPR1084","R8593","33 1/3 RPM - 12""","-"
"SPR1085","R6441","78 RPM - 10""","-"
"SPR1086","R5906","33 1/3 RPM - 12""","-"
"SPR1087","R6653","33 1/3 RPM - 12""","-"
"SPR1088","R13164","CD","-"
"SPR1089","R12361","CD","-"
"SPR109","R11592","33 1/3 RPM - 12""","-"
"SPR1090","R12531","78 RPM - 10""","-"
"SPR1090","R12535","78 RPM - 10""","-"
"SPR1090","R12536","78 RPM - 10""","-"
"SPR1091","R1643","33 1/3 RPM - 12""","-"
"SPR1092","R6839","Cassette tape","-"
"SPR1093","R6838","78 RPM - 10""","-"
"SPR1094","R15439","78 RPM - 10""","-"
"SPR1095","R9582","33 1/3 RPM - 7""","-"
"SPR1096","R2867","CD","-"
"SPR1096","R7670","Cassette tape","-"
"SPR1096","R7671","CD","-"
"SPR1096","R9855","Cassette tape","-"
"SPR1096","R9856","CD","-"
"SPR1097","R11759","33 1/3 RPM - 12""","-"
"SPR1097","R11760","33 1/3 RPM - 12""","-"
"SPR1097","R13706","33 1/3 RPM - 12""","-"
"SPR1097","R13707","33 1/3 RPM - 12""","-"
"SPR1097","R13753","33 1/3 RPM - 12""","-"
"SPR1097","R14872","33 1/3 RPM - 12""","-"
"SPR1097","R14873","33 1/3 RPM - 12""","-"
"SPR1097","R14991","45 RPM","-"
"SPR1097","R15391","33 1/3 RPM - 12""","-"
"SPR1097","R15393","33 1/3 RPM - 12""","-"
"SPR1097","R9065","33 1/3 RPM - 12""","-"
"SPR1097","R9066","33 1/3 RPM - 12""","-"
"SPR1097","R9373","33 1/3 RPM - 12""","-"
"SPR1098","R14185","CD","-"
"SPR11","R6554","33 1/3 RPM - 12""","-"
"SPR110","M713","-","-"
"SPR1100","R12119","33 1/3 RPM - 10""","-"
"SPR1100","R6469","45 RPM","-"
"SPR1101","R4461","33 1/3 RPM - 12""","-"
"SPR1102","R2891","33 1/3 RPM - 12""","-"
"SPR1102","R2892","33 1/3 RPM - 12""","-"
"SPR1103","R8301","33 1/3 RPM - 12""","-"
"SPR1104","R13370","CD","-"
"SPR1104","R8983","CD","-"
"SPR1105","R2295","33 1/3 RPM - 12""","-"
"SPR1105","R2297","33 1/3 RPM - 12""","-"
"SPR1105","R7441","33 1/3 RPM - 12""","-"
"SPR1105","R7442","33 1/3 RPM - 12""","-"
"SPR1106","R2167","33 1/3 RPM - 12""","-"
"SPR1107","R2061","33 1/3 RPM - 12""","-"
"SPR1108","R2342","33 1/3 RPM - 12""","-"
"SPR1109","R3519","Cassette tape","-"
"SPR111","R9324","33 1/3 RPM - 12""","-"
"SPR1110","R13958","33 1/3 RPM - 12""","-"
"SPR1111","R6959","Cassette tape","-"
"SPR1111","R6960","33 1/3 RPM - 12""","-"
"SPR1111","R6961","33 1/3 RPM - 12""","-"
"SPR1112","R10118","CD","-"
"SPR1112","R13620","CD","-"
"SPR1112","R5978","CD","-"
"SPR1112","R6937","CD","-"
"SPR1112","R9331","CD","-"
"SPR1113","R10930","78 RPM - 10""","-"
"SPR1113","R1141","78 RPM - 10""","-"
"SPR1113","R14756","78 RPM - 10""","-"
"SPR1113","R15135","78 RPM - 10""","-"
"SPR1113","R5580","78 RPM - 10""","-"
"SPR1113","R990","78 RPM - 10""","-"
"SPR1114","R13373","33 1/3 RPM - 12""","-"
"SPR1115","R12957","Cassette tape","-"
"SPR1116","R12104","Cassette tape","-"
"SPR1117","R7032","33 1/3 RPM - 12""","-"
"SPR1118","R3954","78 RPM - 10""","-"
"SPR1119","R15281","78 RPM - 10""","-"
"SPR112","M714","-","-"
"SPR1120","R10467","78 RPM - 10""","-"
"SPR1120","R12896","33 1/3 RPM - 10""","-"
"SPR1120","R13601","45 RPM","-"
"SPR1120","R13833","78 RPM - 10""","-"
"SPR1120","R8379","33 1/3 RPM - 12""","-"
"SPR1121","R8590","Cassette tape","-"
"SPR1121","R8591","33 1/3 RPM - 12""","-"
"SPR1122","M763","-","-"
"SPR1123","R12337","33 1/3 RPM - 12""","-"
"SPR1124","R13","33 1/3 RPM - 12""","-"
"SPR1125","R2456","45 RPM","-"
"SPR1125","R2457","33 1/3 RPM - 12""","-"
"SPR1125","R2458","78 RPM - 10""","-"
"SPR1125","R9589","45 RPM","-"
"SPR1125","R9590","33 1/3 RPM - 12""","-"
"SPR1125","R9591","78 RPM - 10""","-"
"SPR1126","R1372","78 RPM - 10""","-"
"SPR1126","R13839","78 RPM - 10""","-"
"SPR1126","R14181","78 RPM - 10""","-"
"SPR1126","R1496","78 RPM - 10""","-"
"SPR1126","R5302","78 RPM - 10""","-"
"SPR1126","R6265","78 RPM - 10""","-"
"SPR1126","R7229","78 RPM - 10""","-"
"SPR1126","R8427","78 RPM - 10""","-"
"SPR1127","R10279","CD","-"
"SPR1127","R10280","Cassette tape","-"
"SPR1127","R13735","Cassette tape","-"
"SPR1127","R13736","33 1/3 RPM - 12""","-"
"SPR1127","R13738","CD","-"
"SPR1128","R15279","CD","-"
"SPR1129","R15289","33 1/3 RPM - 12""","-"
"SPR113","M570","-","-"
"SPR1130","R1441","33 1/3 RPM - 12""","-"
"SPR1130","R14727","33 1/3 RPM - 12""","-"
"SPR1131","R10714","33 1/3 RPM - 12""","-"
"SPR1132","R4737","CD","-"
"SPR1133","R2911","33 1/3 RPM - 12""","-"
"SPR1134","R11701","33 1/3 RPM - 12""","-"
"SPR1135","R10822","Cassette tape","-"
"SPR1135","R7117","Cassette tape","-"
"SPR1135","R7118","33 1/3 RPM - 12""","-"
"SPR1136","R6490","45 RPM","-"
"SPR1137","R13796","CD","-"
"SPR1138","R1317","78 RPM - 10""","-"
"SPR1139","R7627","Cassette tape","-"
"SPR1140","R4568","78 RPM - 10""","-"
"SPR1140","R4808","78 RPM - 10""","-"
"SPR1140","R5860","78 RPM - 10""","-"
"SPR1140","R676","78 RPM - 10""","-"
"SPR1140","R6966","78 RPM - 10""","-"
"SPR1140","R7388","78 RPM - 10""","-"
"SPR1141","R12131","33 1/3 RPM - 12""","-"
"SPR1141","R7205","33 1/3 RPM - 12""","-"
"SPR1142","R2432","Cassette tape","-"
"SPR1142","R2433","CD","-"
"SPR1143","R13730","33 1/3 RPM - 12""","-"
"SPR1143","R13848","33 1/3 RPM - 12""","-"
"SPR1144","R11827","Cassette tape","-"
"SPR1144","R11837","Cassette tape","-"
"SPR1144","R12469","Cassette tape","-"
"SPR1144","R12470","Cassette tape","-"
"SPR1144","R12484","Cassette tape","-"
"SPR1144","R13832","33 1/3 RPM - 12""","-"
"SPR1144","R14","33 1/3 RPM - 12""","-"
"SPR1144","R14839","33 1/3 RPM - 12""","-"
"SPR1144","R15042","33 1/3 RPM - 12""","-"
"SPR1144","R15520","Cassette tape","-"
"SPR1144","R2980","Cassette tape","-"
"SPR1144","R5668","Cassette tape","-"
"SPR1144","R6080","Cassette tape","-"
"SPR1144","R67","8-track tape","-"
"SPR1144","R68","33 1/3 RPM - 12""","-"
"SPR1144","R73","33 1/3 RPM - 12""","-"
"SPR1144","R733","Cassette tape","-"
"SPR1144","R7459","33 1/3 RPM - 12""","-"
"SPR1144","R7460","33 1/3 RPM - 12""","-"
"SPR1144","R81","33 1/3 RPM - 12""","-"
"SPR1144","R8949","Cassette tape","-"
"SPR1144","R9118","33 1/3 RPM - 12""","-"
"SPR1144","R9458","33 1/3 RPM - 12""","-"
"SPR1144","R9544","Cassette tape","-"
"SPR1144","R9789","Cassette tape","-"
"SPR1144","R9790","Cassette tape","-"
"SPR1145","R7681","Cassette tape","-"
"SPR1146","R8843","33 1/3 RPM - 12""","-"
"SPR1147","R9710","45 RPM","-"
"SPR1148","R62","CD","-"
"SPR1148","R63","Cassette tape","-"
"SPR1148","R64","Cassette tape","-"
"SPR1149","R7337","CD","-"
"SPR115","M748","-","-"
"SPR1150","R15515","CD","-"
"SPR1151","R10753","45 RPM","-"
"SPR1151","R10754","78 RPM - 7""","-"
"SPR1151","R12036","45 RPM","-"
"SPR1151","R12037","78 RPM - 8""","-"
"SPR1151","R12262","78 RPM - 7""","-"
"SPR1151","R12309","78 rpm record","-"
"SPR1151","R12311","78 RPM - 10""","-"
"SPR1151","R12344","45 RPM","-"
"SPR1151","R12345","78 RPM - 10""","-"
"SPR1151","R12603","78 rpm record","-"
"SPR1151","R12604","78 RPM - 10""","-"
"SPR1151","R13374","45 RPM","-"
"SPR1151","R13380","78 RPM - 7""","-"
"SPR1151","R13381","78 RPM - 8""","-"
"SPR1151","R14720","45 RPM","-"
"SPR1151","R14721","45 RPM","-"
"SPR1151","R2454","78 rpm record","-"
"SPR1151","R4941","45 RPM","-"
"SPR1151","R4959","78 RPM - 10""","-"
"SPR1151","R4966","45 RPM","-"
"SPR1151","R5418","78 rpm record","-"
"SPR1151","R7638","78 RPM - 7""","-"
"SPR1151","R7639","78 rpm record","-"
"SPR1151","R8579","78 RPM - 10""","-"
"SPR1151","R8635","78 RPM - 7""","-"
"SPR1151","R8636","78 rpm record","-"
"SPR1151","R8637","78 rpm record","-"
"SPR1151","R8638","78 RPM - 7""","-"
"SPR1151","R8639","78 RPM - 10""","-"
"SPR1151","R9891","78 rpm record","-"
"SPR1151","R9892","78 RPM - 10""","-"
"SPR1152","R12310","45 RPM","-"
"SPR1152","R1598","33 1/3 RPM - 7""","-"
"SPR1153","R3203","CD","-"
"SPR1153","R4480","CD","-"
"SPR1153","R8817","CD","-"
"SPR1155","R9882","Cassette tape","-"
"SPR1156","R1695","Cassette tape","-"
"SPR1157","R6732","33 1/3 RPM - 12""","-"
"SPR1158","R15178","33 1/3 RPM - 12""","-"
"SPR1158","R4715","33 1/3 RPM - 12""","-"
"SPR1158","R7289","33 1/3 RPM - 12""","-"
"SPR1158","R7290","33 1/3 RPM - 12""","-"
"SPR1158","R9815","33 1/3 RPM - 12""","-"
"SPR1159","R8546","78 RPM - 10""","-"
"SPR116","R9414","33 1/3 RPM - 10""","-"
"SPR1160","R7050","78 RPM - 10""","-"
"SPR1161","R4951","33 1/3 RPM - 7""","-"
"SPR1162","R10675","CD","-"
"SPR1163","R1327","33 1/3 RPM - 12""","-"
"SPR1163","R4436","78 RPM - 10""","-"
"SPR1163","R4437","78 RPM - 10""","-"
"SPR1163","R6317","33 1/3 RPM - 12""","-"
"SPR1163","R7241","78 RPM - 10""","-"
"SPR1163","R7242","78 RPM - 10""","-"
"SPR1164","R15340","33 1/3 RPM - 12""","-"
"SPR1165","S860","-","Lambert 110 (2 min)"
"SPR1165","S861","-","Lambert 111 (2 min)"
"SPR1165","S862","-","Lambert 148 (2 min)"
"SPR1165","S863","-","Lambert 150 (2 min)"
"SPR1165","S864","-","Lambert 167 (2 min)"
"SPR1166","R7415","Cassette tape","-"
"SPR1166","R810","Cassette tape","-"
"SPR1167","R8754","33 1/3 RPM - 12""","-"
"SPR1168","R8597","33 1/3 RPM - 12""","-"
"SPR1169","R12926","CD","-"
"SPR1169","R15196","CD","-"
"SPR1169","R15198","Cassette tape","-"
"SPR1169","R1533","Cassette tape","-"
"SPR117","R6468","45 RPM","-"
"SPR1170","R14811","33 1/3 RPM - 12""","-"
"SPR1171","R211","33 1/3 RPM - 12""","-"
"SPR1172","R14845","33 1/3 RPM - 12""","-"
"SPR1173","R13382","Cassette tape","-"
"SPR1174","R12965","33 1/3 RPM - 12""","-"
"SPR1174","R15148","33 1/3 RPM - 12""","-"
"SPR1174","R2379","33 1/3 RPM - 10""","-"
"SPR1174","R2388","33 1/3 RPM - 12""","-"
"SPR1174","R2426","33 1/3 RPM - 12""","-"
"SPR1174","R565","78 RPM - 10""","-"
"SPR1174","R7493","78 RPM - 10""","-"
"SPR1175","R12632","CD","-"
"SPR1176","R11485","33 1/3 RPM - 12""","-"
"SPR1176","R11777","33 1/3 RPM - 12""","-"
"SPR1176","R12444","CD","-"
"SPR1176","R13573","33 1/3 RPM - 12""","-"
"SPR1177","R7790","45 RPM","-"
"SPR1178","R4752","33 1/3 RPM - 10""","-"
"SPR1178","R5216","33 1/3 RPM - 10""","-"
"SPR1178","R823","33 1/3 RPM - 10""","-"
"SPR1178","R9714","33 1/3 RPM - 10""","-"
"SPR1179","R12498","CD","-"
"SPR1179","R12524","CD","-"
"SPR118","R6695","33 1/3 RPM - 12""","-"
"SPR1180","R1093","33 1/3 RPM - 12""","-"
"SPR1180","R1094","CD","-"
"SPR1180","R13277","33 1/3 RPM - 12""","-"
"SPR1180","R13280","Cassette tape","-"
"SPR1180","R13281","CD","-"
"SPR1180","R13869","CD","-"
"SPR1180","R7380","33 1/3 RPM - 12""","-"
"SPR1180","R7382","CD","-"
"SPR1180","R8630","CD","-"
"SPR1180","R8631","Cassette tape","-"
"SPR1180","R8632","33 1/3 RPM - 12""","-"
"SPR1181","R5581","33 1/3 RPM - 12""","-"
"SPR1182","R9117","33 1/3 RPM - 12""","-"
"SPR1183","R2773","CD","-"
"SPR1184","R10817","33 1/3 RPM - 12""","-"
"SPR1185","R13576","33 1/3 RPM - 12""","-"
"SPR1186","R11238","33 1/3 RPM - 12""","-"
"SPR1186","R11239","33 1/3 RPM - 12""","-"
"SPR1186","R4059","33 1/3 RPM - 12""","-"
"SPR1186","R7385","33 1/3 RPM - 12""","-"
"SPR1189","R8958","33 1/3 RPM - 12""","-"
"SPR119","R10348","33 1/3 RPM - 12""","-"
"SPR119","R12662","33 1/3 RPM - 12""","-"
"SPR119","R12665","33 1/3 RPM - 12""","-"
"SPR119","R12891","33 1/3 RPM - 12""","-"
"SPR119","R13641","33 1/3 RPM - 12""","-"
"SPR119","R6285","33 1/3 RPM - 12""","-"
"SPR119","R8543","33 1/3 RPM - 12""","-"
"SPR1190","R44","Cassette tape","-"
"SPR1190","R45","Cassette tape","-"
"SPR1190","R48","Cassette tape","-"
"SPR1190","R49","Cassette tape","-"
"SPR1190","R50","Cassette tape","-"
"SPR1190","R51","Cassette tape","-"
"SPR1190","R52","Cassette tape","-"
"SPR1190","R53","Cassette tape","-"
"SPR1190","R54","Cassette tape","-"
"SPR1190","R55","Cassette tape","-"
"SPR1190","R56","Cassette tape","-"
"SPR1190","R57","Cassette tape","-"
