"sponsorID","trackID","recordFormat","recordNumber"
"SPR457","S3149","-","Co E3773"
"SPR457","S315","-","Co 8i17-F, 13382"
"SPR457","S3150","-","Co E3768"
"SPR457","S3151","-","Co E3768"
"SPR457","S3152","-","Co E3769"
"SPR457","S3153","-","Co E3769"
"SPR457","S3154","-","Co E3772"
"SPR457","S3155","-","Co E3772"
"SPR457","S3156","-","Co E3855"
"SPR457","S3157","-","Co E3882"
"SPR457","S3158","-","Co E3882"
"SPR457","S3159","-","Co E3855"
"SPR457","S316","-","Co 8117-F, 13382"
"SPR457","S3160","-","Co E4188"
"SPR457","S3161","-","Co E4245"
"SPR457","S3162","-","Co E4188"
"SPR457","S3163","-","Co E4245"
"SPR457","S3164","-","Co E4164"
"SPR457","S3165","-","Co E4164"
"SPR457","S3166","-","Co E7041"
"SPR457","S3167","-","Co E4930"
"SPR457","S3168","-","Co E4930"
"SPR457","S3169","-","Co E4971"
"SPR457","S317","-","Co 8119-F"
"SPR457","S3170","-","Co E7036"
"SPR457","S3171","-","Co E7036"
"SPR457","S3172","-","Co E4971"
"SPR457","S3173","-","Co E7041"
"SPR457","S3174","-","Co E7172, 27237-F"
"SPR457","S3175","-","Co E7172, 27237-F"
"SPR457","S3176","-","Co E7094"
"SPR457","S3177","-","Co E7094"
"SPR457","S3178","-","Co E7165, 20216-F"
"SPR457","S3179","-","Co E7276"
"SPR457","S318","-","Co 8119-F"
"SPR457","S3180","-","Co E7165, 20216-F"
"SPR457","S3181","-","Co E7276"
"SPR457","S3182","-","Co E7307"
"SPR457","S3183","-","Co E7259"
"SPR457","S3184","-","Co E7308"
"SPR457","S3185","-","Co E7259"
"SPR457","S3186","-","Co E7316"
"SPR457","S3187","-","Co E7316"
"SPR457","S3188","-","Co E7266"
"SPR457","S3189","-","Co E7266"
"SPR457","S319","-","Co 8123-F, DB233"
"SPR457","S3190","-","Co E7318"
"SPR457","S3191","-","Co E7318"
"SPR457","S3192","-","Co E7378, 20223-F"
"SPR457","S3193","-","Co E7378, 20223-F"
"SPR457","S3194","-","Co E7380"
"SPR457","S3195","-","Co E7380"
"SPR457","S3196","-","Co E7428"
"SPR457","S3197","-","Co E7457"
"SPR457","S3198","-","Co E7457"
"SPR457","S3199","-","Co E7428"
"SPR457","S320","-","Co 8123-F, DB233"
"SPR457","S3200","-","Co E7426, 20203-F"
"SPR457","S3201","-","Co E7426, 20203-F"
"SPR457","S3202","-","Co E7459, 20232-F"
"SPR457","S3203","-","Co E7459, 20232-F"
"SPR457","S3204","-","Co E7508"
"SPR457","S3205","-","Co E7508"
"SPR457","S3206","-","Co E7522"
"SPR457","S3207","-","Co E7522"
"SPR457","S3208","-","Co E7555, 20210-F"
"SPR457","S3209","-","Co E7555, 20210-F"
"SPR457","S321","-","Co 8126-F"
"SPR457","S3210","-","Co E7562"
"SPR457","S3211","-","Co E7562"
"SPR457","S3212","-","Co E761i"
"SPR457","S3213","-","Co E7611"
"SPR457","S3214","-","Co E7750"
"SPR457","S3215","-","Co E7750"
"SPR457","S3216","-","Co E7644, 20227-F"
"SPR457","S3217","-","Co E7644, 20227-F"
"SPR457","S3218","-","Co E7659"
"SPR457","S3219","-","Co E7659"
"SPR457","S322","-","Co 8126-F"
"SPR457","S3220","-","Co E7645"
"SPR457","S3221","-","Co E7645"
"SPR457","S3222","-","Co E7731"
"SPR457","S3223","-","Co E7688, 20231-F"
"SPR457","S3224","-","Co E7731"
"SPR457","S3225","-","Co E7688, 20231-F"
"SPR457","S3226","-","Co E7790"
"SPR457","S3227","-","Co E7790"
"SPR457","S3228","-","Co E7753, 20222-F"
"SPR457","S3229","-","Co E7753, 20222-F"
"SPR457","S323","-","Co 8133-F, 16074"
"SPR457","S3230","-","Co E7900"
"SPR457","S3231","-","Co E9026"
"SPR457","S3232","-","Co E9026"
"SPR457","S3233","-","Co E7991"
"SPR457","S3234","-","Co E7900"
"SPR457","S3235","-","Co E7991"
"SPR457","S3236","-","Co E7965"
"SPR457","S3237","-","Co E7912"
"SPR457","S3238","-","Co E7912"
"SPR457","S3239","-","Co E7965"
"SPR457","S324","-","Co 8133-F, 16074"
"SPR457","S3240","-","Co E7938"
"SPR457","S3241","-","Co E7938"
"SPR457","S3242","-","Co E7983"
"SPR457","S3243","-","Co E7983"
"SPR457","S3244","-","Co E9054"
"SPR457","S3245","-","Co E9054"
"SPR457","S3246","-","Co E9073"
"SPR457","S3247","-","Co E9073"
"SPR457","S3248","-","Co E9089, 20228-F"
"SPR457","S3249","-","Co E9089, 20228-F"
"SPR457","S325","-","Co 8139-F"
"SPR457","S3250","-","Co 20003-F"
"SPR457","S3251","-","Co 20003-F"
"SPR457","S3252","-","Co E9088"
"SPR457","S3253","-","Co E9088"
"SPR457","S3254","-","Co 27001-F"
"SPR457","S3255","-","Co 27001-F"
"SPR457","S3256","-","Co 8006-F"
"SPR457","S3257","-","Co 8002-F"
"SPR457","S3258","-","Co 8002-F"
"SPR457","S3259","-","Co 20009-F"
"SPR457","S326","-","Co 8139-F"
"SPR457","S3260","-","Co 20009-F"
"SPR457","S3261","-","Co 8012-F"
"SPR457","S3262","-","Co 80i2-F"
"SPR457","S3263","-","Co 20011-F"
"SPR457","S3264","-","Co 2001i-F"
"SPR457","S3265","-","Co 200i2-F"
"SPR457","S3266","-","Co 20012-F"
"SPR457","S3267","-","Co 27016-F"
"SPR457","S3268","-","Co 27016-F"
"SPR457","S3269","-","Co 27012-F"
"SPR457","S327","-","Co 8147-F"
"SPR457","S3270","-","Co 27012-F"
"SPR457","S3271","-","Co 20021-F"
"SPR457","S3272","-","Co 20021-F"
"SPR457","S3273","-","Co 27013-F"
"SPR457","S3274","-","Co 27013-F"
"SPR457","S3275","-","Co 20025-F"
"SPR457","S3276","-","Co 20025-F"
"SPR457","S3277","-","Co 20055-F"
"SPR457","S3278","-","Co 20057-F"
"SPR457","S3279","-","Co 20033-F"
"SPR457","S328","-","Co 8147-F"
"SPR457","S3280","-","Co 20033-F"
"SPR457","S3281","-","Co 20051-F"
"SPR457","S3282","-","Co 20051-F"
"SPR457","S3283","-","Co 20055-F"
"SPR457","S3284","-","Co 20057-F"
"SPR457","S3285","-","Co 20047-F"
"SPR457","S3286","-","Co 20047-F"
"SPR457","S3287","-","Co 8007-F"
"SPR457","S3288","-","Co 8041-F"
"SPR457","S3289","-","Co 8060-F"
"SPR457","S329","-","Co 8151-F, 13371, DB66"
"SPR457","S3290","-","Co 8060-F"
"SPR457","S3291","-","Co 20001-F"
"SPR457","S3292","-","Co 20001-F"
"SPR457","S3293","-","Co 20017-F"
"SPR457","S3294","-","Co 20017-F"
"SPR457","S3295","-","Co 20019-F"
"SPR457","S3296","-","Co 20019-F"
"SPR457","S3297","-","Co 20028-F"
"SPR457","S3298","-","Co 20028-F"
"SPR457","S3299","-","Co 20037-F"
"SPR457","S330","-","Co 8151-F, 13371, DB66"
"SPR457","S3300","-","Co 20037-F"
"SPR457","S3301","-","Co 20041-F"
"SPR457","S3302","-","Co 20041-F"
"SPR457","S3303","-","Co 27004-F"
"SPR457","S3304","-","Co 27004-F"
"SPR457","S3305","-","Co 27005-F"
"SPR457","S3306","-","Co 27005-F"
"SPR457","S3307","-","Co 27024-F"
"SPR457","S3308","-","Co 27024-F"
"SPR457","S331","-","Co 8153-F"
"SPR457","S332","-","Co 8153-F"
"SPR457","S333","-","Co 8161-F, 5092, 13368"
"SPR457","S3338","-","Co 20071-F"
"SPR457","S3339","-","Co 20072-F"
"SPR457","S334","-","Co 8161-F, 5092, 13368"
"SPR457","S3340","-","Co 20072-F"
"SPR457","S3341","-","Co 20071-F"
"SPR457","S3342","-","Co 27043-F"
"SPR457","S3343","-","Co 27044-F"
"SPR457","S3344","-","Co 27044-F"
"SPR457","S3345","-","Co 27043-F"
"SPR457","S3346","-","Co 20074-F"
"SPR457","S3347","-","Co 20075-F"
"SPR457","S3348","-","Co 20074-F"
"SPR457","S3349","-","Co 20075-F"
"SPR457","S335","-","Co 8166-F"
"SPR457","S3350","-","Co 27056-F"
"SPR457","S3351","-","Co 27056-F"
"SPR457","S3352","-","Co 27051-F"
"SPR457","S3353","-","Co 27051-F"
"SPR457","S3354","-","Co 20076-F"
"SPR457","S3355","-","Co 20076-F"
"SPR457","S3356","-","Co 20078-F"
"SPR457","S3357","-","Co 20078-F"
"SPR457","S3358","-","Co 20081-F"
"SPR457","S3359","-","Co 27066-F"
"SPR457","S336","-","Co 8166-F"
"SPR457","S3360","-","Co 20084-F, X7683"
"SPR457","S3361","-","Co 20084-F, X7683"
"SPR457","S3362","-","Co 20081-F"
"SPR457","S3363","-","Co 20085-F"
"SPR457","S3364","-","Co 27066-F"
"SPR457","S3365","-","Co 20085-F"
"SPR457","S3366","-","Co 20089-F"
"SPR457","S3367","-","Co 20089-F"
"SPR457","S3368","-","Co 20090-F"
"SPR457","S3369","-","Co 20090-F"
"SPR457","S337","-","Co 8169-F"
"SPR457","S3370","-","Co 20094-F"
"SPR457","S3371","-","Co 20094-F"
"SPR457","S3372","-","Co 27081-F"
"SPR457","S3373","-","Co 27081-F"
"SPR457","S3374","-","Co 20096-F"
"SPR457","S3375","-","Co 20111-F"
"SPR457","S3376","-","Co 20107-F"
"SPR457","S3377","-","Co 20096-F"
"SPR457","S3378","-","Co 20099-F"
"SPR457","S3379","-","Co 20107-F"
"SPR457","S338","-","Co 8169-F"
"SPR457","S3380","-","Co 20099-F"
"SPR457","S3381","-","Co 20111-F"
"SPR457","S339","-","Co 8172-F"
"SPR457","S340","-","Co 8172-F"
"SPR457","S341","-","Co 8173-F, 16105"
"SPR457","S3415","-","Co 27121-F"
"SPR457","S3416","-","Co 27121-F"
"SPR457","S3417","-","Co 20126-F"
"SPR457","S3418","-","Co 20126-F"
"SPR457","S342","-","Co 8173-F, 16105"
"SPR457","S3423","-","Co 20129-F"
"SPR457","S3424","-","Co 20129-F"
"SPR457","S3425","-","Co 27130-F"
"SPR457","S3426","-","Co 27130-F"
"SPR457","S3427","-","Co 27144-'F"
"SPR457","S3428","-","Co 27144-F"
"SPR457","S3429","-","Co 20134-F"
"SPR457","S343","-","Co 8176-F"
"SPR457","S3430","-","Co 20134-F"
"SPR457","S3431","-","Co 20150-F"
"SPR457","S3432","-","Co 20150-F"
"SPR457","S3437","-","Co 20167-F"
"SPR457","S3438","-","Co 20167-F"
"SPR457","S3439","-","Co 20165-F"
"SPR457","S344","-","Co 8176-F"
"SPR457","S3440","-","Co 20165-F"
"SPR457","S3445","-","Co 27265-F"
"SPR457","S3446","-","Co 27265-F"
"SPR457","S3447","-","Co 20186-F"
"SPR457","S3448","-","Co 20186-F"
"SPR457","S3449","-","Co 20294-F"
"SPR457","S345","-","Co 8177-F"
"SPR457","S3450","-","Co 20297-F"
"SPR457","S3451","-","Co 20297-F"
"SPR457","S3452","-","Co 20294-F"
"SPR457","S3453","-","Co E1887"
"SPR457","S3454","-","Co E2126"
"SPR457","S3455","-","Co E1886"
"SPR457","S3456","-","Co"
"SPR457","S3457","-","Co E2126"
"SPR457","S3458","-","Co E1887"
"SPR457","S346","-","Co 8178-F"
"SPR457","S347","-","Co 8178-F"
"SPR457","S348","-","Co 8177-F"
"SPR457","S3485","-","Co E3488"
"SPR457","S3486","-","Co E3491"
"SPR457","S3487","-","Co E3491"
"SPR457","S3488","-","Co E3529"
"SPR457","S3489","-","Co E3529"
"SPR457","S349","-","Co 8181-F, 16221"
"SPR457","S3490","-","Co E3530"
"SPR457","S3491","-","Co E3530"
"SPR457","S3492","-","Co E3856"
"SPR457","S3493","-","Co E4244"
"SPR457","S350","-","Co 8181-F, 16221"
"SPR457","S351","-","Co 8184-F, DB67"
"SPR457","S352","-","Co 8184-F, DB67"
"SPR457","S3521","-","Co E3106"
"SPR457","S3522","-","Co E3142"
"SPR457","S3523","-","Co E3106"
"SPR457","S3524","-","Co E3142"
"SPR457","S3525","-","Co E3668"
"SPR457","S353","-","Co rej"
"SPR457","S354","-","Co 8188-F, DB68"
"SPR457","S355","-","Co 8188-F, DB68"
"SPR457","S356","-","Co 8185-F"
"SPR457","S3561","-","Co E2820"
"SPR457","S3562","-","Co rej"
"SPR457","S3563","-","Co E3105"
"SPR457","S3564","-","Co E3141"
"SPR457","S3565","-","Co E3277"
"SPR457","S3566","-","Co E3277"
"SPR457","S3567","-","Co E5052 (12'')"
"SPR457","S357","-","Co 8185-F"
"SPR457","S3570","-","Co E3722"
"SPR457","S3571","-","Co E3722"
"SPR457","S3573","-","Co E7015"
"SPR457","S3574","-","Co E7015"
"SPR457","S3575","-","Co E7088"
"SPR457","S3576","-","Co E7366"
"SPR457","S3577","-","Co E7366"
"SPR457","S3578","-","Co E7088"
"SPR457","S358","-","Co 8194-F"
"SPR457","S3580","-","Co E7400"
"SPR457","S3581","-","Co E7507"
"SPR457","S3582","-","Co E7400"
"SPR457","S3583","-","Co E7507"
"SPR457","S3584","-","Co E7553, 8209-F"
"SPR457","S3585","-","Co E7627"
"SPR457","S3586","-","Co E7553, 8209-F"
"SPR457","S3587","-","Co E7608"
"SPR457","S3588","-","Co E7608"
"SPR457","S3589","-","Co E7627"
"SPR457","S359","-","Co 8194-F"
"SPR457","S3590","-","Co E7691"
"SPR457","S3591","-","Co E7691"
"SPR457","S3592","-","Co E7781"
"SPR457","S3593","-","Co E7781"
"SPR457","S3594","-","Co E7802"
"SPR457","S3595","-","Co E7802"
"SPR457","S3598","-","Co E7979"
"SPR457","S3599","-","Co E7908"
"SPR457","S360","-","Co 8195-F"
"SPR457","S3600","-","Co E7908"
"SPR457","S3601","-","Co E7979"
"SPR457","S3604","-","Co E9102"
"SPR457","S3605","-","Co E9038"
"SPR457","S3606","-","Co E9038"
"SPR457","S3607","-","Co E9102"
"SPR457","S361","-","Co 8195-F"
"SPR457","S3610","-","Co 8010-F"
"SPR457","S3611","-","Co 8010-F"
"SPR457","S3616","-","Co 8031-F"
"SPR457","S3617","-","Co 8031-F"
"SPR457","S3618","-","Co 8059-F"
"SPR457","S3619","-","Co 8059-F"
"SPR457","S362","-","Co 8202-F"
"SPR457","S3620","-","Co 8067-F"
"SPR457","S3621","-","Co 8067-F"
"SPR457","S3622","-","Co 8094-F"
"SPR457","S3623","-","Co 8094-F"
"SPR457","S3624","-","Co 8111-F"
"SPR457","S3625","-","Co 8111-F"
"SPR457","S3626","-","Co 8144-F"
"SPR457","S3627","-","Co 8144-F"
"SPR457","S363","-","Co 8202-F"
"SPR457","S364","-","Co 8203-F"
"SPR457","S365","-","Co 8203-F"
"SPR457","S3659","-","Co 20101-F"
"SPR457","S366","-","Co E5155 (12'')"
"SPR457","S3660","-","Co 20101-F"
"SPR457","S367","-","Co E5174 (12'')"
"SPR457","S368","-","Co E5174 (12'')"
"SPR457","S3687","-","Co"
"SPR457","S3688","-","Co rej"
"SPR457","S3689","-","Co"
"SPR457","S369","-","Co E5155 (12"")"
"SPR457","S3690","-","Co rej"
"SPR457","S370","-","Co E5156 (12'')"
"SPR457","S3703","-","Co 8134-F"
"SPR457","S3704","-","Co 8134-F"
"SPR457","S371","-","Co E5156 (12'')"
"SPR457","S3728","-","Co 8082-F"
"SPR457","S3729","-","Co 8082-F"
"SPR457","S374","-","Co E7175"
"SPR457","S375","-","Co E7175"
"SPR457","S376","-","Co E7506"
"SPR457","S377","-","Co E7506"
"SPR457","S3770","-","Co E937"
"SPR457","S3771","-","Co E936"
"SPR457","S3772","-","Co rej"
"SPR457","S3773","-","Co E937"
"SPR457","S3774","-","Co E936"
"SPR457","S3775","-","Co E969"
"SPR457","S3776","-","Co E969"
"SPR457","S3777","-","Co E1009"
"SPR457","S3778","-","Co E970"
"SPR457","S3779","-","Co E1294"
"SPR457","S378","-","Co E7628, 16113"
"SPR457","S3780","-","Co E1297"
"SPR457","S3781","-","Co E1296"
"SPR457","S3782","-","Co E1295"
"SPR457","S379","-","Co E7760"
"SPR457","S3798","-","Co E3105"
"SPR457","S3799","-","Co E3035"
"SPR457","S380","-","Co E7760"
"SPR457","S3800","-","Co E3035"
"SPR457","S3801","-","Co E2995"
"SPR457","S3802","-","Co E2995"
"SPR457","S3807","-","Co E4321"
"SPR457","S3808","-","Co E4321"
"SPR457","S381","-","Co E7628, 16113"
"SPR457","S3828","-","Co E7424"
"SPR457","S3829","-","Co E7424"
"SPR457","S3840","-","Co E7655"
"SPR457","S3841","-","Co E7655"
"SPR457","S3842","-","Co E7782"
"SPR457","S3843","-","Co E7782"
"SPR457","S3844","-","Co E7801"
"SPR457","S3845","-","Co E7801"
"SPR457","S3850","-","Co E9060"
"SPR457","S3851","-","Co E9060"
"SPR457","S3856","-","Co 8014-F"
"SPR457","S3857","-","Co 8014-F"
"SPR457","S3865","-","Co 8024-F"
"SPR457","S3866","-","Co 8024-F"
"SPR457","S3869","-","Co 8039-F"
"SPR457","S387","-","Co 8003-F"
"SPR457","S3870","-","Co 8039-F"
"SPR457","S3875","-","Co 8102-F"
"SPR457","S3876","-","Co 8102-F"
"SPR457","S3877","-","Co E1215"
"SPR457","S388","-","Co 8003-F"
"SPR457","S3887","-","Co 8030-F"
"SPR457","S3888","-","Co 8030-F"
"SPR457","S3895","-","Co 8093-F"
"SPR457","S3896","-","Co 8093-F"
"SPR457","S3897","-","Co 8100-F, 5095"
"SPR457","S3898","-","Co 8100-F, 5095"
"SPR457","S3899","-","Co 8i13-F, 5094"
"SPR457","S3900","-","Co 8113-F, 5094"
"SPR457","S3901","-","Co 8118-F"
"SPR457","S3902","-","Co 8118-F"
"SPR457","S3903","-","Co 8121-F"
"SPR457","S3904","-","Co 8121-F"
"SPR457","S3905","-","Co 8125-F"
"SPR457","S3906","-","Co 8125-F"
"SPR457","S3907","-","Co 8148-F, 5093"
"SPR457","S3908","-","Co 8148-F, 5093"
"SPR457","S3909","-","Co 8157-F"
"SPR457","S3910","-","Co 8157-F"
"SPR457","S3911","-","Co 8167-F"
"SPR457","S3912","-","Co 8167-F"
"SPR457","S3913","-","Co 8170-F"
"SPR457","S3914","-","Co 8170-F"
"SPR457","S3929","-","Co"
"SPR457","S3986","-","Co E4973"
"SPR457","S3987","-","Co E4973"
"SPR457","S402","-","Co 8038-F"
"SPR457","S4023","-","Co 8092-F"
"SPR457","S4024","-","Co 8092-F"
"SPR457","S4029","-","Co 8090-F"
"SPR457","S403","-","Co 8038-F"
"SPR457","S4030","-","Co 8090-F"
"SPR457","S4063","-","Co"
"SPR457","S4064","-","Co"
"SPR457","S4065","-","Co E4446"
"SPR457","S4066","-","Co E4446"
"SPR457","S4067","-","Co E4480"
"SPR457","S4068","-","Co E4480"
"SPR457","S407","-","Co 8023-F"
"SPR457","S408","-","Co 8023-F"
"SPR457","S409","-","8053-F, 16085"
"SPR457","S4098","-","Cameo 408"
"SPR457","S4099","-","Cameo 408"
"SPR457","S410","-","8053-F, 16085"
"SPR457","S4102","-","Co E5245, 9255 (12'')"
"SPR457","S4103","-","Co E5245, 9255 (12"")"
"SPR457","S4104","-","Co E5247 (12'')"
"SPR457","S4105","-","Co E5247 (12'')"
"SPR457","S4106","-","Co E5250 (12''), GR 84 (33)"
"SPR457","S4107","-","Co E5250 (12''), GR 84 (33)"
"SPR457","S4108","-","Co E5258 (12'')"
"SPR457","S4109","-","Co E5258 (12'')"
"SPR457","S411","-","Co 8061-F, 16086"
"SPR457","S4110","-","Co E5266, 57039-F, 9256 (12"")"
"SPR457","S4111","-","Co E5266, 57039-F, 9256 (12'')"
"SPR457","S4112","-","Co E5281 (12'')"
"SPR457","S4113","-","Co E5281 (12'')"
"SPR457","S4114","-","Co 57001-F, 9257 (12'')"
"SPR457","S4115","-","Co 57001-F, 9257 (12'')"
"SPR457","S4116","-","Co 57006-F (12'')"
"SPR457","S4117","-","Co 57006-F (12'')"
"SPR457","S4118","-","Co 57010-F (12'')"
"SPR457","S4119","-","Co 57010-F (12'')"
"SPR457","S412","-","Co 8061-F, 16086"
"SPR457","S4120","-","Co 57029-F, 9254 (12'')"
"SPR457","S4121","-","Co 57029-F, 9254 (12'')"
"SPR457","S4122","-","Co 9253 (12'')"
"SPR457","S4123","-","Co 9253 (12'')"
"SPR457","S4161","-","Co E1965"
"SPR457","S4162","-","Co E1933"
"SPR457","S4163","-","Co E1932"
"SPR457","S4164","-","Co E1932"
"SPR457","S4165","-","Co E5067 (12'')"
"SPR457","S4166","-","Co E5066 (12'')"
"SPR457","S4167","-","Co E5067 (12'')"
"SPR457","S4168","-","Co E1933"
"SPR457","S4169","-","Co E5066 (12'')"
"SPR457","S4170","-","Co rej"
"SPR457","S4171","-","Co E1965"
"SPR457","S4172","-","Co E2699"
"SPR457","S4173","-","Co E2699"
"SPR457","S4174","-","Co E2700"
"SPR457","S4175","-","Co E2700"
"SPR457","S4176","-","Co E2800"
"SPR457","S4177","-","Co E2800"
"SPR457","S4178","-","Co E2819"
"SPR457","S4179","-","Co E2818"
"SPR457","S4180","-","Co E2818"
"SPR457","S4181","-","Co E2900"
"SPR457","S4182","-","Co E2819"
"SPR457","S4183","-","Co E2900"
"SPR457","S4184","-","Co E2853, GR 84 (33)"
"SPR457","S4185","-","Co E2853, GR 84 (33)"
"SPR457","S4186","-","Co E3034, 8207-F, 8228-F, 8264-F"
"SPR457","S4187","-","Co E3034, 8207-F, 8228-F, 8264-F"
"SPR457","S4188","-","Co E3033, 8210-F, 8224-F, 13122"
"SPR457","S4189","-","Co E3033, 8210-F, 8224-F, 13122"
"SPR457","S419","-","Co 8066-F"
"SPR457","S4190","-","Co E3103"
"SPR457","S4191","-","Co E3103"
"SPR457","S4192","-","Co E3278"
"SPR457","S4193","-","Co E3278"
"SPR457","S4194","-","Co E5121 (12'')"
"SPR457","S4195","-","Co E5121 (12'')"
"SPR457","S4196","-","Co E5126, DX217 (12'')"
"SPR457","S4197","-","Co E5126, DX217 (12'')"
"SPR457","S4198","-","Co E5143 (12''), 4428"
"SPR457","S4199","-","Co E5143 (12''), 4428"
"SPR457","S420","-","Co 8066-F"
"SPR457","S4200","-","Co E5148, 57043-F (12'')"
"SPR457","S4201","-","Co E5148, 57043-F (12'')"
"SPR457","S4202","-","Co E5172 (12''), 3637"
"SPR457","S4203","-","Co E5172 (12''), 3638"
"SPR457","S4204","-","Co E5173, 57045-F (12"")"
"SPR457","S4205","-","Co E5173, 57045-F (12'')"
"SPR457","S4206","-","Co E3750, 8214-F, 13120, DB408"
"SPR457","S4207","-","Co E3750, 8214-F, 13120, DB408"
"SPR457","S4208","-","Co E1933"
"SPR457","S4209","-","Co E4030"
"SPR457","S421","-","Co 8077-F, 16091"
"SPR457","S4210","-","Co E4030"
"SPR457","S4211","-","Co E4070, 8211-F, 8225-F"
"SPR457","S4212","-","Co E4070, 8211-F, 8225-F"
"SPR457","S4213","-","Co E4437"
"SPR457","S4214","-","Co E4437"
"SPR457","S4215","-","Co E5198 (12"")"
"SPR457","S4216","-","Co E5198 (12'')"
"SPR457","S422","-","Co 8077-F, 16091"
"SPR457","S423","-","Co 8078-F"
"SPR457","S424","-","Co 8078-F"
"SPR457","S425","-","Co 8083-F, 16092"
"SPR457","S426","-","Co 8083-F, 16092"
"SPR457","S427","-","Co 8101-F"
"SPR457","S428","-","Co 8101-F"
"SPR457","S433","-","Co 8106-F, 16096"
"SPR457","S434","-","Co 8106-F, 16096"
"SPR457","S4351","-","Co E7799"
"SPR457","S4352","-","Co E7799"
"SPR457","S4353","-","Co E7800"
"SPR457","S4354","-","Co E7800"
"SPR457","S4355","-","Co E7825"
"SPR457","S4356","-","Co E7825"
"SPR457","S4357","-","Co E7980"
"SPR457","S4358","-","Co E7980"
"SPR457","S4359","-","Co E7888"
"SPR457","S4360","-","Co E7888"
"SPR457","S4361","-","Co E7919"
"SPR457","S4362","-","Co E7919"
"SPR457","S4363","-","Co 8006-F"
"SPR457","S4364","-","Co 57002-F (12'')"
"SPR457","S4365","-","Co 57002-F (12'')"
"SPR457","S4366","-","Co 8007-F"
"SPR457","S4398","-","Co E9014"
"SPR457","S4399","-","Co E9111"
"SPR457","S4400","-","Co E9111"
"SPR457","S4405","-","Co 8049-F"
"SPR457","S4406","-","Co E3276"
"SPR457","S4407","-","Co E3276"
"SPR457","S4416","-","Co E5213 (12'')"
"SPR457","S4417","-","Co E5225, 57040-F (12''), GR 84 (33)"
"SPR457","S4418","-","Co E5213 (12'')"
"SPR457","S4419","-","Co E5217 (12'')"
"SPR457","S442","-","Co E4320"
"SPR457","S4420","-","Co E5217 (12'')"
"SPR457","S4421","-","Co E5225, 57040-F (12'')"
"SPR457","S4422","-","Co E5226 (12'')"
"SPR457","S4423","-","Co E5226 (12'')"
"SPR457","S4424","-","Co E5229 (12'')"
"SPR457","S4425","-","Co E5229 (12'')"
"SPR457","S4426","-","Co E5235 (12'')"
"SPR457","S4427","-","Co E5235 (12'')"
"SPR457","S4428","-","Co E7504"
"SPR457","S4429","-","Co E7504"
"SPR457","S443","-","Co E4398"
"SPR457","S4430","-","Co E5234 (12"")"
"SPR457","S4431","-","Co E5234 (12'')"
"SPR457","S4432","-","Co E7365"
"SPR457","S4433","-","Co E7365"
"SPR457","S4434","-","Co E7423"
"SPR457","S4435","-","Co E7423"
"SPR457","S4436","-","Co E5237 (12"")"
"SPR457","S4437","-","Co E5237 (12'')"
"SPR457","S4438","-","Co E5240 (12'')"
"SPR457","S4439","-","Co E5240 (12'')"
"SPR457","S444","-","Co E4398"
"SPR457","S4440","-","Co E5254 (12'')"
"SPR457","S4441","-","Co E5254 (12"")"
"SPR457","S4442","-","Co E7835"
"SPR457","S4443","-","Co E7835"
"SPR457","S4444","-","Co E7955"
"SPR457","S4445","-","Co E7955"
"SPR457","S4446","-","Co E5270, 57042-F (12'')"
"SPR457","S4447","-","Co 57000-F (12'')"
"SPR457","S4448","-","Co E5270, 57042-F (12'')"
"SPR457","S4449","-","Co E5274 (12'')"
"SPR457","S445","-","Co E4320"
"SPR457","S4450","-","Co E5274 (12'')"
"SPR457","S4451","-","Co E5275 (12'')"
"SPR457","S4452","-","Co E5275 (12'')"
"SPR457","S4454","-","Co 57000-F (12'')"
"SPR457","S4455","-","Co 57003-F (12"")"
"SPR457","S4456","-","Co 57003-F (12'')"
"SPR457","S4457","-","Co 57014-F (12'')"
"SPR457","S4458","-","Co 57014-F (12'')"
"SPR457","S4459","-","Co 8021-F"
"SPR457","S446","-","Co E4464"
"SPR457","S4460","-","Co 8021-F"
"SPR457","S4461","-","Co 57004-F (12'')"
"SPR457","S4462","-","Co 57004-F (12"")"
"SPR457","S4463","-","Co 57009-F (12'')"
"SPR457","S4464","-","Co 57009-F (12'')"
"SPR457","S447","-","Co E4464"
"SPR457","S448","-","Co E4550"
"SPR457","S4487","-","Co E3873"
"SPR457","S4488","-","Co E3873"
"SPR457","S4489","-","Co E4136"
"SPR457","S449","-","Co E4496, MS 45006 (33)"
"SPR457","S4490","-","Co E4136"
"SPR457","S45","-","Co 8143-F"
"SPR457","S450","-","Co E4496"
"SPR457","S451","-","Co E4550"
"SPR457","S4513","-","Co E3470"
"SPR457","S4514","-","Co E3406"
"SPR457","S4515","-","Co E3470"
"SPR457","S4516","-","Co E3406"
"SPR457","S4517","-","Co E3517"
"SPR457","S4518","-","Co E3517"
"SPR457","S4519","-","Co E3723"
"SPR457","S452","-","Co E4529"
"SPR457","S4520","-","Co E3723"
"SPR457","S4521","-","Co E3802"
"SPR457","S4522","-","Co E3874"
"SPR457","S4523","-","Co E3874"
"SPR457","S4524","-","Co E4120"
"SPR457","S4525","-","Co E4094"
"SPR457","S4526","-","Co E4094"
"SPR457","S4527","-","Co E4120"
"SPR457","S4528","-","Co E4137"
"SPR457","S4529","-","Co E4171"
"SPR457","S453","-","Co E4529"
"SPR457","S4530","-","Co E4171"
"SPR457","S4531","-","Co E4208"
"SPR457","S4532","-","Co E4208"
