"trackId","sectionNum","matrixNum","placePerformed","instrumentation"
"S186","16.290","88907-2 ","NY","Clarinet & tb, unk vln, p "
"S1860","16.108","B 23870-2","NY","Spoken"
"S1861","16.108","B 23871-1","NY","Spoken"
"S1862","16.108","C 24200-2","NY","Spoken"
"S1863","16.108","B 24201-2","NY","Spoken"
"S1864","16.108","C 24216-1","NY","Voice & Orchestra"
"S1865","16.108","B 24226-2","NY","Voice & Orchestra"
"S1866","16.108","B 24227-2","NY","Voice & Orchestra"
"S1867","16.108","B 24228-1","NY","Voice & Orchestra"
"S1868","16.108","B 24228-3","NY","Voice & Orchestra"
"S1869","16.108","B 24551-1","NY","Voice & Orchestra"
"S187","16.290","88908","NY","Clarinet & tb, unk vln, p "
"S1870","16.108","B 24577-1","NY","Voice & Orchestra"
"S1871","16.108","B 24322-1","NY","Spoken"
"S1872","16.108","B 25423-2","NY","Spoken"
"S1873","16.108","B 25424-1","NY","Spoken"
"S1874","16.108","B 25425-2","NY","Spoken"
"S1875","16.108","B 25438-1","NY","Orchestra"
"S1876","16.108","B 25496-2","NY","Orchestra"
"S1877","16.108","B 25497-1","NY","Orchestra"
"S1878","16.108","B 25497-3","NY","Orchestra"
"S1879","16.108","B 25856-3","NY","Orchestra"
"S188","16.290","88909-1 ","NY","Clarinet & tb, unk vln, p "
"S1880","16.108","B 25857-2","NY","Orchestra"
"S1881","16.108","B 26262-2","NY","Orchestra"
"S1882","16.108","B 26263-2","NY","Orchestra"
"S1883","16.108","B 26277-2","NY","Spoken"
"S1884","16.108","B 26281-3","NY","Spoken"
"S1885","16.108","B 25857-4","NY","Orchestra"
"S1886","16.108","B 26676-1","NY","Orchestra"
"S1887","16.108","B 27150-2","NY","Spoken"
"S1888","16.108","B 27151-1","NY","Spoken"
"S1889","16.108","B 27152-2","NY","Spoken"
"S189","16.290","x","NY","Clarinet & tb, unk vln, p "
"S1890","16.108","89054-2","NY","Orchestra"
"S1891","16.108","89055-1","NY","Orchestra"
"S1892","16.108","B 27697-1","NY","Orchestra"
"S1893","16.108","B 27698-3","NY","Orchestra"
"S1894","16.108","B 27699-1","NY","Orchestra"
"S1895","16.108","B 27800-1","NY","Orchestra"
"S1896","16.108","89275-2","NY","Orchestra"
"S1897","16.108","89276-3","NY","Orchestra"
"S1898","16.108","B 28237-1","NY","Orchestra"
"S1899","16.108","B 28328-1","NY","Spoken"
"S19","16.100","19249-","NY","Tenor, Orchestra"
"S190","16.290","89005","NY","Clarinet & tb, unk, p, dm"
"S1900","16.108","B 28328-2","NY","Spoken"
"S1901","16.108","B 28768-2","NY","Orchestra"
"S1902","16.108","B 28770-2","NY","Orchestra"
"S1903","16.108","B 28771-1","NY","Orchestra"
"S1904","16.108","B 28798-3","NY","Orchestra"
"S1905","16.108","B 29792-2","NY","c, tb, cl, vln, p, traps"
"S1906","16.108","B 29793-2","NY","c, tb, cl, vln, p, traps"
"S1907","16.108","B 29794-2","NY","c, tv, cl, vln, p, traps"
"S1908","16.108","B 30336-3","NY","Spoken"
"S1909","16.108","B 30337-1","NY","Spoken"
"S191","16.290","89006-2 ","NY","Clarinet & tb, unk, p, dm"
"S1910","16.108","BVE 32794-3","Camden, NJ","Spoken"
"S1911","16.108","BVE 32795","Camden, NJ","Spoken"
"S1912","16.108","BVE 32796-1","Camden, NJ","Spoken & Piano"
"S1913","16.108","BVE 32797-2","Camden, NJ","Spoken"
"S1914","16.108","BVE 35218-3","NY","Spoken"
"S1915","16.108","BVE 35219-3","NY","Spoken"
"S1916","16.108","BVE 34967-2","Camden, NJ","Spoken & Orchestra"
"S1917","16.108","BVE 34968-2","Camden, NJ","Spoken & Orchestra"
"S1918","16.108","BVE 35658-3","NY","Spoken"
"S1919","16.108","BVE 35659-2","NY","Spoken"
"S192","16.290","89008","NY","Clarinet & tb, unk, p, dm"
"S1920","16.109","B 28671-1","Camden, NJ","Xylophone & Orchestra"
"S1921","16.110","39737-1","NY","Harmonium"
"S1922","16.110","39738-1","NY","Harmonium"
"S1923","16.110","39739-1","NY","Harmonium"
"S1924","16.110","39740-1","NY","Harmonium"
"S1925","16.110","39731-1","NY","Harmonium"
"S1926","16.110","39742-1","NY","Harmonium"
"S1927","16.110","39743-1","NY","Harmonium"
"S1928","16.110","39744-1","NY","Harmonium"
"S1929","16.110","39745-1","NY","Harmonium"
"S193","16.290","42439-1-2","NY","Clarinet & tb, unk, p "
"S1930","16.110","39745-1","NY","Harmonium"
"S1931","16.110","39747-1","NY","Harmonium"
"S1932","16.110","39748-1","NY","Harmonium"
"S1933","16.110","45699-1","NY","Harmonium"
"S1934","16.110","45707","NY","Harmonium"
"S1935","16.110","45708-1","NY","Harmonium"
"S1936","16.110","45709-1","NY","Harmonium"
"S1937","16.110","45710-1","NY","Harmonium"
"S1938","16.110","45711-1","NY","Harmonium"
"S1939","16.110","45712-1","NY","Harmonium"
"S194","16.290","42440-1-2","NY","Clarinet & tb, unk, p"
"S1940","16.110","45713-1","NY","Harmonium"
"S1941","16.110","45714-1","NY","Harmonium"
"S1942","16.110","45715-1","NY","Harmonium"
"S1943","16.110","43540-1","NY","Harmonium"
"S1944","16.110","43542-1","NY","Harmonium"
"S1945","16.110","43543-1","NY","Harmonium"
"S1946","16.110","43544-1","NY","Harmonium"
"S1947","16.110","x","NY","Harmonium"
"S1948","16.110","x","NY","Harmonium"
"S1949","16.111","12294/5","NY","Tenor & Orchestra"
"S195","16.290","42441-1-2","NY","Clarinet & tb, unk, p "
"S1950","16.111","12296/7","NY","Tenor & Orchestra"
"S1951","16.111","12337/8","NY","Tenor & Orchestra"
"S1952","16.111","12340/1/2","NY","Tenor & Orchestra"
"S1953","16.111","CVE 59387-2","Camden, NJ","Tenor & Organ"
"S1954","16.111","CVE 59388-2","Camden, NJ","Tenor & Organ"
"S1955","16.111","CVE 59389-2","Camden, NJ","Tenor & Organ"
"S1956","16.111","CVE 59390-2","Camden, NJ","Tenor & Organ"
"S1957","16.111","CVE 59388-4","Camden, NJ","Tenor & Organ"
"S1958","16.111","CVE 59390-4","Camden, NJ","Tenor & Organ"
"S1959","16.111","CVE 59388-5","NY","Tenor & Piano"
"S196","16.290","42442-1-2","NY","Clarinet & tb, unk, p "
"S1960","16.112","x","NY","Voice & Piano"
"S1961","16.112","CVE 35694-3","NY","Voice, org, unk 2 vln, fl, vc"
"S1962","16.112","CVE 35695-3","NY","Voice, org, unk 2 vln, fl, vc"
"S1963","16.112","CVE 35694-5","NY","Voice, org, unk 2 vln, fl, vc"
"S1964","16.112","CVE 35695-6","NY","Voice, org, unk 2 vln, fl, vc"
"S1965","16.112","CVE 41402-3","Camden, NJ","Voice & Orchestra"
"S1966","16.112","CVE 41403-2","Camden, NJ","Voice & Orchestra"
"S1967","16.113","B 27226-1","NY","Spoken"
"S1968","16.113","BVE 57059-2","NY","Voice, c, cl, fl, sax, o, tuba, p"
"S1969","16.114","x","NY","Tenor & Piano"
"S197","16.290","B 27889-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S1970","16.114","B 19179-2","NY","Tenor & Orchestra"
"S1971","16.114","B 20106-2","NY","Tenor & Orchestra"
"S1972","16.114","B 20107-2","NY","Tenor & Orchestra"
"S1973","16.114","B 20107-3","NY","Tenor & Orchestra"
"S1974","16.114","B 20940-2","NY","Tenor & Orchestra"
"S1975","16.114","B 20941-2","NY","Tenor & Orchestra"
"S1976","16.114","B 20975-2","NY","Tenor & Orchestra"
"S1977","16.114","B 21589-2","NY","Tenor & Orchestra"
"S1978","16.114","B 20975-4","NY","Tenor & Orchestra"
"S1979","16.114","B 21589-4","NY","Tenor & Orchestra"
"S198","16.290","B 27890-3 ","NY","Clarinet & tb, unk vln, p, traps"
"S1980","16.114","B 24099-1","NY","Tenor & Orchestra"
"S1981","16.114","B 24289-2","NY","Tenor & Orchestra"
"S1982","16.114","B 24290-2","NY","Tenor & Orchestra"
"S1983","16.114","B 24552-1","NY","Tenor & Orchestra"
"S1984","16.114","B 25495-2","NY","Tenor & Orchestra"
"S1985","16.114","B 25855-2","NY","Tenor & Orchestra"
"S1986","16.114","B 26675-2","NY","Tenor & Orchestra"
"S1987","16.114","B 28001-2","NY","Tenor & Orchestra"
"S1988","16.114","B 28002-3","NY","Tenor & Orchestra"
"S1989","16.114","B 28002-6","NY","Tenor & Orchestra"
"S199","16.290","B 27891-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S1990","16.114","B 28236-2","NY","Tenor & Orchestra"
"S1991","16.114","B 28769-3","NY","Tenor & Orchestra"
"S1992","16.114","B 30489-3","Camden, NJ","Tenor & Orchestra"
"S1993","16.114","B 30490-1","Camden, NJ","Tenor & Orchestra"
"S1994","16.114","BVE 35184-3","Camden, NJ","Tenor & Orchestra"
"S1995","16.114","BVE 35185-2","Camden, NJ","Tenor & Orchestra"
"S1996","16.114","BVE 57060-2","NY","Tenor, c, vln, cl, fl, o, sax, p, tuba"
"S1997","16.115","4841-1-2","NY","Voice & Orchestra"
"S1998","16.115","4842-1","NY","Voice & Orchestra"
"S1999","16.115","x","NY","Vocal"
"S2","16.100","Z 128-1","NY","Tenor, Orchestra, Chorus"
"S20","16.100","19249-","NY","Tenor, Orchestra"
"S200","16.290","B 27892-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2000","16.115","x","NY","Vocal"
"S2001","16.116","3574-2","NY","Voice & Piano"
"S2002","16.116","3575-2","NY","Voice & Piano"
"S2003","16.117","x","NY","Voice"
"S2004","16.117","x","NY","Voice"
"S2005","16.118","X 5152","NY","Soprano & Orchestra"
"S2006","16.118","x","NY","Soprano & Orchestra"
"S2007","16.118","X 8430","NY","Soprano & Orchestra"
"S2008","16.118","X 8430","NY","Soprano & Orchestra"
"S2009","16.119","61548","NY","Tenor"
"S201","16.290","B 27893 ","NY","Clarinet & tb, unk vln, p, traps"
"S2010","16.119","58463-1","NY","Tenor, vln, vc, p"
"S2011","16.119","58464-2","NY","Tenor, vln, vc, p"
"S2012","16.119","58953-2","NY","Tenor & Organ"
"S2013","16.119","58966-1","NY","Tenor & Organ"
"S2014","16.119","x","NY","Tenor & Organ"
"S2015","16.119","x","NY","Tenor & Organ"
"S2016","16.120","x","NY","Voice & Piano"
"S2017","16.120","x","NY","Voice & Piano"
"S2018","16.120","B 22351-3","NY","Voice & Organ"
"S2019","16.120","B 22352-3","NY","Voice & Organ"
"S202","16.290","B 29752-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2020","16.120","B 22352-6","NY","Voice & Organ"
"S2021","16.120","B 23010-3","NY","Voice & Orchestra"
"S2022","16.120","B 23011-2","NY","Voice & Orchestra"
"S2023","16.120","C 22960-2","NY","Voice, fl, org"
"S2024","16.120","C 22961-2","NY","Voice, fl, org"
"S2025","16.120","85343-1-2","NY","Voice, fl, org"
"S2026","16.120","85344-1-2","NY","Voice, fl, org"
"S2027","16.120","85345-1","NY","Voice, fl, org"
"S2028","16.120","B 23318-2","NY","Voice, org, fl"
"S2029","16.120","B 23319-3","NY","Voice, org, chorus, fl"
"S203","16.290","B 29753-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2030","16.120","85637-2","NY","Voice, fl, p"
"S2031","16.120","B 24224-3","NY","Voice, vln, cl, org"
"S2032","16.120","B 24225-3","NY","Voice, vln, cl, org"
"S2033","16.120","B 24250-2","NY","Voice & Organ"
"S2034","16.120","B 24251-1","NY","Voice & Organ"
"S2035","16.120","B 24250-3","NY","Voice & Organ"
"S2036","16.120","x","NY","Voice"
"S2037","16.120","x","NY","Voice"
"S2038","16.121","39994-1","NY","Choir & Piano"
"S2039","16.121","39999-2","NY","Choir & Piano"
"S204","16.290","B 29754-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2040","16.121","45500-2","NY","Choir & Piano"
"S2041","16.122","86683-1-2","NY","Voice & Orchestra"
"S2042","16.122","86684-2","NY","Voice & Orchestra"
"S2043","16.123","B 17053-1","NY","Voice & Orchestra"
"S2044","16.123","B 17054-1","NY","Voice & Orchestra"
"S2045","16.123","B 17053-2","NY","Voice & Orchestra"
"S2046","16.124","BVE 36797-3","Camden, NJ","Voice & Orchestra"
"S2047","16.124","BVE 36799-2","Camden, NJ","Voice & Orchestra"
"S2048","16.125","x","NY","Tenor"
"S2049","16.125","x","NY","Tenor"
"S205","16.290","B 29761-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2050","16.125","x","NY","Tenor & Piano"
"S2051","16.125","x","NY","Tenor & Piano"
"S2052","16.125","x","NY","Tenor & Piano"
"S2053","16.125","x","NY","Tenor & Piano"
"S2054","16.125","x","NY","Tenor & Piano"
"S2055","16.125","x","NY","Tenor & Piano"
"S2056","16.125","x","NY","Tenor & Orchestra"
"S2057","16.125","x","NY","Tenor & Orchestra"
"S2058","16.125","x","NY","Tenor & Orchestra"
"S2059","16.125","x","NY","Tenor & Orchestra"
"S206","16.290","B 30391-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2060","16.125","x","NY","Tenor & Orchestra"
"S2061","16.125","x","NY","Tenor & Orchestra"
"S2062","16.125","8471","NY","Tenor & Orchestra"
"S2063","16.125","8472","NY","Tenor & Orchestra"
"S2064","16.125","8473","NY","Tenor & Orchestra"
"S2065","16.125","8474","NY","Tenor & Orchestra"
"S2066","16.125","8475","NY","Tenor & Orchestra"
"S2067","16.125","8476","NY","Tenor & Orchestra"
"S2068","16.125","8477","NY","Tenor & Orchestra"
"S2069","16.125","8478","NY","Tenor & Orchestra"
"S207","16.290","B 30392-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2070","16.125","8479","NY","Tenor & Orchestra"
"S2071","16.125","8517","NY","Tenor"
"S2072","16.125","x","NY","Tenor"
"S2073","16.125","x","NY","Tenor"
"S2074","16.125","x","NY","Tenor"
"S2075","16.125","x","NY","Tenor"
"S2076","16.125","x","NY","Tenor"
"S2077","16.125","x","NY","Tenor"
"S2078","16.125","9648","NY","Tenor & Orchestra"
"S2079","16.125","9649","NY","Tenor & Orchestra"
"S208","16.290","B 30393-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2080","16.125","9651","NY","Tenor & Orchestra"
"S2081","16.125","9684","NY","Tenor & Orchestra"
"S2082","16.125","9685","NY","Tenor & Orchestra"
"S2083","16.125","9686","NY","Tenor & Orchestra"
"S2084","16.125","36506-1","NY","Tenor & Orchestra"
"S2085","16.125","36507-1","NY","Tenor & Orchestra"
"S2086","16.125","36508-1","NY","Tenor & Orchestra"
"S2087","16.125","36509-2","NY","Tenor & Orchestra"
"S2088","16.125","B 12919-1","NY","Tenor"
"S2089","16.125","B 12925-1","NY","Tenor"
"S209","16.290","B 30394-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2090","16.125","B 12926-1","NY","Tenor"
"S2091","16.125","B 12927-2","NY","Tenor"
"S2092","16.125","45578-1","NY","Tenor & Orchestra"
"S2093","16.125","45579-1","NY","Tenor & Orchestra"
"S2094","16.125","45580-1","NY","Tenor & Orchestra"
"S2095","16.125","45581-2","NY","Tenor & Orchestra"
"S2096","16.125","B 15989-1","NY","Tenor & Orchestra"
"S2097","16.125","B 15990-1","NY","Tenor & Orchestra"
"S2098","16.125","B 15991-2","NY","Tenor & Orchestra"
"S2099","16.125","B 15989-2","NY","Tenor & Orchestra"
"S21","16.100","19249-","NY","Tenor, Orchestra"
"S210","16.290","B 32273-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2100","16.125","B 15991-3","NY","Tenor & Orchestra"
"S2101","16.125","43996-1","NY","Tenor & Orchestra"
"S2102","16.125","43998-1","NY","Tenor & Orchestra"
"S2103","16.125","43999-1","NY","Tenor & Orchestra"
"S2104","16.125","44000-1","NY","Tenor & Orchestra"
"S2105","16.125","44001-1","NY","Tenor & Orchestra"
"S2106","16.125","44002-1","NY","Tenor & Orchestra"
"S2107","16.125","44352-1","NY","Tenor & Orchestra"
"S2108","16.125","44353-1","NY","Tenor & Orchestra"
"S2109","16.125","44783-2","NY","Tenor & Orchestra"
"S211","16.290","B 32275-2 ","NY","Clarinet & tb, unk vln, p, traps"
"S2110","16.125","44784-1","NY","Tenor & Orchestra"
"S2111","16.125","55785-1","NY","Tenor & Orchestra"
"S2112","16.125","x","NY","Tenor & Orchestra"
"S2113","16.125","x","NY","Tenor & Orchestra"
"S2114","16.125","x","NY","Tenor & Orchestra"
"S2115","16.125","58461-1","NY","Tenor, vln, vc, p"
"S2116","16.125","84898-1-2","NY","Tenor & Orchestra"
"S2117","16.125","84900-3","NY","Tenor & Orchestra"
"S2118","16.125","84920-2","NY","Tenor & Orchestra"
"S2119","16.125","84921-1","NY","Tenor & Orchestra"
"S212","16.290","B 32276-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2120","16.125","84922-2","NY","Tenor & Orchestra"
"S2121","16.125","84927-2","NY","Tenor & Orchestra"
"S2122","16.125","85049-2","NY","Tenor & Orchestra"
"S2123","16.125","41060-3","NY","Tenor & Orchestra"
"S2124","16.125","41061-2","NY","Tenor & Orchestra"
"S2125","16.125","41211-1-2","NY","Tenor & Orchestra"
"S2126","16.125","41212-2","NY","Tenor & Orchestra"
"S2127","16.125","41213-1","NY","Tenor & Orchestra"
"S2128","16.125","41214-2","NY","Tenor & Orchestra"
"S2129","16.125","C 716-1","NY","Tenor"
"S213","16.290","B 32277-1 ","NY","Clarinet & tb, unk vln, p, traps"
"S2130","16.125","C 717-2","NY","Tenor"
"S2131","16.126","W 109678-1","NY","Spoken"
"S2132","16.126","W 109679-1","NY","Spoken"
"S2133","16.127","x","NY","Soprano & Piano"
"S2134","16.127","x","NY","Soprano & Piano"
"S2135","16.127","B 31261-3","Camden, NJ","Soprano & Orchestra"
"S2136","16.127","B 31262-2","Camden, NJ","Soprano & Orchestra"
"S2137","16.127","B 31261-6","NY","Soprano & Orchestra"
"S2138","16.127","B 31262-2","NY","Soprano & Orchestra"
"S2139","16.127","B 31261-7","NY","Soprano & Orchestra"
"S214","16.290","105610-2 ","NY","Clarinet & tb, unk p, dm "
"S2140","16.127","B 31262-7","NY","Soprano & Orchestra"
"S2141","16.128","42066-1","NY","Piano (four hands)"
"S2142","16.128","32067-3","NY","Piano (four hands)"
"S2143","16.129","B 29608-2","Camden, NJ","Voice & Orchestra"
"S2144","16.129","B 29609-2","Camden, NJ","Voice & Orchestra"
"S2145","16.129","B 29610-2","Camden, NJ","Voice & Orchestra"
"S2146","16.129","B 29608-4","NY","Voice & Orchestra"
"S2147","16.129","B 29610-5","NY","Voice & Orchestra"
"S2148","16.130","B 21690-1","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, tuba"
"S2149","16.130","B 21691-1","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, tuba"
"S215","16.290","105611-2 ","NY","Clarinet & tb, unk p, dm"
"S2150","16.130","B 21231-2","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, bbs, dm"
"S2151","16.130","B 21232-2","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, bbs, dm"
"S2152","16.130","B 21233-1","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, bbs, dm"
"S2153","16.130","B 21234-2","NY","cl, own cl, unk 2 c, 3 1st vln, 2d vln, fl, vla, tb, p, bbs, dm"
"S2154","16.130","B 21692-1","NY","cl, own cl, unk c, 2 cln, pic, tb, p, traps"
"S2155","16.130","B 21693-2","NY","cl, own cl, unk c, 2 cln, pic, tb, p, traps"
"S2156","16.130","x","NY","cl, own cl, unk c, 2 cln, pic, tb, p, traps"
"S2157","16.130","B 21665-2","NY","cl, own cl, unk c, 2 1st vln, 2d vln, fl, vla, tb, p, tuba, dm"
"S2158","16.130","B 21666-2","NY","cl, own cl, unk c, 2 1st vln, 2d vln, fl, vla, tb, p, tuba, dm"
"S2159","16.130","B 21667-2","NY","cl, own cl, unk c, 2 1st vln, 2d vln, fl, vla, tb, p, tuba, dm"
"S216","16.290","105612-1 ","NY","Clarinet & tb, unk p, dm"
"S2160","16.130","B 21668-2","NY","cl, own cl, unk c, 2 1st vln, 2d vln, fl, vla, tb, p, tuba, dm"
"S2161","16.130","x","NY","cl, own cl, unk 2 vln, p, sos"
"S2162","16.130","B 21666-4","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2163","16.130","B 21667-5","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2164","16.130","B 21668-4","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2165","16.130","B 22104-2","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2166","16.130","B 22105-2","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2167","16.130","B 22106-1","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2168","16.130","B 22108-2","NY","cl, own cl, unk 2 c, 2 1st vln, 2d vln, fl, vla, tb, p, Sos, traps"
"S2169","16.130","B 22109-1","NY","cl solo, unk org"
"S217","16.290","105613-1 ","NY","Clarinet & tb, unk p, dm"
"S2170","16.130","B 22109-2","NY","cl solo, unk org"
"S2171","16.130","B 25255-1","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2172","16.130","B 25256-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2173","16.130","B 25257-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2174","16.130","B 25258-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2175","16.130","B 25259-3","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2176","16.130","B 25260-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2177","16.130","B 25261-1","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2178","16.130","B 25262-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2179","16.130","B 25263-1","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S218","16.290","x","NY","Clarinet & Cymbal "
"S2180","16.130","B 25264-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2181","16.130","B 25270-2","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2182","16.130","B 25271-1","NY","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2183","16.130","S 7946-A","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2184","16.130","S 7947-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2185","16.130","S 7948-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2186","16.130","S 7949-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2187","16.130","S 7950-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2188","16.130","S 7951-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2189","16.130","S 7952-B","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S219","16.290","BVE 34629 ","NY","Clarinet & unk vln, tb, p, traps "
"S2190","16.130","S 7953-A","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2191","16.130","S 7954-A","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2192","16.130","S 7955-A","NY","own cl, unk c, vln, tb, p, bbs, dm"
"S2193","16.130","B 27394-1","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2194","16.130","B 27395-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2195","16.130","B 27396-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2196","16.130","B 27397-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2197","16.130","B 27398-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2198","16.130","B 27399-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2199","16.130","B 27500-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S22","16.100","19249-","NY","Tenor, Orchestra"
"S220","16.290","BVE 34630-1 ","NY","Clarinet & unk vln, tb, p, traps "
"S2200","16.130","B 27501-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2201","16.130","B 27502-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps, xyl"
"S2202","16.130","B 27565-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2203","16.130","B 27566-1","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2204","16.130","B 27567-2","Camden, NJ","own cl, unk 2 c, 2 1st vln, 2d vln, fl, tb, p, tuba, traps"
"S2205","16.130","x","Camden, NJ","cl, unk 2 vln, p, traps"
"S2206","16.130","x","Camden, NJ","cl, pic, unk 2 vln, org"
"S2207","16.130","13234","NY","Clarinet & Orchestra "
"S2208","16.130","13237","NY","Clarinet & Orchestra "
"S2209","16.130","13239","NY","Clarinet & Orchestra "
"S221","16.290","BVE 34631-1 ","NY","Clarinet & unk vln, tb, p, traps "
"S2210","16.130","13242","NY","Clarinet & Orchestra "
"S2211","16.130","13797","NY","Clarinet & Orchestra "
"S2212","16.130","13799","NY","Clarinet & Orchestra "
"S2213","16.130","13800/1","NY","Clarinet & Orchestra "
"S2214","16.130","13802","NY","Clarinet & Orchestra "
"S2215","16.130","13804/5","NY","Clarinet & Orchestra "
"S2216","16.130","13806","NY","Clarinet & Orchestra "
"S2217","16.130","C 31338-2","Camden, NJ","Clarinet, fl, unk 2 c, 3 vln, cl, tb, p, bbs, dm"
"S2218","16.130","C 31339-3","Camden, NJ","Clarinet, fl, unk 2 c, 3 vln, cl, tb, p, bbs, dm, vo"
"S2219","16.130","B 31340-2","Camden, NJ","Clarinet, fl, unk 2 c, 3 vln, cl, tb, p, bbs, dm"
"S222","16.290","BVE 34632-2 ","NY","Clarinet & unk vln, tb, p, traps "
"S2220","16.130","B 31341-2","Camden, NJ","Clarinet, fl, unk 2 c, 3 vln, cl, tb, p, bbs, dm"
"S2221","16.130","B 31342-1","Camden, NJ","Clarinet, fl, unk 2 c, 3 vln, cl, tb, p, bbs, dm, vo"
"S2222","16.130","BVE 33062-1","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2223","16.130","BVE 33063-1","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2224","16.130","BVE 33064-3","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2225","16.130","BVE 33065-1","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2226","16.130","BVE 33066-2","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2227","16.130","BVE 33067-1","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
"S2228","16.130","BVE 33068-1","Camden, NJ","2 c, 3 vln, pic, cl, tb, p, tuba, traps"
