"trackID","volume","composer","durationMin","commissioned","primaryGenre","instrumentation","formGeneral","formSpecific","otherForm","sacred","secular","ashkenazi","sephardi","israeli","mizrahi","musical","conceptual","textual","functional","sonic","classical","klezmer","cantorial","folk","jazz","devotionalSolemn","popular","theatrical","text","textType","textSource","hebrew","yiddish","english","ladino","german","otherLang","notes1","notes2","notes3","notes4"
"M1","1","Gustave Cohen","2.40","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M10","1","Frederick Kitziger","1.77","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M100","3","Joshua Lind","1.98","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M101","3","x","1.53","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M102","3","Dan Frohman","1.53","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","x","N,"N,"N
"M103","3","Yossele Rosenblatt","4.72","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M104","3","x","1.22","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M105","3","Jacob Gottlieb","2.93","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","x","N,"N,"N
"M106","3","Various","78.94","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M107","3","Moses J. Silverman; arr. Neil W. Levin","8.63","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M108","3","Joshua Lind","3.13","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M109","3","x","3.58","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M11","1","Frederick Kitziger","5.10","0","Sacred","Chamber","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M110","3","Israel Goldfarb","3.97","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M111","3","x","1.23","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M112","3","x","3.25","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M113","3","Abraham Ellstein, arranger Neil Levin","3.23","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M114","3","Max Helfman","7.55","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M115","3","Moshe Ganchoff and Louis Lewandowski","10.55","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M116","3","Paul Discount","5.18","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M117","3","x","0.80","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M118","3","x","4.18","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M119","3","Joseph Goldstein/Max Graumann ","2.97","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M12","1","C. Weber","4.23","0","Sacred","Choral-Solo"
","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
"M120","3","x","6.05","0","Sacred","Choral-Solo","Liturgical-Setting(s)","Liturgical-Setting(s)","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Y","Liturgy","0","0","0","0","0","0","","N,"N,"N
