150778,Lehitraot (Heb),,,
150779,"Leil Shabbat, Sabbath Eve, Prelude",,,"From The Day of Rest, A Concert Service for the Sabbath"
150780,Leir Hana (Heb),,,The vocalists are all cantors
150781,Lekel Borukh,,,
150782,Leken Bekodesh Khazitikh (Heb),,,"From ""Only Fools Are Sad"" - Eysh Khaya Khosid"
150783,Tsama Nafshi,,,"Recorded under ""Ken Bekodesh Khazitikh""    ""חזיתיך בּקדוש ""כּן"
150784,Tsama Nafshi (Kehati),,,"Recorded under title ""Zama Nafshi"" (Tsoma Nafshi)"
150785,Lekh Lekha (Aleichem),,,
150786,Lekh Lekha (Aleichem),,,
150787,"Lekh Lekha (The Covenent, Heb)",,,
150788,Lekh Lekha (To The Promised Land)_,,,
150789,Lekha Adonay Hagdula (Heb),,,"Recorded with ""Gadlu"""
150790,Lekha Adonay Hagdula (Heb),,,"Thine, o Lord, is the greatness and the power, the glory..."
150791,Lekha Dodi,,,
150792,Lekha Dodi (Horowitz),,,
150793,Lekha Dodi (Koffman),,,"Lekha Dodi, Shamor Ve Zakhor, Mikdosh Melekh, Boi Shalom,"
150794,Lekha Dodi (Rossi),,,
150795,Akhrit Hayomim,,,"Recorded under ""Vehaya Beacharit Hayamin""-In The End of Dsys"
150796,Akhrit Hayomim,,,
150797,Akhshav,,,
150798,Akhshav,,,
150799,A Pastekhl (Folk),,,
150800,A Pastekhl (Folk),,,
150801,A Pastekhl (Folk),,,
150802,A Pastekhl (Folk),,,Transliteration and translation with album notes.
150803,A Pastekhl (Folk),,,"Text, transliteration and translation with album notes."
150804,A Pastekhl (Folk),,,
150805,A Pastekhl (Folk),,,Recorded in Poland
150806,Dos Pastekhl (Weinper),,,
150807,A Tune About The Messiah,,,"Recorded under title ""A Tune About the Messiah"""
150808,A Varem Vint,,,Recorded in USSR
150809,Shabos Likht,,,
150810,"Shabos Menukha (Medley, Heb)",,,
150811,Shabos Nokh Havdola,,,
150812,Az Du Forst Avek,,,
150813,Olam Haba,,,
150814,Der Kadish,,,
150815,Khasidic In America,,,
150816,Tants In Yerushalayim,,,
150817,Moyshe Kapoyer,,,
150818,Al Horishonim,,,
150819,Dovid Hamelekh's Fidl,,,
150820,Tsur Yisroel,,,
150821,Der Trombonik,,,
150822,Ovinu Malkeynu (Kwartin),,,
150823,Lekhaim (Berger),,,
150824,Lekhaim (Bromberg),,,
150825,Lekhaim (Almani),,,
150826,Lekhaim (Almani),,,
150827,"Lekhaim (Liptzin, Yid)",,,From 45 RPM (Quality 2188) provided by Mrs Manya Shrogin
150828,Lekhaim To Life,,,From Fiddler On The Roof
150829,Lekhaim (Witler),,,
150830,Lekhaim Far Sholom,,,Recorded in USSR.
150831,Lekhaim Far Sholom,,,Recorded in USSR.
150832,A Vaybele A Tsnue,,,"pious woman (tsune)= """"צנועה - virtue (tsnies) =  """"צניות"
150833,A Vayser Nign,,,"Recorded in Berne, Switzerland"
150834,Shabos Nokhn Kugl (Folk Song),,,",כּלה מײַן מיט מיר גײ איך ,געסט אין מיר גײען ,קוגל נאָכן שבּת"
150835,Shabos Oyf Der Gantse Velt,,,
150836,Shabos Oyf Der Gantse Velt,,,
150837,Shabos Oyf Der Gantse Velt,,,
150838,Shabos Oyf Der Gantse Velt,,,
150839,Shabat Hamalka,,,
150840,Shabat Hamalka,,,Author and composer not credited.
150841,Shabat Hamalka,,,
150842,Shabat Hamalka,,,
150843,Shabat Hamalka,,,Recording made in Holland
150844,Shabat Lid (Tsvey Kuni Leml),,,
150845,"Shabat Menukha (Heb, Ellstein)",,,
150846,Shabat Prayer (Instr),,,
150847,Shabat Rosh Khodesh (Isaiah 66:01),,,"Recorded under ""Shabbat Rosh-Chodesh (Chassidic Medley)"
150848,Shabat Shalom (Gut Shabos Aykh),,,"Same melody as ""Gut Shabos Aykh"""
150849,Shabat Shalom (Shabos Medley),,,
150850,Shabat Shalom Umverakh (Heb),,,
150851,"Shabat Shalom Umverakh (Heb, Eng)",,,
150852,Shabat Sholom (Sholom Aleykhem),,,"Peace be with you, o ministering angels, messengers of..."
150853,"Shabat Sholom Tsuzamen (Eng, Yid)",,,
150854,Shabat Zmirot (Heb),,,Medley of traditional songs based on liturgy and zmirot
150855,"Shabbat (Eng, Heb)",,,
150856,Shabbat Suite,,,
150857,Shabkhi Yerusholaim (Yid),,,
150858,Shabos (Malin),,,
150859,Shabos (A Mol Iz Geven A Yid),,,"Recorded under title ""Shabos"""
150860,Sabbath (Fromm),,,Shabos/ Purim/ Khanike/ Ti'shebov/ Peysekh/ Sukos
150861,Horakhamon (Heb),,,Part of medley of songs from Israeli Khasidic Festivals
150862,"Her Oyf, Du Shtoltser Yung",,,"Recorded under ""Her Uf, Du Shtoltser Yung"""
150863,"Kolumbus, Ikh HobTsu Dir Gornit",,,"Recorded in group ""a Brooklyn""    - also with English Verses"
150864,Komediant,,,
150865,Komets Alef,,,
150866,Konkurentn,,,
150867,Konkurentn,,,
150868,Konzentrak (Polish),,,"The camp's a dirty, dirty dog, Well known its devlish fame,"
150869,Kopel Minister,,,
150870,Karev Yom (Breslov),,,
150871,Karev Yom (Breslov),,,May the day draw near that is neither day not night...
150872,Karev Yom (Breslov),,,"Medley with Od Yoshima, Rikud Breslov and Yismekhu."
150873,Karev Yom,,,
150874,Karev Yom,,,Bring near the day which is neither day nor night.
150875,Karev Yom,,,Bring near the day which is neither day nor night.
150876,Karev Yom,,,Bring near the day which is neither day nor night.
150877,Karev Yom,,,Bring near the day which is neither day nor night.
150878,Karev Yom,,,
150879,Karev Yom (Horowitz),,,Bring near the day which is neither day nor night.
150880,Karev Yom (Rabbi Nachman),,,
150881,Karev Yom,,,
150882,Las Tres Hojas (Spanish),,,"Under the leaf of the vervain, under under the leaf,"
150883,Lasadey Yotse Yatsati (Heb),,,
150884,Last Dance Medley (Instr),,,Di Mizinke Oygegebn / Ot Azoy / Mekhutenesta Mayne
150885,Late At Night (Shpet Bay Nakht),,,"Part of Yiddish Radio Medley, Der Rebe Elimeylekh, A Khazndl"
150886,Latke Song (Khanike Oy Khanike),,,English humorous song to melody of Khanike Oy Khanike
150887,Layahudim Hoyso Oyre (Heb),,,From Havdola Blessing
150888,Layehudim (Esther 08:16),,,"The Jews had light and gladness, joy and honour."
150889,"Layehudim (Esther 08:16, Heb)",,,"Part of Shirey M'gilot, Song Suite, from Book of Esther"
150890,Layla Al Hakafar (Heb),,,"Day is ending, shadows descending, the flocks return..."
150891,Layla Kayom Yair (Heb),,,
150892,Layla Lo Nishar (Heb),,,The Night Doesn't Stay
150893,Layla Layla,,,Adapted from the Hebrew
150894,Layla Layla,,,
150895,Layla Layla,,,
150896,Layla Layla,,,
150897,Layla Layla,,,
150898,Layla Layla,,,
150899,Layla Layla,,,Part of Ba'uverinu - Medley of 14 songs
150900,Layla Layla,,,
150901,Layla Layla,,,
150902,Numi Numi Nim (Heb),,,
150903,Layla Layla,,,"Part of ""Lullaby Medley"" with ""Rozhinkes Mit Mandlen"""
150904,Lev Tsoni,,,
150905,Le Chapelier (French),,,From Trois Melodies -Depicts hatter from Alice in Wonderland
150906,Le Cygne (French),,,From Histories Naturelles - The Swan
150907,Le Grillon (French),,,From Histories Naturelles - The Cricket
150908,Le Jour De Ma Bar Mitsva (Instr),,,
150909,Le Martin Pecheur (French),,,From Histories Naturelles - The Kingfisher
150910,Le Mendicant (French),,,"From ""Chanson Villageoises""-  ""The Beggar"""
150911,Le Parapluie (French),,,"""The Umbrella"""
150912,Le Peon (French),,,From Histories Naturelles - The Peacock
150913,Le Pigeon Plume (French),,,Recording made in France
150914,Le Pintade (French),,,From Histories Naturelles - The Guinea Hen
150915,Le Promenoir Des Deux Amants,,,The Promenade of Two Lovers - a group of three songs
150916,Le Riche Et Le Pauvre (French),,,"Part of ""Un Saint Rabbin"""
150917,Le Soleil Du Negev (Instr),,,
150918,Le Statue De Bronze (French),,,From Trois Melodies - Boredom of a bronze frog
150919,Le'artseynu Nash,,,"Last song in dramatic reading entitled ""In Shenkl Arayn"""
150920,Le'artseynu Nash,,,"Last song in dramatic reading entitled ""In Shenkl Arayn"""
150921,Le'erets Avoteynu (Heb),,,From finale of Voice of Soviet Russia
150922,"Le'eyneynu (Before Our Eyes, Heb)",,,"Before our eyes has our substance been plundered, torn..."
150923,Le'olam Beykvot Hashemesh (Heb),,,Follow The Sun
150924,Leah (Dybbuk Suite No 2),,,The Messengers/ Leah/ 5 Kabbalah Variations/ Dream
150925,Learnin' From The Torah (Eng),,,Lyrics with album notes.
150926,Learning Tree (Eng),,,Lyrics with album
150927,Leaving Mother Russia (Eng),,,
150928,Leaving Mother Russia (Eng),,,
150929,Leaving Mother Russia (Instr),,,"Recorded under ""Let My People Go/ Medley with Balalayke"
150930,Leb Ikh,,,
150931,Leb Un Lakh (Enjoy Yourself),,,"Recorded under ""Leb Un Lakh"""
150932,"Lebedik (Abe Schwartz, Instr)",,,From 78'
150933,Horakhamon Hu Yokim Lonu (Heb),,,"All merciful, raise up the fallen tabernacle of David."
150934,"Horas (Instr, Musiker)",,,"Medley of horas, includimg Hava Nagila"
150935,Horef (Heb),,,
150936,Horey Far New York,,,
150937,"Horeyni (Instr, Aerobics)",,,Aerobics warm down
150938,Horiu Ladoshem (Shout For Joy...),,,Shout For Joy Unto The Lord
150939,Hosha No,,,
150940,Hoshia Et Amekha (Psalm 028:09),,,Yismekhu Hashaymayim/ Ele Khamda Libi/ Hoshia et Amekha/
150941,Hoshia Et Amekha (Psalm 028:09),,,"Save Thy people and bless Thine inheritance,"
150942,Hoshia Et Amekha (Psalm 028:09),,,"Save Thy people and bless Thine inheritance,"
150943,Hu Elokeynu (Heb),,,He is our God; he is our Father; he is our King;
150944,Hu Elokeynu (Heb),,,He is our God; he is our Father; he is our King;
150945,"Hu Elokeynu (Heb, Instr)",,,Recorded in Paris
150946,Hu Ha! Di Kheveres Do,,,"Also includes adaption of ""Hail Hail The Gang's All Here"""
150947,"Hu Ose Shalom (Heb, Medley)",,,
150948,Hu Ya'aneynu (Heb),,,"Part of ""The Hush of Midnight"""
150949,Hu Yiftakh Libeynu (Heb),,,
150950,Hudu L'adonay (Heb),,,"Thank God, call His name, tell all nations his deeds,"
150951,Der Filosof,,,
150952,Der Filosof,,,
150953,Der Filosof,,,
150954,Der Filosof,,,Milner credited with lyrics in album notes
150955,"Hulyet, Hulyet, Beyze Vintn (Gelbart)",,,
150956,"Hulyet, Hulyet, Beyze Vintn (Gelbart)",,,
150957,"Hulyet, Hulyet, Beyze Vintn (Gelbart)",,,Tranliteration and translation with album notes.
150958,"Hulyet, Hulyet, Beyze Vintn (Gelbart)",,,"Recorded under title ""Vinterlid"""
150959,Hulyet Hulyet Kinderlekh,,,
150960,Hulyet Hulyet Kinderlekh,,,Recorded in West Germany.
150961,Hulyet Hulyet Kinderlekh,,,
150962,Hulyet Hulyet Kinderlekh,,,
150963,Hulyet Hulyet Kinderlekh,,,
150964,Hulyet Hulyet Kinderlekh,,,
150965,Hulyet Hulyet Kinderlekh,,,
150966,Hulyet Hulyet Kinderlekh,,,Recording made in Germany
150967,Hulyet Hulyet Kinderlekh,,,
150968,Hava Netse Bemakhol,,,"""Come, let us dance and sing."""
150969,Hava Netse Bemakhol,,,
150970,Hava Netse Bemakhol,,,"""Let's go round and dance, Lets spin around the circle."""
150971,Hava Netse Bemakhol,,,"""Let's go round and dance, Lets spin around the circle."""
150972,Hava Netse Bemakhol,,,"""Let's go round and dance, Lets spin around the circle."""
150973,Hava Netse Bemakhol,,,"""Let's go round and dance, Lets spin around the circle."""
150974,Hava Netse Bemakhol,,,"Medley with Mayim, Rad Halayla and Hevenu Sholom Aleykhem"
150975,Hava Netse Bemakhol,,,Shuv Itkhem/ Artsa Alinu\ Hava Nagila\ Hava Netse Bemakhol
150976,Hava Nezemera (Heb),,,"Recorded under title ""Hava Nezemera""             ""נזמרה ""הבה"
150977,Hava Nirdaka (Heb),,,Come! Let us dance the hora.
150978,Hava Shoshanim (Instr),,,
150979,Havdola,,,"This is not ""Hamavdil"""
150980,Havdola (Kalib),,,"Behold, God is my salvation; I will trust and will not be..."
150981,Havdola (Zilberts),,,
150982,Havdola Suite,,,
150983,Having Drunk Of The Wine...(Eng),,,
150984,Having Drunk Of The Wine...(Heb),,,
150985,Haviva,,,
150986,Khavivele,,,
150987,"Havu (Acknowledge, Heb)",,,"""Acknowledge the greatness of our God, and render praise..."""
150988,Havu Ez Lataysh (Instr),,,"""Bring A She Goat For The He Goat"""
150989,Havu Lanu Yayin,,,"Bring us more wine, we have not yet drunk enough,"
150990,Havu Levanim,,,
150991,Hay'ee Shalom Molatadti (Heb),,,"Shalom, My Land"
150992,"Haya Hu Afor (He Was Grey, Heb)",,,"Arranged by Hendel, Regnier and Schiffers"
150993,Haya Ma'ase Bemelekh (A Mol Iz...),,,"Recorded under ""Haya Ma'asseh Bemelkh"""
150994,Hayamim Kholfim (Heb),,,"The days pass and the years go by, but the melody shall..."
150995,Hayarden (Heb),,,
150996,Heyda Nu Tsurik In Kheyder,,,"Text, translit and translat with album notes"
150997,Hayi Shalom Molatedti (Heb),,,
150998,Hayita Tsiera Bakineret,,,
150999,Hayn Yatsnu Basakh,,,
151000,Haynt Iz Gants Andersh,,,
151001,Haynt Iz Purim,,,Narrated by Yosl Mlotek
151002,Haynt Iz Purim Brider,,,"Part of playlet titled ""Purim's Here"" written by Eve Lippman"
151003,Hey Tsigelekh,,,
151004,Hey Tsigelekh,,,Translation and transliteration with album notes.
151005,Hey Tsigelekh,,,
151006,Hey Tsigelekh,,,
151007,Hey Tsigelekh,,,
151008,Hevenu Shalom Aleykhem,,,Ose Shalom/ Heveny Shalom Aleykhem
151009,Moyshele Paganini,,,
151010,Der Kranker,,,
151011,A Yid Mit Kunst,,,
151012,Meylekhl Kilke,,,
151013,Shabos Gest,,,
151014,A Shidukh,,,
151015,Hodu Lashem Ki Tov (Margules),,,"""O give thanks unto the Lord, for He is good, for His mercy."
151016,Hamaavir Bonov (Heb),,,Who brought his children through the split parts of the...
151017,Hamaavir Bonov (Heb),,,He made his children pass between the divisions of the...
151018,"Hamakhlaka Ha'aravit (Sketch, Heb)",,,
151019,Hamakhshefa (Hebrew),,,
151020,Hamangina (Heb),,,
151021,Hamavdil (Shenker),,,"""May he who makes distinction between holy and profane..."""
151022,Hamavdil (Rosenblatt),,,"""May he who makes distinction between holy and profane..."""
151023,"Hitnaari (Heb, Arise)",,,"Arise o My people, shake off the dust and don the garments.."
151024,Histapkhus Hanefesh (Yid),,,Recording made in France.
151025,Histoires Naturelles (French),,,Musical setting of five poems
151026,Historisher Klal Yisroel Banquet,,,"Visit of Moscow Rabbi Levin June 17 - July 1, 1968"
151027,Hit Op Dos Bisele Koyekh,,,"Credited to ""Gebirtig"" on album notes."
151028,Hit Op Dos Bisele Koyekh,,,
151029,Hitahavati Bakh-Ortshi Tshorna-Heb,,,"Hebrew version of ""Ortshi Tshorna"""
151030,Hiyalim Almonim,,,
151031,Hiyo Hayu Li (Hebrew),,,
151032,Ho Lakhish Lakhisha (Heb),,,Cowboy Song
151033,Ho Lakhma Anya,,,This is the bread of affliction.
151034,Kumt Tsuforn Keyn Kopresht,,,Recorded in USSR.
151035,Kumt Tsuforn Keyn Kopresht,,,Recorded in USSR.
151036,Kumt Tsuforn Keyn Kopresht,,,Recorded in USSR.
151037,Kun Ma Tzen (Yid),,,78 RPM (Pearl Records EV-1926) provided by Mrs Manya Shrogin
151038,Kuni Eylend (Coney Island),,,
151039,Kuni Iz A Khusn,,,
151040,Kuni Leml,,,"From ""Tsvey Kuni Leml"""
151041,Kuni Leml,,,"From ""Tsvey Kuni Leml""   Same as on album T-06(a)"
151042,Kuni Lemlele (Monologue),,,"Part of 2nd selection on album, Side a"
151043,Kuni Vemuni (Heb),,,"From motion picture track ""Kuni Leml B'tel Aviv"""
151044,"Kurfurstendamm 1938 (Joke, German)",,,
151045,"Kurtn (Rumenye, Rumenye, Parody)",,,"Recorded under ""Kurtn"" Humorous parody of ""Roumania Romania"""
151046,Kurts Iz Dos Lebn,,,
151047,Kurts Iz Dos Lebn,,,
151048,Shir Hashirim (Witler),,,
151049,Shir Hashirim 01:01(Roptchitz),,,
151050,Shir Hashirim 01:01,,,
151051,Shir Hashirim 01:01,,,Melody in this version is arrangement by Lazar Samininsky
151052,Shir Hashirim 01:01(Roptchitz),,,"The song of songs, which is Solomon's. Let him kiss me..."
151053,Shir Hashirim 01:01,,,Georgian Jewish Chant
151054,Shir Hashirim 01:01,,,
151055,Shir Hashirim 01:15,,,"""Behold, thou are fair, my love; behold, thou art fair,"""
151056,Al Tiruni,,,"Look not upon me that I am swarthy,"
151057,Shir Hashirim 02:14 (Hashi'imi),,,"Let me hear Your voice, for Your voice is sweet..."
151058,Shir Hashirim 02:16,,,"My beloved is mane and I am his, that feedeth among the..."
151059,Shir Hashirim 03,,,
151060,"Shir Hashirim 04:10, 11",,,"How fair is thy love, my sister, my bride."
151061,Shir Hashirim 05:02 (Kol Dodi...),,,"Hark, my beloved knocketh, open to me my sister, my love..."
151062,Shir Hashirim 08:06 (Simeni...),,,"Text, Translation and Transliteration with Album"
151063,Shir Hashirim 08:06-07 (Simeni...),,,"Part of Shirey M'gilot, Song Suite, from Song of Songs"
151064,Shir Hashirim 08:06-07 (Simeni...),,,"Part of Shirey M'gilot, Song Suite, from Song of Songs"
151065,Shir Hashirim 08:06-07 (Simeni...),,,"Part of Shirey M'gilot, Song Suite, from Song of Songs"
151066,Shir Hashomer,,,"From the tower top I'll look around, my eye will pierce..."
151067,Shir Hashuk (Heb),,,
151068,Shir Hatemenay (Heb),,,"From 78rpm album ""Sing Palestine"" Metro Music P-2000"
151069,Shir Hatemenay (Heb),,,"Camel, may camel, there's labor for him and for me,"
151070,Shir Hekharut (Heb),,,
151071,Shir Hekharut (Heb),,,
151072,Shir Hekharut (Heb),,,"""Song Of Liberation""  - Secunda credited , Lyrics???"
151073,Shir Hu Lo Rak Milim (Heb),,,"Also listed under title ""Az Shiru"""
151074,Shir Khatana (Heb),,,
151075,"Shir Lamdina (Heb, Yid)",,,
151076,"Shir Lamedina (Heb, Yid)",,,
151077,Shir Lashalom,,,
151078,Shir Lashalom,,,"Let the sun rise, the morning shine, the finest of prayers.."
151079,Shir Lashalom,,,
151080,Shir Lepeysekh (Heb),,,
151081,Shir Li Et Halayla (Heb),,,"""Hedva Amrani Danoff"" referred to only as ""Hedva Amrani"""
151082,Shir Li Shiri Li (Heb),,,"Sing To Me, Sing To Me"
151083,"Shir Rikud (Dance Tune, Heb)",,,1967 Israel Song Festival
151084,Shir Roem,,,
151085,Shir Sameakh,,,"Shir Sameakh, Yismekhu Hashamayim, Ki Mitsion - Medley"
151086,Shir Sameakh,,,
151087,Shir Sameakh,,,Shir Sameakh for tenor and piano
151088,Shir Sameakh,,,"Recorded under title ""Israel Celebrates"""
151089,Shir Sameakh,,,Is this version a combination of two songs?
151090,"Shir Shabat (Heb, Kuni Leml)",,,"From motion picture track ""Kuni Leml B'tel Aviv"""
151091,Shir Shel David (Heb),,,
151092,Di Linke Hant,,,
151093,Shir Shlomo Hamelekh (Heb),,,
151094,Shir Sium (Final Song),,,
151095,Shir Tsayltsalim (Heb),,,
151096,Shir Yeledim G'dolim (Heb),,,"""Song for Grown Up Children"""
151097,Shira Hano'ar (Heb),,,Part of Medley
151098,"Shiras Devorah (Judges 05:01, Heb)",,,Then sang Deborah and Barak the son of Abinoam on that day..
151099,Shirat Abir Noded (Gnessin Op 34),,,Song Of A Wandering Knight - to memory of 13th cent Susskind
151100,Shirat Ha'asavim (Heb),,,
151101,Shirat Hanoded (The Vagabond),,,"Arranged by Hendel, Regnier and Schiffers"
151102,Shirat Hanoded (The Vagabond),,,Part of Medley
151103,Shirat Haruakh (Song Of The Wind),,,Instr
151104,Shirat Hashomer,,,The night is quiet. I hear my own footsteps. Somewhere far..
151105,Shirat Miriam (Heb),,,Recorded in Italy. Religious song based on Exodus.
151106,"Shirey M'gilot, Song Suite",,,"Layehudim Hay'ta Ora, Veshalom Adonay, Sof Davar, Ma Shehaya"
151107,Shiri Hashuk (Heb),,,"From Hebrew version of ""Dray Howmakhs"" by Yakov Shabtai"
151108,"Shirley's Mother (Eng, Recitation)",,,
151109,"Shiro (Yid, Ehrlikh)",,,
151110,Shiru Shabtai Tsvi,,,Choral group and monologue by Schwartz
151111,Shiru Shabtai Tsvi,,,"...נײַע גאַנץ אַ פֿעלקער אַלע פֿון ,זינגען לאָמיר באַשעפֿער צום ,שירה"
151112,Shiru Shabtai Tsvi,,,"Written for play ""ShabtaiTsvi"" produced in 1923"
151113,Shiru Shabtai Tsvi,,,"Written for play ""Shabtai Tsvi"" produced in 1923"
151114,Shiru Shabtai Tsvi,,,
151115,Shiru Shabtai Tsvi,,,"Written for play ""Shabtai Tsvi"" produced in 1923"
151116,Shiru Shabtai Tsvi,,,"Written for play ""Shabtai Tsvi"" produced in 1923"
151117,Shiru Shabtai Tsvi,,,
151118,Shiru Shabtai Tsvi,,,
151119,Shiru Ladonoy,,,
151120,"Shiru Ladonoy (Psalm 098:01, Kalmanoff)",,,
151121,Shiru Ladonoy (Psalm 098:01),,,with Psalm 150
151122,Shiru Ladoshem,,,"Sisu Et Yerushalayim, Zokhreynu Lekhaim, Lekhu Neranena"
151123,Shiru Lashem,,,"Sing to the Lord, all the earth; announce his salvation..."
151124,Shiru Lelokim (Heb),,,
151125,Shiru Loy (Heb),,,"From ""Satmar Nigunim"" Menorah Records LPM 190"
151126,Shiru Shel Aba (Instr),,,Khorshat Haukeleptus/
151127,Shiru Shel Aba (Yibone Hamikdash),,,"Arranged by Hendel, Regnier, and Schiffers"
151128,Shiru Shir (Heb),,,
151129,Shiru Shir Khadash (Heb),,,Sing A New Song
151130,Shishelai (Turkish),,,
151131,Shit Arayn,,,
151132,Shit Arayn,,,Also see Yaacov Shapire - S-22(d)
151133,"Shiva Kanim (Heb, Seven Branches)",,,
151134,Shivagro,,,
151135,Shivas Tsien,,,
151136,Shivas Tsien,,,
151137,"Shivisi (Psalm 016:08, Heb)",,,"I have set the Lord always before me, surely He is at my..."
151138,Shivkhey Maoz,,,"Fortress, rock of my salvation, how fitting to give praise,"
151139,Shkie,,,
151140,Shklafnshop,,,"Text, translat and translit with album notes."
151141,Shlimazl,,,
151142,Shlof In Ziser Ru (Rosenblatt),,,
151143,Shlof In Ziser Ru (Rosenblatt),,,
151144,Ay Li Lu Li,,,Recorded under Ay Li Lu Li Lu
151145,Shlof In Ziser Ru (Rosenblatt),,,"Sleep little one, I'm weary of the cares of the day."
151146,Shlof Mayn Feygele,,,
151147,Kushn Ziser Fun Vayn,,,
151148,Kuzmir Tants (Instr),,,
151149,Kvad Akharey Hatsur (Heb),,,"""Midnight Has Come and Gone"""
151150,Kvar Akharey Khatsot (Heb),,,"""It's Already After Midnight"""
151151,Kvar Akharey Khatsot (Heb),,,"""It's Already After Midnight"""
151152,"Kvar Akharey Khatsot (Heb, Eng)",,,"""It's Already After Midnight"""
151153,"Kvar Akharey Khatsot (Heb, Instr)",,,"""It's Already After Midnight""  Part of warm up for aerobics"
151154,"Kvar Akharey Khatsot (Heb, Instr)",,,Bashana Hab../ Kvar Akharey../ Ose Shalom/ Veshum Itkhem
151155,Kvar Akharey Khatsot (Yid),,,"Translated from Hebrew - Recorded under ""Nokh Halber Nakht"""
151156,L'Anguille (French),,,"From ""Four Poems by Guillaume Apollaire"" - The Eel"
151157,L'Eau Du Jourdain (French),,,"Part of ""Ma Grand Mere"""
151158,L'Echelonnemont Des Haies (French),,,The Hedgerows
151159,L'Espionne (French),,,"From ""Calligrammes""   - The Spy"
151160,L'Ile Heureuse (French),,,The Happy Island
151161,L'adonay Eloheynu,,,
151162,L'aio De Rotso (Songs..Auvergne),,,
151163,L'antoueno (Songs of the Auvergne),,,
151164,L'appel De La Torah (French),,,
151165,L'el Orekh Din,,,
151166,L'el Orekh Din (Kwartin),,,
151167,Lel Shimurim (Heb),,,
151168,L'histoire Du Chantre (French),,,Recorded in France
151169,L'histoire Du Talmud (French),,,Recorded in France
151170,L'keyl Orekh Din (Heb),,,"Is this the same as ""L'el Orekh Din (Heb)"" - L-14(a)"
151171,L'man Akhay Veray,,,
151172,L'man Akhay Veray,,,"Because of my brothers and friends, let me sing ""Peace To..."
151173,L'oriental,,,
151174,La Bague (French),,,"Part of ""Un Saint Rabbin"""
151175,La Belle (Cajun French),,,
151176,La Bergere (The Shepherdess),,,"When it rains, she wishes good weather, and when she hears.."
151177,La Bergere Que Je Sets (French),,,and flute by Germaine Weil.
151178,La Carmagnola (French),,,"Combined with ""Ah Ca Ira"""
151179,La Carmagnole (French),,,
151180,La Carmagnole (French),,,"Madome Veto had promised to put all of Paris to ruin,"
151181,La Chanson A L'Ecole (French),,,Germaine Weil.
151182,"La Chanson Du Souvenir ""Quaddish""",,,
151183,La Chasse Au Tigre (French),,,
151184,La Fontaine Endormie (French),,,
151185,La Grace Exilee (French),,,"From ""Calligrammes""   - The Exiled Grace"
151186,Les Cerises (French),,,"Part of ""Un Saint Rabbin"""
151187,Les Charpentiers Du Roi (French),,,"The king's carpenters build a house for my father,"
151188,Les Gars Qui Vont A La Fete,,,"From ""Chanson Villageoises""/""The Fellow Who Goes To The Fair"
151189,Les Guitares De L'exil (French),,,
151190,Les Lumieres Du Shabbat (French),,,"Recorded under title ""Les Lumieres Du Shabbat"""
151191,Les Viola (French),,,
151192,"Leshonoh Haba'ah (USSR, Bikel)",,,Bikel and Miron
151193,"Leshonoh Haba'ah (Yid, Heb)",,,
151194,Leshonoh Haba'ah Biyerusholaim,,,"Part of medley. ""Next year in Jerusalem."""
151195,Leshonoh Haba'ah Biyerusholaim,,,"""Next year in Jerusalem."""
151196,Leshonoh Haba'ah Biyerusholaim,,,Excerpt incorp with Bashana Ha'aba
151197,Likhvod Hashabat (Heb),,,In Honor of the Sabbath
151198,Cabaret,,,
151199,Limericks In Kaleidoscope (Instr),,,From Six Poems For Cello and Piano
151200,Lipa Ha'eglon (Heb),,,Lipa The Cart Driver
151201,Lipa Ha'eglon (Heb),,,Lipa The Cart Driver
151202,Lishmoa El Harino (Yoelin),,,
151203,Lishmoa El Harino (Abrass),,,
151204,Listen,,,"Should the Hebrew title be ""Shimu""?      """"שמעו"
151205,Listen Here Joe (Eng),,,"From ""The Panther and the Lash; Poems Of Our Time"
151206,Little Buttercup (Kleyne Puter..),,,"Recorded under ""Kleyne Putershisl"""
151207,Little Buttercup (Kleyne Puter..),,,
151208,Little Cat's Tune (Instr),,,
151209,Little Gypsy (Instr),,,
151210,Little Holes (Eng),,,"Subtitled ""Le Poinconneur Des Lilas"" Translat from French??"
151211,Little Joe The Rustler (Eng),,,Text provided by A Brumberg. Melody-Little Joe the Wrangler
151212,Little Smary (Arias & Barcarolles),,,Part of Arias & Barcarolles - Text with album notes
151213,Wiegenlied/ Lullaby Shostakovich (German),,,"Part of ""From Jewish Folk Poetry, Op. 79"" See Album S-009(a)"
151214,Lullaby (Shostakovitch),,,"Recorded under title ""Berceuse""."
151215,Lullaby (Shostakovitch),,,"Recorded under title ""Lullaby"""
151216,Shir Hapalmakh,,,"Though the storm ranges around us, our heads are unbent,"
151217,Shir Hapalmakh,,,"Though the storm ranges around us, our heads are unbent,"
151218,Shir Hapalmakh,,,"Though the storm ranges around us, our heads are unbent,"
151219,Shir Hapalmakh,,,"Though the storm ranges around us, our heads are unbent,"
151220,Shir Hapalmakh,,,"Though the storm ranges around us, our heads are unbent,"
151221,"Shir Hapalmakh (Instr, Medley)",,,Zog Nit../Shir Hapalmakh/Mul Har../Anakhnu Naavor/Makhar
151222,Shir Hapartizanim,,,"Recorded under title ""Shir Hapartiznim""      ""הפּרטיזנים ""שיר"
