R2715,Cohen at the Wedding,9109-A / 9109-B,,Monroe Silver,Broadway,"78 RPM - 10"""
R2716,Cohen Becomes a Citizen,A 14429 / B 14429,1922,Monroe Silver,Vocalion,"78 RPM - 10"""
R2717,Cohen Calls His Tailor On The 'Phone,A2488,1915-07,Joe Hayman,Columbia,"78 RPM - 10"""
R2718,Cohen Gets Married,18501-B / 18501-A,1918-06-25,Monroe Silver,Victor - His Master's Voice,"78 RPM - 10"""
R2719,Cohen Listens in on the Radio,A3832,1922-10,Joe Hayman,Columbia,"78 RPM - 10"""
R2720,Cohen On His Honeymoon,50667-R / 50667-L,,Monroe Silver,Edison,"78 RPM - 10"""
R2721,Cohen On The Phone,519A / 519B,,Mike Sachs,Crystal-Tone,"78 RPM - 10"""
R2722,Cohen on the Telephone,501,,Dayton Allen,"Allegro Music, Inc.","78 RPM - 10"""
R2723,Cohen on the Telephone,792-D,1913-07-05?,Joe Hayman,Columbia,"78 RPM - 10"""
R2724,Cohen on the Telephone,A1516,1913-07-05,Joe Hayman,Columbia,"78 RPM - 10"""
R2725,Cohen Phones The Gas Company,A3772,1922,Joe Hayman,Columbia,"78 RPM - 10"""
R2726,Cohen Takes His Friend to the Opera,A-14282 / B-14282,,Monroe Silver; Steve Porter,Vocalion,"78 RPM - 10"""
R2727,Cohen Telephones from Brighton,A2192,1915?,Joe Hayman and Company,Columbia,"78 RPM - 10"""
R2728,Cohen Telephones from Brighton,A1885,1915?,Joe Hayman and Company,Columbia,"78 RPM - 10"""
R2729,Cohen Telephones the Health Department,A1863,1917,Joe Hayman,Columbia,"78 RPM - 10"""
R2730,Cohen's New Auto,991,1921,David Kline,Regal,"78 RPM - 10"""
R2731,Cohen's Wedding,2103-A / 2103-B,,Monroe Silver,Silvertone,"78 RPM - 10"""
R2732,Cohen's Wedding,10176,1919-07,Monroe Silver,Emerson,"78 RPM - 10"""
R2733,Color Me Barbra,18 K) 0044,,Barbra Streisand,Columbia,8-track tape
R2734,Color Me Jewish,R30,,Larry Best,Rivoli Records,"33 1/3 RPM - 12"""
R2735,Columbus ich hob zu dir gornit,E4280,1918-11,Morris Goldstein,Columbia,"78 RPM - 10"""
R2736,Columbus Mit Sein Golden Land,03573 / 03573 B,1920-10,Sam Silberbush,Actuelle Pathe,"78 RPM - 10"""
R2737,Columbuses m' dineh,E3562,1917-09,Sam Kasten,Columbia,"78 RPM - 10"""
R2738,Come and Dance with David Eshet,650,,David Eshet,DRG Recording Co,"33 1/3 RPM - 12"""
R2739,Come Away to Comaguey,20-3984-A / 20-3984-B,,Irving Fields,RCA Victor,"78 RPM - 10"""
R2740,Come Away to Comaguey,47-3984-A / 47-3984-B,,Irving Fields,RCA Victor,45 RPM
R2741,Come Back Sure-Yente / That Old Black Magic,25-5131,,Leo Fuchs,RCA Victor,"78 RPM - 10"""
R2742,Come Back to Sorrento,LR 102,,Cantor Louis Danto,Cadenza Records,"33 1/3 RPM - 12"""
R2743,Come In From the Rain,CB 6553 A / CB 6553 B,,Claire Barry,Norclair Ltd.,45 RPM
R2744,"Come on and Play Wiz Me, My Sweet Babee",10119,1920-02,Eddie Cantor,Emerson,"78 RPM - 10"""
R2745,Come On-A My House,1788,1950? - 1952?,Mickey Katz,Capitol Records,"78 RPM - 10"""
R2746,Come On-Tsu Mein Hois / Beilebel,25-5108-A / 25-5108-B,,Leo Fuchs,RCA Victor,"78 RPM - 10"""
R2747,Come Sing Along,GRC 132,,Cantor Aaron Lieber & his Sons,Greater Recording Co.,"33 1/3 RPM - 12"""
R2748,"Come, Beloved",74504,1916-09-26,Alma Gluck,Victor - His Master's Voice,"78 RPM - 12"" single-sided"
R2749,Comes the Revolution!,1002-A / 1002-B,,Willie Howard,Gala,"78 RPM - 10"""
R2750,Comez Alef [Oifn Pripetshok],67721-A / 67721-B,1916-01-26,R. Rosovskaia Medvedieff,Victor - His Master's Voice,"78 RPM - 10"""
R2751,Comin Round the Katzkills,W 1307,,Mickey Katz,Capitol Records,"33 1/3 RPM - 12"""
R2752,Comin' Thro' the Rye (Scotch Air),64422,1914-03-06,Alma Gluck,Victor - His Master's Voice,"78 RPM - 10"" single-sided"
R2753,COMING FROM LOVE,CBS 450458/1,,,CBS,"33 1/3 RPM - 12"""
R2754,Coming Home,P-100,,The Jerusalem Echos,Perach,"33 1/3 RPM - 12"""
R2755,Coming of Age - Ballad of a Beatnik Bubbie,,,Phyllis Berk,Private label,CD
R2756,Commandement,101,,Levy Henri,Hes-El-Moknine,"33 1/3 RPM - 10"""
R2757,Community Singing in Jerusalem Recorded Live,52395,,Various,CBS,"33 1/3 RPM - 12"""
R2758,Como la Rosa en la Güerta: Tales from the Spanish Knights,,,Ramón Tasat,Ramon Tasat,CD
R2759,Compilation of Concerts,FXL CD,2004,Cantor Hesh Mayersdorf,Sunrise Studios,CD
R2760,Complete Friday Night Service,FRA-PT 1 / FRA-PT 2,,Cantor Abraham Davis,Noam Productions,"78 RPM - 12"""
R2761,Complete Friday Night Service,N-9,,Cantor Abraham Davis,Noam Records,"33 1/3 RPM - 12"""
R2762,Complete Friday Night Service and Songs for the Sabbath,NLP - 104,,Cantor Abraham Davis,Noah Recording,"33 1/3 RPM - 12"""
R2763,Complete Sabbath Morning Service,NLP-101,,Cantor Abraham Davis,Noam Records,"33 1/3 RPM - 12"""
R2764,Complete Selichot Service,Private,,Cantor Zvee Aroni,Private label,CD
R2765,Composers from Theresienstadt 1941-1945,CCS 5193,,Hans Krï¿½sa; Frantiï¿½ec Domaï¿½licky,Channel Classics,CD
R2766,Composers in Israel - Marc Lavry,AN 11-47,,Voices of Zion,Hed-Arzi,"33 1/3 RPM - 10"""
R2767,Composers in Israel - Mordechai Zeira,AN 11-75,,Yaffa Yarkoni,Hed-Arzi,"33 1/3 RPM - 10"""
R2768,Composers in Israel - Sabres Singing,AN 12-28,,Nisan C. Hav-Ron,Hed-Arzi,"33 1/3 RPM - 10"""
R2769,Composers of Israel - Interview with Ben-Zion Orgadi / United States Information Office in Israel,VZL 55/56,,Ben-Zion Orgad; [unknown],Vistas of Israel,"33 1/3 RPM - 12"""
R2770,Composers of Israel - Interview with Chaim Alexander / Folk Music of Israel,VZL 51/52,,Chaim Alexander; Karmon Israeli Dancers & Singers,Vistas of Israel,"33 1/3 RPM - 12"""
R2771,Composers of Israel - Interview with Hanoch Jacobi / Song of Songs,VZL 53/54,,Hanoch Jacobi; [unknown],Vistas of Israel,"33 1/3 RPM - 12"""
R2772,Composers of Israel - Interview with Mordecai Seter / Oranim Tzabar Troupe,VZL 47/48,,Mordecai Seter; Oranim Tzabar Troupe,Vistas of Israel,"33 1/3 RPM - 12"""
R2773,Composers of the Holocaust,LE 342,,Isabelle Ganz; Robert Paul Abelson; Mimi Stern-Wolfe,Leonarda,CD
R2774,Composition by Joseph Leonard,L-0013,,Miriam Chasson; Cantor Abraham Salkov,Josph Leonard,"33 1/3 RPM - 12"""
R2775,"Compositions by Glick,Freedman,Beckwith",CC-15.073,,,Select,"33 1/3 RPM - 12"""
R2776,Compositions of Joseph Hadar,AN 12-40,,Ahuva Tsadok,Hed-Arzi,"33 1/3 RPM - 10"""
R2777,Concensus,BCD165,,Beyond the Pale,Borealis,CD
R2778,Concerning the Warsaw Ghetto Memorial Meeting,WJLB,,Sarah Friedman,Private label,"33 1/3 RPM - 10"""
R2779,Concert,5289-56,,Mikhail Alexandrovich,CCCP,"33 1/3 RPM - 10"""
R2780,Concert December 16 1986,,,Cantors: Moshe Shulhof; Mizrahi; Goldstein,Beth Torah Congregation,Cassette tape
R2781,Concert for Soviet Jewry 1978,102661,1978,,JSA,CD
R2782,Concert Highlights,C260357,,Benjamin Muller,Aderet Records,Cassette tape
R2783,Concert Hits and Wedding Favorites,HY 103,,The Messengers Orchestras',HY Records,"33 1/3 RPM - 12"""
R2784,Concert Hits and Wedding Favorites,HYS 103,,The Messengers,HY Records,"33 1/3 RPM - 12"""
R2785,Concert in the Park,LSC-2677,,Arthur Fiedler - Boston Pops,RCA,"33 1/3 RPM - 12"""
R2786,Concert of Religious Music,AN 49-73,,The Bar Ilan University Choir,Hed-Arzi,"33 1/3 RPM - 12"""
R2787,Concert of Russian Music,B 109,,Sidor Belarsky,Artistic Enterprises,"33 1/3 RPM - 12"""
R2788,Concert of Songs,Program No. 6,,Antonia Lavanne,Vistas of Israel,"33 1/3 RPM - 16"""
R2789,Concert of Synagogue,CM 513,,Leib Glantz,Musique Internationale,Cassette tape
R2790,Concert Under the Stars,DLP 92,,Jan Peerce,Design Records,"33 1/3 RPM - 12"""
R2791,Concert with Hillel and Aviva,EKL-171,,Hillel and Aviva,Elektra Entertainment,"33 1/3 RPM - 12"""
R2792,Concert with the Great Cantors,GRC 84,,Cantors Sirota; Rosenblatt; Hershman,Greater Recording Co.,"33 1/3 RPM - 12"""
R2793,Concerto for Two Violins (in D Minor) (Part 1),8040-B / 8040-A,1915-01-04,Fritz Kreisler; Efrem Zimbalist,Victrola Record,"78 RPM - 12"""
R2794,Concerto for Two Violins (in D Minor) (Part 1),76028,1915-01-04,Fritz Kreisler; Efrem Zimbalist,Victor - His Master's Voice,"78 RPM - 12"""
R2795,Concerto for Two Violins (in D Minor) (Part 2),76029,1915-01-04,Fritz Kreisler; Efrem Zimbalist,Victor - His Master's Voice,"78 RPM - 12"" single-sided"
R2796,Concerto for Two Violins (in D minor) (Part 3),76030,1915-01-04,Fritz Kreisler; Efrem Zimbalist,Victor - His Master's Voice,"78 RPM - 12"" single-sided"
R2797,Concerto for Two Violins (in D minor) (Part 3),8041-A / 8041-B,1915-01-04,Fritz Kreisler; Efrem Zimbalist,Victrola Record,"78 RPM - 12"""
R2798,Concerto for Two Violins in D Minor - 2nd Movement - Largo ma non tanto - concl.,7733-A / 7733-B,,Yehudi Menuhin; Georges Enesco,Victor - His Master's Voice,"78 RPM - 12"""
R2799,Concerto for Violin and Orchestra/Baal Shem,ML 4679,,Joseph Szigeti,Columbia Masterworks,"33 1/3 RPM - 12"""
R2800,Concerto for Violoncello and Orchestra / Sabbath Evening Service / Hagiographa,8.559434,,Various,Naxos,CD
R2801,Concerto in A Minor - Andante,74764,1920-09-17,Jascha Heifetz,Victrola Record,"78 RPM - 12"" single-sided"
R2802,Concerto in A Minor - Cadenza and First Movement: Allegro molto moderato (concluded),11-8211-A / 11-8211-B,,Artur Rubinstein,RCA Victor,"78 RPM - 12"""
R2803,Concerto in A Minor - First Movement: Allegro molto moderato (Part 1),11-8209-A / 11-8209-B,,Artur Rubinstein,RCA Victor,"78 RPM - 12"""
R2804,Concerto in A Minor - First Movement: Allegro molto moderato (Part 2),11-8210-A / 11-8210-B,,Artur Rubinstein,RCA Victor,"78 RPM - 12"""
R2805,Concerto in D Major - Part 11,8079-A / 8079-B,,Fritz Kreisler,Victrola Record,"78 RPM - 12"""
R2806,Concerto in D Minor - 1st Movement - Allegro moderato,16728-A / 16728-B,,Jascha Heifetz,RCA Victor,"78 RPM - 12"""
R2807,Concerto in D Minor - 1st Movement - Allegro moderato - concluded,16731-A / 16731-B,,Jascha Heifetz,RCA Victor,"78 RPM - 12"""
R2808,Concerto in D Minor - 1st Movement - Allegro moderato - continued,16729-A / 16729-B,,Jascha Heifetz,RCA Victor,"78 RPM - 12"""
R2809,Concerto in D Minor - 1st Movement - Allegro moderato - continued,16730-A / 16730-B,,Jascha Heifetz,RCA Victor,"78 RPM - 12"""
R2810,"Concerto in D Minor, 1st Movement - Allegro",12151-A / 12151-B,,Bruno Walter,Victor - His Master's Voice,"78 RPM - 12"""
R2811,"Concerto in D Minor, 2nd Movement - Romanza",12153-A / 12153-B,,Bruno Walter,Victor - His Master's Voice,"78 RPM - 12"""
R2812,Concerto in E Minor,E 530,,Benno Moiseivitch,Gramophone,"78 RPM - 10"""
R2813,Concerto in E Minor - Finale,6157-A / 6157-B,1920-09-16,Jascha Heifetz,Victor - His Master's Voice,"78 RPM - 12"""
R2814,Concerto in E Minor - Finale,74721,1920-09-16,Jascha Heifetz,Victrola Record,"78 RPM - 12"" single-sided"
R2815,Concerto in F Rhapsody in Blue,SR-90002,,George Gershwin,Mercury Publications,"33 1/3 RPM - 12"""
R2816,"Concerto in G Minor, 1st Movement - Allegro",7585-A / 7585-B,,Mischa Elman,Victor - His Master's Voice,"78 RPM - 12"""
R2817,"Concerto in G Minor, 2nd Movement - Allegro - concluded",7586-A / 7586-B,,Mischa Elman,Victor - His Master's Voice,"78 RPM - 12"""
R2818,"Concerto No. 1, in E Flat Major, 1st Movement - Allegro maestoso",11309-A / 11309-B,,Mischa Levitzki,Victor - His Master's Voice,"78 RPM - 12"""
R2819,"Concerto No. 1, in E Flat Major, 3rd Movement - Allegro vicace - Allegro animato",11310-A,,Mischa Levitzki,Victor - His Master's Voice,"78 RPM - 12"""
R2820,"Concerto No. 2, in D Minor, 1st Movement, Allegro moderato",8757-A / 8757-B,,Jascha Heifetz,Victor - His Master's Voice,"78 RPM - 12"""
R2821,"Concerto No. 2, in D Minor, 2nd Movement, Romance",8758-A / 8758-B,,Jascha Heifetz,Victor - His Master's Voice,"78 RPM - 12"""
R2822,"Concerto No. 2, in D Minor, 3rd Movement, Allergro moderato- concluded",8759-A / 8759-B,,Jascha Heifetz,Victor - His Master's Voice,"78 RPM - 12"""
R2823,"Concerto No. 2, in D Minor, Op. 22: First Movement: Allegro moderato",12-3126-A / 12-3126-B,,Mischa Elman,RCA Victor,"78 RPM - 12"""
R2824,"Concerto No. 2, in D Minor, Op. 22: First Movement: Allegro moderato (Part 2)",12-3128-A / 12-3128-B,,Mischa Elman,RCA Victor,"78 RPM - 12"""
R2825,"Concerto No.1, In D, Op. 6 Concerto In D Minor, Op. 47",LM-1946,,Yehudi Menuhin,RCA Victor,"33 1/3 RPM - 12"""
R2826,Concerto Rondo,,,Simeon Bellison,Melotone,"78 RPM - 12"""
R2827,Concerto Rondo - Part 3,,,Simeon Bellison,Melotone,"78 RPM - 12"""
R2828,Concerts & Recitals #1,Private,,Cantor Zvee Aroni,Private label,CD
R2829,Concerts & Recitals #2,Private,,Cantor Zvee Aroni,Private label,CD
R2830,Concerts & Recitals #3,Private,,Cantor Zvee Aroni,Private label,CD
R2831,Concerts & Recitals #4,Private,,Cantor Zvee Aroni,Private label,CD
R2832,Concerts & Recitals #5,Private,,Cantor Zvee Aroni,Private label,CD
R2833,Coney Ireland Wedding,25-5124,,Leo Fuchs,RCA Victor,"78 RPM - 10"""
R2834,Congregational Melodies,RE 700,,Cantor Raphael Edgar,U.S. Recording Co.,"33 1/3 RPM - 12"""
R2835,Connie Francis Sings Jewish Favorites,E3869,,Connie Francis,MGM,"33 1/3 RPM - 12"""
R2836,Connie Francis Sings Jewish Favorites,DPSM5085,,Connie Francis,Poly Gram Records,CD
R2837,Connie Francis Sings Jewish Favorites,SE3869,,Connie Francis,MGM,"33 1/3 RPM - 12"""
R2838,Connie Francis Sings Jewish Favorites,CS-6021,,Connie Francis,MGM,"33 1/3 RPM - 12"""
R2839,Connie's Greatest Jewish Hits,MGB-1-5411,,Connie Francis,MGM,"33 1/3 RPM - 12"""
R2840,Contemporary American Music for String Orchestra,E3117,,Izler Solomon,MGM,"33 1/3 RPM - 12"""
R2841,Contemporary Cantorial Classics,ST-1067,,Rita Shore,General Recording,"33 1/3 RPM - 12"""
R2842,Contes d' Hoffman - Barcarolle,87202,1914-05-21,Alma Gluck; Louise Homer,Victor - His Master's Voice,"78 RPM - 10"" single-sided"
R2843,Contes d'Hoffman - Barcarolle - ,3010-B / 3010-A,1914-05-21,Alma Gluck; Louise Homer,Victrola Record,"78 RPM - 10"""
R2844,Coo - Coo,A3626,1922-04-24,Al Jolson,Columbia,"78 RPM - 10"""
R2845,Copland: A Lincoln Portrait,102247,,Aaron Copland,Unknown,CD
R2846,Copycats - Yashvu Al P'nay Hamayim,S-12,,Gladys Gerwirtz; Eve Lippman,Menorah,"78 RPM - 9"""
R2847,Corinne Chochem's Collection of Folk Dances,ALCO 1009,,Corinne Chochem,Alco Records,"33 1/3 RPM - 10"""
R2848,Coro Hazamir,17-04-48/9,,Canta Nuestro Pueblo,Private label,"33 1/3 RPM - 12"""
R2849,Count Every Star,27042,1950?,Dick Haymes,Decca,"78 RPM - 10"""
R2850,Country Dance (Contredanse),64968,1921-01-03,Mischa Elman,Victrola Record,"78 RPM - 10"" single-sided"
R2851,Country Yossi & Shteeble-Hoppers,MEN #707,,Yossi Toiv ; Heshy Walfish,Menorah,"33 1/3 RPM - 12"""
R2852,Country Yossi & the Shteeble-Hoppers,MEN 707,,Country Yossi ; the Shteeble-Hoppers,The Shteeble-Hoppers,Cassette tape
R2853,Country Yossi & the Shtible -Hoppers Strike Again,MEN 4000,,Country Yossi ; the Shtible -Hoppers,Menorah,Cassette tape
R2854,Country Yossi & the Shtible -Hoppers Strike Again,MEN 4000,,Country Yossi ; the Shtible -Hoppers,Menorah,"33 1/3 RPM - 12"""
R2855,Country Yossi ...These I Remember,MEN 5000,,Yossi Toiv-Heshy,Menorah,Cassette tape
R2856,"Country Yossi and the Shteeble Hoppers …Still on the Loose, Vol. III",MEN 4001,,Country Yossi,Private label,Cassette tape
R2857,"Country Yossi and the Shteeble Hoppers …Still on the Loose, Vol. III",MEN 4001,,Country Yossi,Private label,"33 1/3 RPM - 12"""
R2858,Covered and Discovered,84394,,Yehudith Ravitz,CBS,"33 1/3 RPM - 12"""
R2859,Cradle Song,87286,1917-09-26,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 10"" single-sided"
R2860,Cradle Song,837-B / 837-A,1917-09-26,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 10"""
R2861,Cradle Song,74460,1915-12-29,Julia Culp,Victor - His Master's Voice,"78 RPM - 12"" single-sided"
R2862,Cradle Song,64590,1916-02-17,Alma Gluck,Victrola Record,"78 RPM - 10"" single-sided"
R2863,Cradle Song (Wiegenlied),838-A / 838-B,1915-09-14,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 10"""
R2864,Cradle Song (Wiegenlied),87353,1915-09-14,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 10"" single-sided"
R2865,"Cradle Songs: Schluf Mein Feigele - Ai-le, Lu Le, Feigele",18029 A / 18029 B,1939-07-11,Hebrew Folklore Sinfonietta,Decca,"78 RPM - 10"""
R2866,Creation,BI 1981,,Bifty Folk Rock,B'nai Israel,"33 1/3 RPM - 12"""
R2867,Creations in Rhythm,PM18172,,Paul Kowarsky,Kannekt Records,CD
R2868,Crinoline Days,14078-A / 14078-B,,Max Terr's orchestra,Perfect,"78 RPM - 10"""
R2869,"Croon, Croon, Underneat' de Moon",551-A / 551-B,1918-10-09,Sophie Braslau,Victrola Record,"78 RPM - 10"""
R2870,"Croon, Croon, Underneat' de Moon",64799,1918-10-09,Sophie Braslau,Victrola Record,"78 RPM - 10"" single-sided"
R2871,Cross My Heart Mother (I Love You),77-H,,Irving Kaufman,Harmony,"78 RPM - 10"""
R2872,Crossing Musical Boundaries,CLI 4116,,Yehuda Shifman,Creative Leisure Int.,Cassette tape
R2873,Crucifix,89102,1916-09-25,Alma Gluck; Louise Homer,Victor - His Master's Voice,"78 RPM - 12"" single-sided"
R2874,Cuban Nightingale (Sun Sun Babaé),39742,1952,Mitch Miller; The Horns,Columbia,"78 RPM - 10"""
R2875,"Curtain Call Series, Volume 1: Ted Lewis, Eddie Cantor, Jimmy Durante, Sophie Tucker",Dl 7018,,Ted Lewis; Eddie Cantor; Jimmy Durante; Sophie Tucker,Decca,"33 1/3 RPM - 10"""
R2876,"Cut, Speech",180,,Barton Brothers,Apollo,"78 RPM - 10"""
R2877,Cyganskaya Pirushka,E7731,1922-06,David Medoff,Columbia,"78 RPM - 10"""
R2878,Czenstochov,RF-LPI,,Cantor Meyer Steinwortzel; Rafel Federman,Private label,"33 1/3 RPM - 12"""
R2879,Czortkow'er Chusid,A 67124 / B 67124,,Art Shryer's Yiddish Orkester,Vocalion,"78 RPM - 10"""
R2880,D'Vekus - 3,CC-5740,,Label Sharfman,Private label,Cassette tape
R2881,D'veykus,CC-5734,1981,Label Sharfman,Mastertone Studios,"33 1/3 RPM - 12"""
R2882,D'veykus - 2,CC-5736,,Label Sharfman,Variety Studios,Cassette tape
R2883,D'veykus - Volume IV,NC1990,,Label Sharfman,Private label,Cassette tape
R2884,D'veykus II,CC-5736,,Label Sharfman; Elli Kranzler; Rivie Schwebel,Variety Studios,"33 1/3 RPM - 12"""
R2885,"Da ech, tam ubili",20186-F,1929-08,David Medoff,Columbia,"78 RPM - 10"""
R2886,Da Gezang fon Mayn Hartz,40122,,unknown,Hataklit,Cassette tape
R2887,Da-Ye-Nu,B-2592-A / B-2592-B,,The Burton Sisters,Banner,"78 RPM - 10"""
R2888,Daber Elai Bifrachim - Beautiful Israeli Songs of the 60's,20143/4,,unknown,Hataklit,Cassette tape
R2889,Dahlia M'saperet Pa'am,S 52708,,Dahlia Friedland,CBS,"33 1/3 RPM - 12"""
R2890,Dalang Der Schlang,Y-11000,,Mishiginer Hershel,Jewel,"78 RPM - 10"""
R2891,Dale Lind Sings,LP 1001,,Dale Lind,Kedlen Records,"33 1/3 RPM - 12"""
R2892,Dale Lind Sings,LP 1000,,Dale Lind,Kedlen Records,"33 1/3 RPM - 12"""
R2893,Dam-Dam,S 65250,,Aris San,CBS,"33 1/3 RPM - 12"""
R2894,Dam-Dam,65250,,Aris San,CBS,8-track tape
R2895,Dame Rebbins Nisem,72171-A / 72171-B,1918-06-27,Anna Hoffman; Jacob Jacobs,Victor - His Master's Voice,"78 RPM - 10"""
R2896,Dance Along With Motty Perl,GYL 10,,Motty Perl,G.Y.L. Productions,Cassette tape
R2897,Dance Along with Sabras,45-69-1 / 45-69-2,,Tam Haman,Tikva - Eurotone,45 RPM
R2898,Dance Along with Sabras,T-69,,Ami Gilad,Tikva - Eurotone,"33 1/3 RPM - 12"""
R2899,Dance Along with the People Israel,HL-3,,Various,Haime Livne,"33 1/3 RPM - 12"""
R2900,Dance Dance Dance with Neginah Vol. 1,SN 1818,,Various,Aderet Records,Cassette tape
R2901,Dance Date with the Traveling Trumpet,SLFP 551,,Nick Dean and his Orchestra,Family Records,"33 1/3 RPM - 12"""
R2902,Dance for Fun,T 104,,Geula Zohar,Tikva - Eurotone,"33 1/3 RPM - 12"""
R2903,Dance Israel!,LP-123301,,Teme Kernerman,Dancecraft,"33 1/3 RPM - 12"""
R2904,Dance Me to the End of Love,11661-3169-2,,The Klezmer Conservatory Band,Rounder Records,CD
R2905,Dance of Reb Meyer,18030 A / 18030 B,1939-07-11,Hebrew Folklore Sinfonietta,Decca,"78 RPM - 10"""
R2906,Dance of the Hours,55044-A / 55044-B,1919-05-01,Victor Herbert's Orchestra,Victor - His Master's Voice,"78 RPM - 12"""
R2907,Dance of the Hours,12-1059-A / 12-1059-B,,Arthur Fiedler,RCA Victor,"78 RPM - 12"""
R2908,Dance of the Marionette,1501-A / 1501-B,,Fritz Kreisler,Victrola Record,"78 RPM - 10"""
R2909,Dance Orientale,1075-A / 1075-B,1922-04-25,Fritz Kreisler,Victrola Record,"78 RPM - 10"""
R2910,Dance with Chassidim,T-73,,Various,Tikva - Eurotone,"33 1/3 RPM - 12"""
R2911,Dance with Moshiko,MIH-1-2,,Moshe Itzchak Halevy,Kohliner,"33 1/3 RPM - 12"""
R2912,Dance with Moshiko - Israeli Folk Dances,MIH-5,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2913,Dance with Moshiko - Israeli Folk Dances,MIH-4,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2914,Dance with Moshiko - Israeli Folk Dances,MIH-3,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2915,Dance with Moshiko - Israeli Folk Dances,MIH-8,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2916,Dance with Moshiko - Israeli Folk Dances,MIH-6,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2917,Dance with Moshiko - Israeli Folk Dances,MIH-7,,Moshe Itzchak-Halevy,MIH Records,"33 1/3 RPM - 12"""
R2918,Dance with Neginah 2,SN 3636,,Various,Neginah,Cassette tape
R2919,Dance with Neginah 3,SN 5454,,Various,Neginah,Cassette tape
R2920,Dance with Rivka,T 98,,Rivka Sturman,Tikva - Eurotone,"33 1/3 RPM - 12"""
R2921,Dance Workshop,,,Cantor Eli Cohn,Los Angeles College of Jewish Studies,"33 1/3 RPM - 10"""
R2922,Dances of Israel / Songs of the Road,VZL 257/258,,Unknown,Vistas of Israel,"33 1/3 RPM - 12"""
R2923,Dances of the World's People - Vol. 4,FD 6504,,Ronnie and Stu Lipner,Folkways Ethnic Records,"33 1/3 RPM - 12"""
R2924,Dancing and Playing Songs,AN 18-66,,Miriam Propes,Hed-Arzi,"33 1/3 RPM - 10"""
R2925,Dancing Doll,71307-D,,Lily Pons,Columbia,"78 RPM - 12"""
R2926,Dancing in the Aisles,CD 3155,,Klezmer Conservatory Band,Rounder Records,CD
R2927,Dancing in the Dark,27548-A / 27548-B,,Artie Shaw,RCA Victor,"78 RPM - 10"""
R2928,Dancing Rebecca,7131,,Orchestra Roberto Delgado,Polydor,"33 1/3 RPM - 12"""
R2929,Dani / Purim,25-5099-B / 25-5099-A,,Hanna Kipnis,RCA Victor,"78 RPM - 10"""
R2930,Daniel,5007 A / 5007 B,,Lew Ayres,Majestic,"78 RPM - 10"""
R2931,Daniel Ish Chamudos [Slikhes],E4863,1920-07,Cantor Berele Chagy,Columbia,"78 RPM - 10"""
R2932,Danny at the Palace,DL 6024,,Danny Kaye,Decca,"33 1/3 RPM - 10"""
R2933,Danny Ben Israel,62948,,Danny Ben Israel,CBS,"33 1/3 RPM - 12"""
R2934,Danny Boy,88592,1917-09-26,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 12"" single-sided"
R2935,Danny Boy,6276-A / 6276-B,1917-09-26,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 12"""
R2936,Danny Boy,1464-A / 1464-B,,Ernestine Schumann-Heink,Victrola Record,"78 RPM - 10"""
R2937,Danny Granot,63488,,Danny Granot,CBS,"33 1/3 RPM - 12"""
R2938,Danny Kaye,CL 6023,,Danny Kaye,Columbia,"33 1/3 RPM - 10"""
R2939,Danny Kaye,DL 5033,,Danny Kaye,Decca,"33 1/3 RPM - 10"""
R2940,Danny Kaye Entertains,CL 6249,,Danny Kaye,Columbia,"33 1/3 RPM - 10"""
R2941,Danse Russe,664-A / 664-B,,Bronislaw Gimpel; Artur Balsam,Vox,"78 RPM - 10"""
R2942,Danube Waves,35774-A / 35774-B,1926-03-30,Nathan Shilkret,Victor - His Master's Voice,"78 RPM - 12"""
R2943,Daphnis Et Chloé - Suite No. 2 - Lever du Jour,7143-A / 7143-B,,Serge Koussevitsky,Victrola Record,"78 RPM - 12"""
R2944,Dardanella,A2912,1920-02,Sascha Jacobsen,Columbia,"78 RPM - 10"""
R2945,Dare to Influence!,JFP 300,,Cara Freedman,Jewish Family Productions,Cassette tape
R2946,Dark Eyes,WL 118,,Boris Sarbek and his Orchestra,Columbia,"33 1/3 RPM - 12"""
R2947,Dark Eyes,SP 273,,Vladislav Ovetsky,Slava Productions,Cassette tape
R2948,Darling Nelly Gray,64729,1917-06-26,Alma Gluck,Victor - His Master's Voice,"78 RPM - 10"" single-sided"
R2949,Darn That Dream,35331,1939-11-22,Benny Goodman; Mildred Bailey,Columbia,"78 RPM - 10"""
R2950,"Darn That Dream ; Peace, Brother!",35331,1939-11-22,Benny Goodman,Columbia,"78 RPM - 10"""
R2951,Darus Milhaud: Service Sacré,8.559409,,Various,Naxos,CD
